fid,gbifID,species,decimalLat,decimalLon,month,year,1_Annual_Mean_Temp,2_Mean_Diurnal_Range,3_Isothermality,4_Temperature Seasonality,5_Max_Temp_Warmest_Month,6_Min_Temp_Coldest_Month,7_Temp_Annual_Range,8_Mean_Temp_Wettest_Quarter,9_Mean_Temp_Driest_Quarter,10_Mean_Temp_Warmest_Quarter,11_Mean_Temp_Coldest_Quarter,12_Annual_Precip,13_Precip_Wettest_Month,14_Precip_Driest_Month,15_Precip_Seasonality,16_Precip_Wettest_Quarter,17_Precip_Driest_Quarter,18_Precip_Warmest_Quarter,19_Precip_Coldest_Quarter,20_Elevation
117,1897568446,Bursera ovalifolia,15.889889,-95.937611,8,2001,26.67083,10.79167,76.53664,78.69555,33.5,19.4,14.1,27.06667,25.65,27.63333,25.65,1143,260,3,107.87846,644,13,367,13,241
118,1897568439,Bursera ovalifolia,15.83775,-95.978611,7,2001,27.14583,10.175,73.73189,89.07244,33.8,20,13.8,27.68333,25.91667,28.16667,25.91667,1146,263,3,108.98579,652,13,366,13,67
119,1897568435,Bursera ovalifolia,16.622417,-94.965166,9,2002,25.91667,9.75,62.90323,157.38393,34.1,18.6,15.5,26.68333,24.46667,27.7,23.78333,957,235,7,105.45057,559,22,263,26,249
120,1897568427,Bursera ovalifolia,15.844722,-95.993055,9,1999,27.13333,10.25,73.741,89.2477,33.8,19.9,13.9,27.68333,25.91667,28.16667,25.91667,1155,264,4,108.58226,656,14,367,14,64
121,1897568420,Bursera ovalifolia,15.8525,-95.984167,11,1998,26.7625,10.40833,74.8801,82.68574,33.5,19.6,13.9,27.21667,25.66667,27.75,25.66667,1195,271,3,108.04229,673,13,382,13,211
122,1897568418,Bursera ovalifolia,15.939444,-96.025,6,2001,26.21667,11.16667,74.94406,88.40337,33.4,18.5,14.9,26.71667,25.06667,27.26667,25.06667,1185,266,3,107.27722,666,14,377,14,256
123,1897568415,Bursera ovalifolia,16.599917,-94.892472,8,2002,25.60417,9.475,63.16666,156.56047,33.4,18.4,15,26.46667,24.08333,27.3,23.43333,994,242,8,101.72959,566,27,269,35,260
124,1897568408,Bursera ovalifolia,15.912778,-96.149722,5,1999,25.0625,10.74167,76.72619,88.96181,31.6,17.6,14,25.53333,23.81667,26.01667,23.81667,1246,276,2,105.82322,695,14,395,14,389
125,1897568400,Bursera ovalifolia,16.743333,-94.987167,10,2002,25.50833,9.75,59.0909,184.45047,34.4,17.9,16.5,26.35,25.45,27.65,23.05,1263,276,15,91.631,701,51,297,84,215
126,1897568394,Bursera ovalifolia,15.929722,-96.067778,10,2001,25.25833,11.13333,77.85548,80.98353,32.1,17.8,14.3,25.8,24.18333,26.18333,24.18333,1178,259,3,105.11768,653,15,378,15,450
127,1897568366,Bursera ovalifolia,16.743139,-94.967611,9,2002,25.45417,10.05833,60.22954,181.00047,34.4,17.7,16.7,26.26667,25.41667,27.56667,23.05,1292,275,18,86.44372,695,61,289,102,274
128,1897568349,Bursera ovalifolia,15.866667,-95.954167,9,1999,27.05,10.43333,74.5238,85.09351,33.8,19.8,14,27.55,25.91667,28.06667,25.91667,1137,261,3,109.02544,647,13,363,13,95
129,1897372670,Bursera ovalifolia,15.697139,-96.225639,9,2004,26.90833,9.53333,71.67919,98.8533,33.2,19.9,13.3,27.61667,25.5,27.95,25.5,1087,249,4,106.75128,619,15,355,15,35
130,1897372659,Bursera ovalifolia,15.773472,-96.174055,5,2006,27.06667,9.78333,71.41119,96.1139,33.7,20,13.7,27.66667,25.73333,28.16667,25.73333,1205,269,4,105.47933,670,17,381,17,73
131,1897372646,Bursera ovalifolia,16.423417,-92.399833,5,2007,19.36667,13.01667,68.15009,157.03697,28.6,9.5,19.1,20.25,18.03333,21.05,17.2,1242,257,8,91.66508,629,35,399,35,1513
132,1897372640,Bursera ovalifolia,16.612417,-94.956472,8,2002,26.12083,9.59167,61.88172,161.23753,34.3,18.8,15.5,26.9,24.63333,27.95,23.93333,980,243,7,107.17314,576,21,274,25,188
133,1897372638,Bursera ovalifolia,16.302778,-92.318194,5,2007,20.7375,13.10833,68.63002,143.32298,30.3,11.2,19.1,21.4,19.63333,22.38333,18.83333,1250,261,6,93.15881,637,31,395,32,1398
134,1897372633,Bursera ovalifolia,15.745167,-96.175833,5,2006,27.02083,9.575,70.92593,97.52525,33.5,20,13.5,27.65,25.66667,28.11667,25.66667,1178,264,5,105.43994,658,18,374,18,62
135,1897372632,Bursera ovalifolia,15.743972,-96.175305,5,2006,27.02083,9.575,70.92593,97.52525,33.5,20,13.5,27.65,25.66667,28.11667,25.66667,1178,264,5,105.43994,658,18,374,18,62
137,1897372624,Bursera ovalifolia,15.745,-96.151083,7,2005,26.975,9.48333,70.77114,97.08244,33.4,20,13.4,27.6,25.61667,28.05,25.61667,1179,267,4,106.95827,665,15,378,15,67
138,1897372623,Bursera ovalifolia,15.773889,-96.215889,5,2006,27.04583,9.875,71.04316,96.61214,33.7,19.8,13.9,27.65,25.71667,28.16667,25.71667,1211,269,4,105.24498,673,17,382,17,96
139,1897372620,Bursera ovalifolia,16.612194,-94.958167,9,2002,26.12083,9.59167,61.88172,161.23753,34.3,18.8,15.5,26.9,24.63333,27.95,23.93333,980,243,7,107.17314,576,21,274,25,188
140,1897372616,Bursera ovalifolia,16.133333,-92.195555,5,1988,22.62083,12.40833,67.8051,145.90559,31.8,13.5,18.3,23.2,21.43333,24.33333,20.66667,1312,282,6,98.28896,681,23,404,24,1029
141,1897372615,Bursera ovalifolia,15.74525,-96.151528,7,2005,26.975,9.48333,70.77114,97.08244,33.4,20,13.4,27.6,25.61667,28.05,25.61667,1179,267,4,106.95827,665,15,378,15,67
142,1897372613,Bursera ovalifolia,16.706167,-93.532139,5,2007,23.77917,12.40833,66.35473,173.47331,33.3,14.6,18.7,24.65,23.7,25.76667,21.46667,937,184,11,93.20089,508,34,269,43,819
143,1897372609,Bursera ovalifolia,15.972889,-96.115528,10,2005,22.30417,10.525,85.56911,45.55007,28.4,16.1,12.3,22.51667,21.78333,22.86667,21.78333,1530,317,10,96.58844,817,41,492,41,1378
144,1897372608,Bursera ovalifolia,16.137444,-92.196139,5,2007,22.29583,12.34167,68.186,143.85059,31.4,13.3,18.1,22.86667,21.11667,23.98333,20.36667,1311,280,5,97.97684,681,22,405,24,1090
145,1897372600,Bursera ovalifolia,15.778472,-96.199111,5,2006,26.99583,9.825,71.71533,93.77094,33.6,19.9,13.7,27.55,25.71667,28.1,25.71667,1248,277,4,105.75523,693,16,393,16,122
146,1897372594,Bursera ovalifolia,15.719806,-96.168528,12,2004,27.02083,9.54167,71.20646,97.40867,33.4,20,13.4,27.68333,25.65,28.08333,25.65,1148,261,4,106.89524,649,15,370,15,54
147,1897372588,Bursera ovalifolia,15.699111,-96.227972,7,2006,26.90833,9.53333,71.67919,98.8533,33.2,19.9,13.3,27.61667,25.5,27.95,25.5,1087,249,4,106.75128,619,15,355,15,35
148,1897372569,Bursera ovalifolia,15.767111,-96.192889,5,2006,27.00833,9.76667,71.28954,95.67542,33.6,19.9,13.7,27.6,25.7,28.11667,25.7,1225,273,5,105.717,682,17,387,17,105
149,1895587736,Bursera ovalifolia,17.948889,-101.383611,9,1937,24.45,13.05,73.31461,102.40295,33.4,15.6,17.8,24.7,24.23333,25.76667,23.13333,1249,310,2,115.85447,832,11,233,32,753
150,1895384367,Bursera ovalifolia,19.2847212,-102.0778553,10,1961,21.86667,15.88333,67.58865,171.21669,33.5,10,23.5,22.45,21.56667,24,19.63333,913,224,4,113.44082,597,13,200,28,1174
151,1895384364,Bursera ovalifolia,17.9762432,-101.6007254,9,1937,24.825,12.25,76.56251,92.60128,32.6,16.6,16,25.41667,24.23333,25.91667,23.61667,983,266,1,117.28967,658,5,372,31,472
152,1895384351,Bursera ovalifolia,18.2359519,-100.90126,9,1937,27.3125,14.80833,68.87597,152.36208,38.3,16.8,21.5,26.7,27.95,29.55,25.9,1049,257,1,119.20837,726,7,206,24,397
153,1895362650,Bursera ovalifolia,16.7435,-92.909167,4,1993,20.74583,13.575,68.90863,163.05965,30.3,10.6,19.7,21.53333,19.36667,22.6,18.55,1146,242,4,102.20742,650,19,356,22,1342
154,1895362610,Bursera ovalifolia,16.1710767,-92.2674372,6,1945,24.12083,12.375,67.25544,151.13898,33.3,14.9,18.4,24.68333,22.1,25.9,22.1,1147,266,3,101.00322,577,16,372,16,635
155,1895013855,Bursera ovalifolia,15.697769,-96.225917,,,26.90833,9.53333,71.67919,98.8533,33.2,19.9,13.3,27.61667,25.5,27.95,25.5,1087,249,4,106.75128,619,15,355,15,35
156,1895013838,Bursera ovalifolia,15.925558,-95.934719,,,26.4375,11.09167,75.45351,83.20635,33.5,18.8,14.7,26.86667,25.36667,27.45,25.36667,1116,254,3,107.6587,629,14,358,14,250
157,1895013835,Bursera ovalifolia,15.993981,-95.688989,,,27.30417,11.50833,77.75902,74.35966,34.5,19.7,14.8,27.65,26.36667,28.2,26.36667,918,218,2,110.19783,530,10,296,10,179
158,1895013827,Bursera ovalifolia,10.833333,-85.583333,,,26.49167,8.8,72.13116,78.85063,33.3,21.1,12.2,26.06667,26.63333,27.66667,25.7,1649,335,1,93.20907,858,6,224,467,165
159,1895013818,Bursera ovalifolia,15.767111,-96.192886,,,27.00833,9.76667,71.28954,95.67542,33.6,19.9,13.7,27.6,25.7,28.11667,25.7,1225,273,5,105.717,682,17,387,17,105
160,1895013813,Bursera ovalifolia,15.699111,-96.227969,,,26.90833,9.53333,71.67919,98.8533,33.2,19.9,13.3,27.61667,25.5,27.95,25.5,1087,249,4,106.75128,619,15,355,15,35
161,1895013785,Bursera ovalifolia,15.778469,-96.199108,,,26.99583,9.825,71.71533,93.77094,33.6,19.9,13.7,27.55,25.71667,28.1,25.71667,1248,277,4,105.75523,693,16,393,16,122
162,1895013783,Bursera ovalifolia,17.733356,-101.614033,8,2006,27.16667,10.23333,77.52526,85.23584,33.1,19.9,13.2,27.91667,26.25,28.15,26.05,1007,281,1,116.37053,649,5,542,23,70
163,1895013778,Bursera ovalifolia,17.168989,-99.527614,10,1978,26.1875,11.35833,72.80983,104.44933,34,18.4,15.6,26.78333,26.28333,27.51667,24.85,1447,356,2,119.94823,940,10,393,23,356
164,1895013773,Bursera ovalifolia,16.284861,-92.1225,8,2010,19.5625,13.05833,69.45921,141.43944,28.7,9.9,18.8,20.5,18.35,21.08333,17.6,1210,240,14,87.31575,595,50,392,51,1569
165,1895013771,Bursera ovalifolia,16.723639,-92.925178,,,23.8625,13.15833,65.79167,183.18056,33.8,13.8,20,24.6,22.41667,26.03333,21.45,1191,237,14,90.70291,625,43,361,50,714
166,1895013769,Bursera ovalifolia,15.668886,-96.532778,,,26.0125,11.575,76.15131,97.0268,33,17.8,15.2,26.78333,24.83333,27.06667,24.66667,862,196,5,105.33486,499,16,406,16,75
167,1895013766,Bursera ovalifolia,17.725478,-101.601339,8,2006,27.29167,10.08333,77.56411,86.5194,33.1,20.1,13,28.06667,26.36667,28.3,26.16667,1003,280,1,116.11345,645,5,538,23,40
168,1895013754,Bursera ovalifolia,15.743972,-96.175303,,,27.02083,9.575,70.92593,97.52525,33.5,20,13.5,27.65,25.66667,28.11667,25.66667,1178,264,5,105.43994,658,18,374,18,62
169,1895013736,Bursera ovalifolia,15.9985,-96.126472,4,2004,21.775,10.76667,84.7769,47.02515,28.1,15.4,12.7,22,21.26667,22.38333,21.26667,1408,292,9,95.60496,743,39,453,39,1547
170,1895013730,Bursera ovalifolia,15.745164,-96.17583,,,27.02083,9.575,70.92593,97.52525,33.5,20,13.5,27.65,25.66667,28.11667,25.66667,1178,264,5,105.43994,658,18,374,18,62
171,1895013729,Bursera ovalifolia,17.63475,-101.545,4,1991,27.02083,9.04167,78.62319,85.77079,32,20.5,11.5,27.81667,26.01667,27.98333,25.91667,1058,299,1,116.71865,677,4,559,22,92
172,1895013727,Bursera ovalifolia,13.493333,-88.495275,,,19.0375,9.125,71.8504,79.91828,25.5,12.8,12.7,19.25,18.11667,20,18.05,2001,399,3,94.1494,1002,16,279,67,1398
174,1895013725,Bursera ovalifolia,17.2875,-99.481944,7,1966,24.6,12.35,73.5119,121.74863,32.8,16,16.8,25.01667,24.68333,26.06667,22.98333,1536,349,1,114.88286,972,11,367,28,783
175,1895013720,Bursera ovalifolia,15.773472,-96.174053,,,27.06667,9.78333,71.41119,96.1139,33.7,20,13.7,27.66667,25.73333,28.16667,25.73333,1205,269,4,105.47933,670,17,381,17,73
176,1895013718,Bursera ovalifolia,16.639167,-94.943889,,,25.8,9.3,60.38961,171.27861,34,18.6,15.4,26.65,25.68333,27.73333,23.48333,1082,254,9,97.598,603,33,284,56,177
177,1895013712,Bursera ovalifolia,18.571669,-103.59,6,1982,26.60417,12.40833,76.12474,149.00362,33.3,17,16.3,28.15,24.81667,28.23333,24.71667,925,238,1,115.42494,629,7,528,30,49
178,1895013711,Bursera ovalifolia,18.584803,-103.550972,10,2006,25.9,12.4,76.07362,143.57449,32.8,16.5,16.3,27.35,24.23333,27.48333,24.05,976,249,1,117.17439,673,9,570,26,235
179,1895013710,Bursera ovalifolia,16.664722,-95.007222,,,25.7875,9.175,59.96732,171.95566,33.9,18.6,15.3,26.65,24.2,27.71667,23.43333,1008,246,6,108.72477,605,20,280,22,165
180,1895013709,Bursera ovalifolia,14.646889,-91.142433,9,1982,18.50833,11.48333,79.1954,62.62563,25.5,11,14.5,18.76667,17.78333,19.16667,17.7,2254,478,8,91.29553,1066,53,761,92,1615
181,1895013706,Bursera ovalifolia,15.773889,-96.215886,,,27.04583,9.875,71.04316,96.61214,33.7,19.8,13.9,27.65,25.71667,28.16667,25.71667,1211,269,4,105.24498,673,17,382,17,96
182,1895013695,Bursera ovalifolia,16.324439,-95.238889,,,28.3875,12.675,74.99999,113.09943,36.7,19.8,16.9,28.91667,26.8,29.58333,26.8,892,216,4,111.87064,523,13,263,13,42
183,1895013683,Bursera ovalifolia,15.944814,-96.098092,,,24.25417,11.10833,80.49516,78.78217,30.7,16.9,13.8,24.71667,23.16667,25.08333,23.16667,1173,253,3,102.97035,644,16,376,16,610
184,1895013661,Bursera ovalifolia,15.865472,-96.602522,,,24.15833,12,80,78.09763,31.3,16.3,15,24.51667,23.13333,25.05,23.13333,1326,281,6,101.65292,745,24,401,24,650
185,1895013660,Bursera ovalifolia,16.115833,-92.143055,8,2010,21.475,12.31667,68.42593,137.74977,30.5,12.5,18,22.25,20.33333,23.08333,19.61667,1279,269,6,96.17353,659,26,398,28,1246
186,1895013656,Bursera ovalifolia,16.353733,-95.370919,,,26.825,11.53333,69.89899,128.05359,35.1,18.6,16.5,27.63333,25.13333,28.33333,25.13333,732,183,0,120.47308,463,3,224,3,148
187,1895013648,Bursera ovalifolia,16.031386,-95.419008,,,27.79583,11.70833,76.52506,85.37241,35.3,20,15.3,28.21667,26.68333,28.8,26.68333,854,210,1,115.60698,509,5,275,5,102
188,1895013644,Bursera ovalifolia,20.423272,-105.300806,5,1982,22.14583,14.65833,67.86266,243.2961,31.4,9.8,21.6,24.78333,21.31667,24.78333,19.15,1530,397,2,121.50481,1106,15,1106,65,569
190,1846512137,Bursera ovalifolia,18.904666,-100.153009,2,1935,21.275,14.96667,64.79076,178.9426,33.4,10.3,23.1,21.31667,21.8,23.71667,19.2,1225,258,5,107.04395,741,21,306,26,1334
191,1846512114,Bursera ovalifolia,19.033333,-100.216667,5,1935,21.22083,15.34167,65.84406,176.69258,33.5,10.2,23.3,21.05,21.81667,23.71667,19.3,1131,231,5,106.70992,686,20,282,28,1360
192,1846512113,Bursera ovalifolia,18.863056,-100.450556,6,1934,18.62083,13.725,69.31818,134.4088,29.1,9.3,19.8,18.56667,19.01667,20.48333,17.1,1197,235,8,99.81626,683,26,298,39,1876
193,1846512088,Bursera ovalifolia,18.879046,-100.271492,1,1935,21.92083,15.24167,64.31083,186.54099,34.3,10.6,23.7,21.8,22.5,24.53333,19.83333,1270,267,6,107.99693,780,20,307,31,1269
194,1320208421,Bursera ovalifolia,16.5906,-94.8809,5,2014,26,9.2,60.92714,170.00003,33.9,18.8,15.1,26.96667,24.33333,27.83333,23.65,1009,251,6,107.78084,593,18,287,20,124
195,1319812605,Bursera ovalifolia,16.5963,-94.9114,6,2014,25.90417,9.475,62.74835,158.89471,33.8,18.7,15.1,26.75,24.38333,27.65,23.71667,985,244,7,105.38856,572,21,274,27,207
196,1261540692,Bursera ovalifolia,12.61666,-85.85,5,1982,24.3375,9.25833,68.07597,97.51749,31.5,17.9,13.6,24.26667,24.8,25.6,23.2,1516,250,21,73.70518,678,72,196,179,512
197,1261520089,Bursera ovalifolia,10.901944,-85.881944,7,1986,25.5375,7.85833,72.76235,69.97157,31.4,20.6,10.8,25.26667,25.5,26.58333,24.81667,1628,356,1,92.45152,826,7,240,131,284
198,1261053260,Bursera ovalifolia,17.916667,-101.316667,9,1937,24.61667,12.36667,74.498,95.30651,32.8,16.2,16.6,25,24.31667,25.71667,23.33333,1258,327,2,117.19018,841,10,237,29,542
199,1261051390,Bursera ovalifolia,18.88,-100.19,5,1935,19.06667,14.21667,68.67955,137.25116,30.4,9.7,20.7,18.58333,19.83333,21.03333,17.83333,1186,241,7,101.92254,681,26,88,52,1790
200,1261051353,Bursera ovalifolia,18.96,-100.54,5,1935,26.79167,16.63333,63.72925,217.36893,40,13.9,26.1,26.31667,27.58333,29.95,24.53333,1034,236,2,115.68327,672,10,235,19,543
201,1261051061,Bursera ovalifolia,18.92,-99.94,,1935,14.4125,13.90833,70.24411,144.46021,24,4.2,19.8,15.4,13.1,15.96667,12.41667,1098,225,11,88.07207,594,52,355,54,2381
202,1261051018,Bursera ovalifolia,18.9,-100.15,2,1935,21.45833,15.16667,64.81481,182.09431,33.7,10.3,23.4,21.55,21.95,23.93333,19.31667,1240,261,5,106.89476,748,21,309,26,1309
203,1261051003,Bursera ovalifolia,18.866667,-100.283056,1,1935,21.69583,14.89167,64.74638,177.80809,33.8,10.8,23,21.5,22.3,24.2,19.75,1265,267,6,107.04846,769,20,304,30,1320
204,1261048067,Bursera ovalifolia,18.77,-100.42,4,1933,26.975,16.21667,64.35184,208.88777,39.9,14.7,25.2,26.3,27.9,30.01667,24.95,1128,259,2,116.8727,741,12,255,20,561
205,1259535498,Bursera ovalifolia,10.83333,-85.58333,1,1980,26.49167,8.8,72.13116,78.85063,33.3,21.1,12.2,26.06667,26.63333,27.66667,25.7,1649,335,1,93.20907,858,6,224,467,165
206,1259474059,Bursera ovalifolia,16.13333,-92.35,11,1988,24.28333,12.75,66.06218,157.96049,34,14.7,19.3,24.76667,22.25,26.18333,22.25,1196,269,3,101.32922,620,13,377,13,670
207,1259473870,Bursera ovalifolia,16.35,-95.31666,7,1985,27.6375,12.025,72.43975,117.80428,35.9,19.3,16.6,28.33333,26.05,29,26.05,822,202,2,117.63655,506,7,248,7,83
208,1259470688,Bursera ovalifolia,10.83333,-85.61666,7,1985,25.8625,8.79167,72.65841,75.6224,32.6,20.5,12.1,25.45,25.98333,26.98333,25.1,1752,338,1,90.106,850,9,265,515,281
209,1259362863,Bursera ovalifolia,19.465556,-101.941111,10,1904,18.53333,15.63333,66.52483,205.04251,29.5,6,23.5,19.76667,17.98333,20.68333,15.68333,945,228,4,110.97533,617,17,426,37,1662
210,1259255820,Bursera ovalifolia,17.131945,-99.536111,8,1978,26.37917,10.825,72.16666,102.7676,33.9,18.9,15,27.01667,26.38333,27.65,25.03333,1417,346,2,120.00973,919,10,383,21,298
211,1259254662,Bursera ovalifolia,12.91666,-85.81666,6,1982,22.67083,9.475,70.18518,95.33335,29.6,16.1,13.5,22.93333,22.93333,23.81667,21.45,1580,269,22,73.79613,699,83,451,123,732
212,1259254476,Bursera ovalifolia,15.69,-92.09,10,1974,23.65417,13.175,68.97906,140.97804,33.5,14.4,19.1,23.9,22.81667,25.41667,21.9,1477,295,9,93.61208,759,33,416,94,919
213,1259254460,Bursera ovalifolia,16.879167,-99.888055,10,1894,26.54167,8.98333,80.20834,70.38316,31.8,20.6,11.2,27.03333,26,27.28333,25.58333,1321,307,2,113.30583,815,10,535,25,271
214,1259254220,Bursera ovalifolia,12.39166,-85.5,8,1984,23.64583,8.19167,68.83753,93.94048,30,18.1,11.9,23.75,23.88333,24.81667,22.46667,1745,274,16,69.94878,753,79,456,148,564
215,1259253147,Bursera ovalifolia,12.23472,-85.36944,11,1983,25.15833,7.93333,69.59064,87.58977,31.5,20.1,11.4,25.25,25.6,26.33333,24.15,1721,269,21,74.63569,800,79,191,215,325
216,1259252211,Bursera ovalifolia,16.91,-93.12,7,1990,23.3625,12.14167,64.24163,189.45044,33.1,14.2,18.9,24.31667,21.68333,25.51667,20.8,1441,266,26,75.88474,690,96,394,114,723
217,1259168727,Bursera ovalifolia,10.89,-85.86,9,2003,25.04583,8.025,72.95454,69.72213,31,20,11,24.8,25.01667,26.06667,24.28333,1596,335,1,92.67017,816,8,224,123,380
218,1259163062,Bursera ovalifolia,10.9,-85.71,8,2003,26.50417,8.45833,72.29344,76.26086,33,21.3,11.7,26.13333,26.56667,27.65,25.75,1670,344,3,92.85136,844,9,246,131,158
219,1258611434,Bursera ovalifolia,10.32,-85.3,12,1992,27.19583,10.54167,75.83932,78.49316,34.9,21,13.9,26.7,27.5,28.35,26.4,1842,361,1,87.75137,895,7,287,501,8
220,1258588791,Bursera ovalifolia,10.81,-85.64,7,1997,26.47083,8.74167,72.84722,75.60236,33.2,21.2,12,26.03333,26.63333,27.6,25.71667,1676,351,1,93.82532,875,7,231,499,183
221,1258444352,Bursera ovalifolia,12.6,-85.91666,10,1984,24.475,9.43333,68.85645,99.21283,31.7,18,13.7,24.38333,24.96667,25.76667,23.3,1415,244,15,77.412,665,63,181,162,501
222,1258441997,Bursera ovalifolia,12.183333,-85.35,10,1984,25.52917,7.94167,69.66374,84.3008,31.9,20.5,11.4,25.36667,26.03333,26.7,24.58333,1489,271,15,78.90383,691,59,175,173,278
223,1258440930,Bursera ovalifolia,12.6,-85.76666,7,1983,23.2625,9.075,68.74999,97.49416,30.1,16.9,13.2,23.48333,23.53333,24.5,22.05,1650,271,17,73.88425,740,74,453,120,658
224,1258439541,Bursera ovalifolia,12.18333,-85.35,8,1983,25.52917,7.94167,69.66374,84.3008,31.9,20.5,11.4,25.36667,26.03333,26.7,24.58333,1489,271,15,78.90383,691,59,175,173,278
225,1258419981,Bursera ovalifolia,12.56666,-86.06666,9,1983,24.68333,9.43333,69.36275,96.58566,31.9,18.3,13.6,24.53333,24.3,25.96667,23.53333,1318,239,7,84.87992,633,29,192,110,484
226,1257838066,Bursera ovalifolia,10.891667,-85.85833,11,2004,24.23333,8.08333,72.17263,71.16986,30.3,19.1,11.2,24.01667,24.15,25.26667,23.45,1652,341,2,89.27086,850,25,229,161,525
227,1257830364,Bursera ovalifolia,16.409444,-94.045555,7,2004,24.6,11.78333,72.29039,137.19595,32.3,16,16.3,25.71667,22.66667,25.95,22.66667,822,176,1,111.06622,505,6,257,6,538
228,1257754396,Bursera ovalifolia,16.658056,-95.011111,8,2002,26.0875,9.15833,59.85838,172.66791,34.2,18.9,15.3,26.96667,24.5,28.01667,23.73333,1022,251,4,111.30736,626,15,283,15,108
229,1257754304,Bursera ovalifolia,16.698055,-95.039722,5,2003,25.10833,9.83333,63.44086,159.75597,33.2,17.7,15.5,25.96667,24.9,26.86667,22.91667,990,216,10,93.74687,559,36,232,57,361
230,1257754243,Bursera ovalifolia,16.680833,-95.027778,12,1995,25.5,9.08333,59.75877,173.15259,33.5,18.3,15.2,26.43333,23.85,27.4,23.11667,967,235,4,110.23175,589,16,267,17,200
231,1257753921,Bursera ovalifolia,16.666667,-95.011389,10,1995,25.75417,9.075,59.31372,174.67448,33.9,18.6,15.3,26.65,24.13333,27.7,23.36667,1012,247,5,110.05798,614,17,281,18,154
232,1257517464,Bursera ovalifolia,10.3,-84.816667,12,1995,20.17083,9.29167,75.542,74.42075,26.7,14.4,12.3,19.96667,20.06667,21.2,19.35,2298,423,10,85.01969,1161,32,303,281,1173
233,1253901449,Bursera ovalifolia,10.788694,-85.349167,5,2011,20.90833,8.68333,74.85632,71.53618,27,15.4,11.6,20.88333,20.61667,21.81667,20.03333,2185,409,9,81.45531,1093,39,273,296,1019
234,1253883198,Bursera ovalifolia,10.775083,-85.349222,6,2006,21.7125,8.725,75.21552,70.90726,27.9,16.3,11.6,21.65,21.48333,22.63333,20.85,2160,399,9,81.3232,1065,36,275,293,879
235,1253842172,Bursera ovalifolia,10.891667,-85.858333,11,2004,24.23333,8.08333,72.17263,71.16986,30.3,19.1,11.2,24.01667,24.15,25.26667,23.45,1652,341,2,89.27086,850,25,229,161,525
236,1253781276,Bursera ovalifolia,10.891667,-85.866667,9,2003,24.33333,8.03333,72.37238,69.8483,30.3,19.2,11.1,24.11667,24.26667,25.35,23.56667,1614,341,1,95.3708,855,10,232,123,509
237,1253780557,Bursera ovalifolia,10.9,-85.725,8,2003,26.625,8.43333,72.07977,76.02332,33.1,21.4,11.7,26.25,26.71667,27.76667,25.86667,1642,345,3,92.13784,853,16,221,126,133
238,1253656874,Bursera ovalifolia,10.816389,-85.648611,7,1997,26.28333,8.76667,73.05556,75.20679,33,21,12,25.83333,26.45,27.4,25.53333,1667,336,2,92.52954,846,7,238,508,218
239,1253612823,Bursera ovalifolia,10.3,-84.800001,8,1992,18.7125,9.09167,74.52186,78.94547,25.1,12.9,12.2,18.53333,19.16667,19.75,17.85,2410,451,11,79.15214,1179,54,349,324,1456
