fid,gbifID,species,decimalLat,decimalLon,month,year,1_Annual_Mean_Temp,2_Mean_Diurnal_Range,3_Isothermality,4_Temperature Seasonality,5_Max_Temp_Warmest_Month,6_Min_Temp_Coldest_Month,7_Temp_Annual_Range,8_Mean_Temp_Wettest_Quarter,9_Mean_Temp_Driest_Quarter,10_Mean_Temp_Warmest_Quarter,11_Mean_Temp_Coldest_Quarter,12_Annual_Precip,13_Precip_Wettest_Month,14_Precip_Driest_Month,15_Precip_Seasonality,16_Precip_Wettest_Quarter,17_Precip_Driest_Quarter,18_Precip_Warmest_Quarter,19_Precip_Coldest_Quarter,20_Elevation
82,3308720468,Bursera kerberi,20.90333,-103.83694,6,2007,23.6625,18.49167,64.20718,279.29391,37.8,9,28.8,25.98333,23.1,26.8,19.95,798,219,1,122.83146,574,12,173,34,1247
83,3308718052,Bursera kerberi,19.25722,-100.465,6,2008,22.0125,15.95833,66.21715,179.76154,34.4,10.3,24.1,21.9,22.38333,24.58333,20,1024,224,3,109.11679,641,22,243,28,1267
84,3308714162,Bursera kerberi,20.224,-104.05939,9,2008,20.8,17.38333,65.10612,231.46765,33.6,6.9,26.7,22.81667,19.86667,23.23333,17.63333,803,200,5,107.65498,515,19,391,44,1262
85,3308706756,Bursera kerberi,18.18917,-101.19083,7,1999,23.18333,13.9,68.47291,156.80524,33.5,13.2,20.3,23.18333,23.56667,25.38333,21.35,1117,263,2,114.75826,742,8,228,27,1233
86,3308693016,Bursera kerberi,18.02419,-101.10928,6,2011,24.1375,14.24167,69.1343,153.2841,34.7,14.1,20.6,23.93333,24.63333,26.35,22.46667,1124,271,2,115.5154,752,8,231,26,1167
87,3308683893,Bursera kerberi,19.65,-104.317,7,2006,19.17917,14.15833,65.54784,217.30226,29.2,7.6,21.6,21.1,17.75,21.36667,16.25,1156,275,4,109.82744,761,22,706,70,1406
88,3308654244,Bursera kerberi,18.777222,-103.159722,4,1938,22.60833,14.6,68.5446,160.72046,32.8,11.5,21.3,23.63333,21.91667,24.31667,20.35,1198,254,4,101.69287,701,25,487,47,1035
89,3308649702,Bursera kerberi,19.89989,-104.32683,9,2008,20.24167,16.88333,64.9359,233.33388,32.5,6.5,26,21.98333,18.93333,22.68333,17.06667,898,216,4,109.43225,578,18,395,48,1356
90,3308630911,Bursera kerberi,18.21028,-101.17278,7,1999,24.00417,14.125,68.90244,154.11714,34.4,13.9,20.5,23.95,24.4,26.18333,22.23333,1114,264,2,116.01695,750,9,220,27,1049
91,3308618813,Bursera kerberi,18.826503,-102.775564,7,1985,25.2625,14.15833,68.39774,142.25658,35.9,15.2,20.7,25.51667,25.1,27.15,23.46667,909,211,3,112.0151,580,12,196,29,626
92,3308573611,Bursera kerberi,21.07611,-103.47694,6,2001,22.44167,17.65,63.71841,277.56107,35.9,8.2,27.7,24.75,21.85,25.51667,18.76667,786,212,2,119.03901,552,13,173,34,1379
93,3308551384,Bursera kerberi,19.172869,-100.244347,8,1956,20.1625,15.04167,65.97222,178.33987,32,9.2,22.8,20.16667,20.61667,22.63333,18.08333,1000,206,4,105.23259,603,21,249,29,1437
94,3308516695,Bursera kerberi,18.68278,-99.56278,7,1998,21.46667,14.63333,66.21418,185.61122,32.7,10.6,22.1,22.16667,20.43333,23.86667,19.18333,1092,229,5,106.78056,656,21,321,31,1486
95,3308439010,Bursera kerberi,18.669269,-100.686614,7,1973,28.14583,16.025,64.1,216.15926,41,16,25,27.5,29.11667,31.28333,25.98333,952,223,2,116.47831,620,9,218,28,333
96,3308434416,Bursera kerberi,20.300278,-104.040833,6,1993,15.04583,13.65833,63.52713,211.97617,25.8,4.3,21.5,17,14.06667,17.3,12.18333,1055,250,7,103.43261,646,26,473,56,2174
97,3308400894,Bursera kerberi,19.410833,-103.358333,7,1982,21.26667,15.21667,65.87302,201.90382,32.1,9,23.1,22.78333,20.16667,23.33333,18.45,979,216,2,110.35728,631,10,408,48,1271
98,3308392034,Bursera kerberi,19.708333,-104.401944,5,1982,21.24583,14.775,67.46575,205.2765,31.4,9.5,21.9,23.05,19.86667,23.31667,18.48333,1079,250,3,111.98603,722,19,662,51,1059
99,3308391324,Bursera kerberi,19.690278,-104.365556,3,1988,21.975,15.55,66.17021,215.81242,33,9.5,23.5,23.73333,20.71667,24.15,19.01667,1077,247,3,112.9396,723,18,436,49,973
100,3308388108,Bursera kerberi,19.37944,-103.84639,,,21.81667,15.05,68.72146,180.24393,32,10.1,21.9,23.25,20.61667,23.66667,19.36667,976,221,2,109.04806,638,11,391,54,1121
101,3308322603,Bursera kerberi,19.022475,-102.996947,10,1979,25.42083,14.075,67.66827,153.89575,36,15.2,20.8,26.55,25.13333,27.35,23.4,828,196,2,111.49682,527,12,181,29,562
102,3308260360,Bursera kerberi,20.995336,-104.078317,7,1975,22.3,18.06667,64.52381,261.74243,36,8,28,24.61667,21.53333,25.18333,18.8,865,241,2,123.47899,623,13,429,37,1354
103,3308237513,Bursera kerberi,20.992778,-104.119167,7,1957,22.7125,17.225,63.09524,275.56656,36,8.7,27.3,25.16667,21.9,25.7,19,889,255,2,123.81805,640,14,441,39,1164
104,3308234831,Bursera kerberi,18.746019,-99.632708,5,1976,20.5875,15.44167,67.72661,179.52112,32.3,9.5,22.8,21.25,18.48333,22.96667,18.45,993,205,5,104.01105,585,21,294,32,1601
105,3308192485,Bursera kerberi,18.22,-102.027222,5,1967,25.675,13.13333,78.1746,98.86859,33.7,16.9,16.8,26.41667,24.85,26.83333,24.4,924,229,1,116.97684,627,4,360,20,318
106,3308188925,Bursera kerberi,20.6978,-103.2311,10,1889,21.51667,17.41667,62.64988,274.95731,35,7.2,27.8,23.68333,21.08333,24.58333,17.83333,836,231,3,122.49332,594,11,186,26,1345
107,3308173424,Bursera kerberi,19.37333,-100.394,6,2008,18.32083,14.89167,67.07958,174.07494,29.5,7.3,22.2,19.31667,18.31667,20.53333,16.05,870,180,8,97.95145,512,33,218,54,1730
108,3308171984,Bursera kerberi,19.697861,-104.411147,7,1951,20.82083,14.525,67.24537,201.07051,30.8,9.2,21.6,22.61667,19.4,22.85,18.13333,1078,253,3,111.70215,721,20,663,54,1159
109,3308170890,Bursera kerberi,19.659722,-104.324167,9,1960,21.06667,15.1,65.65218,222.83638,31.8,8.8,23,22.91667,19.76667,23.28333,18.01667,1032,240,3,112.20031,688,18,425,50,1082
110,3308165077,Bursera kerberi,21.13483,-103.419,,,21.96667,17.16667,63.58025,265.88901,35.1,8.1,27,24.11667,21.41667,24.98333,18.46667,785,215,2,120.14411,554,11,175,31,1427
111,3308147315,Bursera kerberi,18.07372,-100.94811,7,2011,26.04583,14.175,70.875,138.81738,36.5,16.5,20,25.28333,26.78333,28.1,24.95,1235,285,2,117.0574,839,10,242,37,765
112,3308143492,Bursera kerberi,18.09728,-100.27028,8,2011,27.58333,14.03333,65.57632,183.10867,38.7,17.3,21.4,26.88333,28.6,30.2,25.88333,1099,252,2,117.30305,722,9,257,24,442
113,3308138949,Bursera kerberi,18.30297,-101.207,6,2014,24.025,14.66667,70.17544,138.37534,34.8,13.9,20.9,23.71667,24.36667,26.08333,22.58333,1116,257,2,114.32267,739,8,224,28,1205
114,3308122325,Bursera kerberi,18.07528,-100.953,5,2011,25.9625,14.35833,70.73071,141.92067,36.6,16.3,20.3,25.13333,26.71667,28.06667,24.88333,1215,285,2,116.85163,824,10,240,26,881
115,3308121086,Bursera kerberi,18.41453,-102.12476,8,2009,23.53333,14.06667,73.26389,111.17827,33,13.8,19.2,24,23.1,24.86667,22.08333,885,197,2,111.65288,573,7,368,31,915
116,3308121081,Bursera kerberi,19.04938,-100.70951,6,2009,25.875,16.91667,64.07828,208.60468,39.2,12.8,26.4,25.43333,26.55,28.91667,23.68333,1108,256,3,116.63535,739,11,233,22,724
117,3308113062,Bursera kerberi,18.07075,-100.951,6,2011,25.85833,14.28333,70.36125,143.09618,36.5,16.2,20.3,25.06667,26.6,27.98333,24.73333,1218,285,2,116.45922,824,10,241,27,891
118,3308107188,Bursera kerberi,18.16525,-100.91814,7,2011,26.69583,14.125,70.27363,139.55219,37.2,17.1,20.1,25.93333,27.36667,28.76667,25.58333,1161,271,2,118.56992,801,9,225,25,592
119,3308107065,Bursera kerberi,18.29653,-101.21219,6,2011,24.29583,14.625,69.97607,141.47694,35,14.1,20.9,24.03333,24.61667,26.38333,22.78333,1098,255,2,115.53966,735,8,217,26,1091
120,3308073435,Bursera kerberi,18.8768,-100.2846,5,2009,20.5125,14.59167,66.62862,158.0294,32.2,10.3,21.9,20.2,21.16667,22.75,18.88333,1184,245,6,104.31216,700,21,292,30,1544
121,3307999472,Bursera kerberi,21.03639,-103.40139,5,2001,24.12083,17.925,61.81035,297.37839,38.1,9.1,29,26.43333,23.66667,27.56667,20.2,832,224,2,121.81159,592,11,182,32,1087
122,3307855566,Bursera kerberi,18.817261,-100.426244,10,1992,22.34167,14.66667,65.76981,173.42581,33.7,11.4,22.3,22.3,22.75,24.75,20.31667,1305,273,5,109.82574,815,18,296,27,1156
123,3307854334,Bursera kerberi,20.211175,-104.079803,1,1994,20.4375,17.14167,64.93056,229.39766,33.1,6.7,26.4,22.43333,19.5,22.83333,17.28333,816,201,5,106.48879,519,20,394,47,1303
124,3307837565,Bursera kerberi,18.792119,-100.441461,8,1992,26.33333,15.78333,64.95199,198.56683,38.7,14.4,24.3,25.81667,27.15,29.2,24.31667,1144,262,3,116.56283,752,13,256,22,602
125,3307813358,Bursera kerberi,20.642722,-103.190139,7,1990,21.2375,17.84167,62.38345,278.47083,35.1,6.5,28.6,23.4,20.85,24.4,17.53333,856,236,3,121.54372,603,13,190,28,1386
126,3307812412,Bursera kerberi,18.638053,-100.678014,7,1973,27.94167,15.56667,64.06035,211.59389,40.4,16.1,24.3,27.35,28.88333,31,25.8,962,226,2,117.65968,631,9,224,27,347
127,3307805475,Bursera kerberi,21.1,-104.567,8,1990,22.45417,17.05833,64.6149,255.44485,35,8.6,26.4,24.51667,22.86667,25.03333,18.96667,989,284,2,121.36125,681,14,464,54,929
128,3307801818,Bursera kerberi,20.083333,-104.098333,10,1987,21.10833,17.78333,64.90268,233.60641,34.3,6.9,27.4,23.15,20.1,23.6,17.91667,792,192,5,105.47498,501,19,374,48,1278
129,3307799190,Bursera kerberi,21.095861,-104.583056,2,1990,22.825,17.25,64.60674,257.27151,35.5,8.8,26.7,25.33333,23.23333,25.41667,19.3,962,274,2,120.63727,660,13,448,57,880
130,3307775542,Bursera kerberi,21.15,-104.267,6,1987,23.57083,16.49167,63.67439,256.72287,36.3,10.4,25.9,25.86667,22.66667,26.35,20.1,937,276,2,123.94626,667,14,456,43,1028
131,3307722345,Bursera kerberi,19.225833,-101.466667,9,1982,19.7375,16.29167,67.0439,184.28146,31.6,7.3,24.3,20.38333,19.65,22.01667,17.33333,1073,262,4,112.86375,700,18,235,34,1604
132,3307702990,Bursera kerberi,19.176389,-100.576667,5,1973,26.2875,17.60833,63.1123,229.29858,40.2,12.3,27.9,26.01667,26.9,29.6,23.78333,1011,224,2,113.5041,641,10,237,19,611
133,3307702595,Bursera kerberi,18.959167,-100.869167,10,1981,25.4875,16.375,64.21568,202.90082,38.4,12.9,25.5,25.18333,26.13333,28.41667,23.31667,1059,253,3,117.93833,718,11,217,33,739
134,3307699517,Bursera kerberi,21.216667,-104.633333,8,1965,20.36667,16.38333,65.27224,243.68697,32.4,7.3,25.1,22.48333,18.9,22.85,17.11667,1160,319,2,120.91952,809,16,781,55,1280
135,3307697392,Bursera kerberi,21.01725,-104.148694,6,1965,23.28333,17.06667,62.97663,273.48206,36.5,9.4,27.1,25.66667,22.48333,26.25,19.58333,902,263,2,124.19936,649,14,445,40,1048
136,3307679810,Bursera kerberi,19.259167,-100.486389,10,1975,22.55,16.21667,65.65452,186.64503,35.2,10.5,24.7,22.45,22.93333,25.2,20.43333,1044,232,3,110.76856,661,21,245,26,1181
137,3307671206,Bursera kerberi,21.125,-104.608333,6,1978,23.275,17.03333,63.79526,264.2356,36,9.3,26.7,25.4,23.66667,25.96667,19.68333,919,254,2,117.7571,623,12,415,66,775
138,3307627610,Bursera kerberi,19.524453,-103.307147,6,1961,21.75417,16.10833,65.48103,208.37531,33.5,8.9,24.6,23.15,20.75,23.96667,18.85,967,211,2,108.75731,606,11,414,46,1208
139,3307591946,Bursera kerberi,20.091678,-104.420283,11,1962,18.49583,16.825,64.21756,224.4231,31.2,5,26.2,20.11667,17.35,20.9,15.48333,1019,239,5,105.4399,637,22,441,60,1595
140,3125245474,Bursera kerberi,18.07528,-100.95278,5,2011,25.9625,14.35833,70.73071,141.92067,36.6,16.3,20.3,25.13333,26.71667,28.06667,24.88333,1215,285,2,116.85163,824,10,240,26,881
141,3091186852,Bursera kerberi,21.056597,-104.409633,6,1972,22.175,18.38333,65.18912,243.16568,35.9,7.7,28.2,24.46667,21.08333,24.81667,18.88333,1003,285,2,121.53625,698,15,482,47,1179
142,2633969487,Bursera kerberi,19.603223,-104.24447,1,2006,16.1375,12.725,65.25641,205.29497,25.1,5.6,19.5,18.01667,14.7,18.25,13.41667,1179,271,6,104.20664,737,25,691,66,1943
143,2629673486,Bursera kerberi,20.202778,-104.048889,5,1993,21.47917,18.075,65.48913,233.92363,34.7,7.1,27.6,23.5,20.55,23.96667,18.26667,788,196,5,107.68958,505,18,383,43,1216
144,2629664651,Bursera kerberi,20.650833,-103.211389,6,1994,20.39583,17.225,62.86497,265.62497,33.8,6.4,27.4,22.48333,19.95,23.35,16.83333,911,250,4,120.96339,639,14,202,29,1564
145,2629503551,Bursera kerberi,18.961583,-100.897268,10,1981,25.74583,16.54167,63.86744,210.66406,38.8,12.9,25.9,25.51667,26.38333,28.76667,23.45,1011,240,2,117.11755,681,9,205,33,661
146,2629498413,Bursera kerberi,20.720278,-103.391944,8,1967,20.625,17.5,64.81481,262.76935,33.7,6.7,27,22.85,19.93333,23.4,17.05,898,236,3,118.59048,619,14,432,32,1577
147,2629431191,Bursera kerberi,19.503972,-102.622555,8,1997,23.75,15.71667,66.59605,177.87889,35.6,12,23.6,24.13333,23.58333,26.08333,21.46667,974,221,5,108.881,617,19,209,37,891
148,2629423635,Bursera kerberi,18.414778,-102.124722,8,2009,23.53333,14.06667,73.26389,111.17827,33,13.8,19.2,24,23.1,24.86667,22.08333,885,197,2,111.65288,573,7,368,31,915
149,2576253126,Bursera kerberi,19.32654,-103.724271,11,2019,24.5,15.58333,71.81259,154.4492,34.9,13.2,21.7,25.63333,23.46667,26.11667,22.4,855,201,1,112.03245,578,7,325,42,760
150,2574064627,Bursera kerberi,18.784455,-101.606057,9,2019,23.39167,15.68333,69.7037,143.63516,34.7,12.2,22.5,23.55,23.26667,25.36667,21.65,914,224,3,114.97328,607,11,187,25,1050
151,2573929971,Bursera kerberi,18.433055,-102.107777,7,2013,23.88333,14.18333,73.87152,111.26002,33.4,14.2,19.2,24.31667,23.45,25.21667,22.43333,865,194,2,111.86259,563,7,358,31,815
152,2460020301,Bursera kerberi,20.725543,-103.285075,11,2019,22.39167,17.33333,62.80193,278.54193,35.7,8.1,27.6,24.61667,21.9,25.46667,18.65,805,219,2,121.47099,569,11,178,27,1219
153,2422362367,Bursera kerberi,21.06667,-104.2,6,1987,24.61667,16.71667,63.08176,267.09149,37.6,11.1,26.5,26.91667,23.76667,27.5,20.98333,913,271,1,124.73015,657,15,444,45,759
154,2270511225,Bursera kerberi,20.9333,-103.869,6,2007,24.25833,18.63333,64.25288,279.98242,38.5,9.5,29,26.56667,23.73333,27.43333,20.55,835,232,2,123.51582,602,11,179,34,1168
155,1947780595,Bursera kerberi,20.9316,-103.798,7,1975,25.73333,17.86667,62.25319,297.84329,39.7,11,28.7,28.16667,25.16667,29.08333,21.76667,867,242,2,123.1852,621,12,180,35,720
156,1931297077,Bursera kerberi,18.7769,-103.16,10,1938,22.60833,14.6,68.5446,160.72046,32.8,11.5,21.3,23.63333,21.91667,24.31667,20.35,1198,254,4,101.69287,701,25,487,47,1035
157,1929583637,Bursera kerberi,20.8917,-103.7014,11,1962,25.49583,18.00833,62.52893,295.19223,39.5,10.7,28.8,27.86667,24.98333,28.83333,21.56667,867,238,2,122.60616,619,11,181,34,841
158,1929247440,Bursera kerberi,21.1,-104.57,8,1990,22.45417,17.05833,64.6149,255.44485,35,8.6,26.4,24.51667,22.86667,25.03333,18.96667,989,284,2,121.36125,681,14,464,54,929
159,1928626341,Bursera kerberi,19.6878,-104.0347,9,1992,22.25417,16.175,66.56379,202.79253,33.8,9.5,24.3,23.7,21.23333,24.35,19.45,792,189,2,108.78502,506,16,352,50,1051
160,1927792744,Bursera kerberi,19.3642,-103.86,8,2002,19.99583,14.225,68.0622,180.11938,29.7,8.8,20.9,21.48333,18.75,21.83333,17.56667,1119,252,3,108.3354,726,14,450,63,1446
161,1897365185,Bursera kerberi,19.503889,-102.6225,8,1997,23.75,15.71667,66.59605,177.87889,35.6,12,23.6,24.13333,23.58333,26.08333,21.46667,974,221,5,108.881,617,19,209,37,891
162,1897365152,Bursera kerberi,19.364167,-103.86,8,2002,19.99583,14.225,68.0622,180.11938,29.7,8.8,20.9,21.48333,18.75,21.83333,17.56667,1119,252,3,108.3354,726,14,450,63,1446
163,1895596773,Bursera kerberi,19.858333,-101.508333,12,1986,17.04167,17.43333,64.09314,235.24487,30.3,3.1,27.2,17.88333,17.13333,19.93333,14,753,186,5,110.1865,487,19,170,28,2006
164,1895586700,Bursera kerberi,18.243333,-100.903333,7,1936,27.325,14.78333,68.75969,153.18585,38.3,16.8,21.5,26.71667,27.95,29.58333,25.91667,1043,256,1,119.18972,722,7,204,24,396
165,1895586688,Bursera kerberi,21.011944,-104.053056,10,1977,21.87083,17.90833,64.65102,253.23775,35.5,7.8,27.7,24.08333,21.18333,24.68333,18.51667,862,234,2,120.88596,611,13,422,39,1466
166,1895586678,Bursera kerberi,19.666667,-104.367222,9,1960,19.5875,14.45833,66.62827,202.07025,29.7,8,21.7,21.35,18.15,21.6,16.88333,1150,274,4,110.24206,760,22,705,67,1432
167,1895586670,Bursera kerberi,19.513889,-103.3175,6,1961,22.10833,16.41667,65.40505,212.24806,34.1,9,25.1,23.55,21.06667,24.36667,19.15,943,204,2,108.31683,590,11,401,47,1135
168,1895586661,Bursera kerberi,20.8375,-103.33,7,1965,24.09167,17.9,61.09215,306.44467,38.3,9,29.3,26.46667,23.68333,27.6,20.01667,820,219,2,120.58485,576,11,179,29,939
169,1895586652,Bursera kerberi,20.976667,-103.403333,11,1962,23.25,18.23333,62.44292,297.11493,37.4,8.2,29.2,25.65,22.71667,26.58333,19.3,812,218,2,120.69474,573,12,177,31,1188
170,1895586643,Bursera kerberi,20.192222,-103.32,6,1957,18.85,13.35,60.13514,247.79024,30,7.8,22.2,20.91667,18.28333,21.51667,15.46667,826,207,4,111.95096,540,16,196,37,1642
171,1895586634,Bursera kerberi,19.718889,-104.415278,11,1962,18.93333,14.26667,66.35659,198.5325,29,7.5,21.5,20.71667,17.46667,20.93333,16.31667,1163,276,4,109.02203,762,22,707,68,1540
172,1895586625,Bursera kerberi,18.879722,-100.462778,9,1965,19.11667,13.86667,68.3087,140.49156,30,9.7,20.3,18.9,19.61667,21.11667,17.63333,1172,234,8,101.35535,679,25,291,39,1817
173,1895586614,Bursera kerberi,19.245278,-100.4875,11,1977,22.98333,16.13333,65.31714,186.00261,35.6,10.9,24.7,22.81667,23.4,25.65,20.91667,1073,238,3,111.09212,681,20,249,25,1115
174,1895586601,Bursera kerberi,18.778056,-99.617778,5,1976,20.26667,15.2,67.85714,173.57646,31.7,9.3,22.4,20.93333,18.2,22.55,18.18333,991,206,4,104.59651,589,21,294,30,1624
175,1895586589,Bursera kerberi,20.042222,-104.089444,10,1987,21.21667,17.76667,65.31863,231.48073,34.3,7.1,27.2,23.25,20.2,23.68333,18.05,787,192,5,106.46963,501,19,372,46,1272
176,1895586578,Bursera kerberi,21.162778,-104.368611,6,1978,16.47083,15.525,64.95816,234.19551,28.1,4.2,23.9,18.38333,15.26667,18.88333,13.3,1141,286,4,111.9446,748,22,500,64,1962
177,1895586570,Bursera kerberi,17.98,-100.666111,5,1979,25.85417,13.925,67.92683,159.76485,36.5,16,20.5,25.28333,26.66667,28.16667,24.33333,1255,291,3,116.40389,843,13,258,34,680
178,1895586545,Bursera kerberi,20.978611,-104.095833,7,1975,22.39583,18.125,64.27306,269.09323,36.1,7.9,28.2,24.8,21.6,25.33333,18.78333,876,246,2,123.57294,631,13,435,38,1289
179,1895586532,Bursera kerberi,19.5275,-103.309444,12,1959,21.5125,16.09167,65.41328,208.8075,33.2,8.6,24.6,22.91667,20.53333,23.73333,18.6,986,216,2,108.56062,618,11,422,47,1296
180,1895586520,Bursera kerberi,21.155556,-104.268611,6,1987,23.62917,16.49167,63.67439,253.93681,36.4,10.5,25.9,25.88333,22.73333,26.4,20.2,936,275,2,123.80027,666,15,455,44,1041
181,1895586498,Bursera kerberi,21.132222,-104.585278,6,1978,22.78333,17.06667,63.68159,260.9104,35.7,8.9,26.8,24.85,23.26667,25.43333,19.21667,979,279,2,120.63593,674,13,453,59,884
182,1895586485,Bursera kerberi,19.873611,-104.324722,6,1949,21.50417,16.925,65.85603,227.83026,33.6,7.9,25.7,23.21667,20.23333,23.85,18.38333,898,217,4,110.20813,582,19,395,48,1135
183,1895586476,Bursera kerberi,21.061944,-104.496111,6,1957,22.42917,17.775,64.87226,249.57654,35.6,8.2,27.4,24.81667,23.03333,25.03333,19.03333,994,292,2,123.23636,692,15,478,47,1001
184,1895586459,Bursera kerberi,20.0675,-104.434167,11,1962,18.97917,16.675,64.13461,224.45346,31.5,5.5,26,20.6,17.85,21.35,15.93333,976,228,5,104.51933,607,23,420,60,1497
185,1895586392,Bursera kerberi,19.259167,-100.469722,10,1975,22.19583,16.14167,65.88435,183.14748,34.7,10.2,24.5,22.13333,22.53333,24.78333,20.08333,1033,227,3,109.60503,648,22,245,27,1228
186,1895586378,Bursera kerberi,19.078611,-100.054167,5,1935,15.975,14.23333,70.46205,142.26254,26,5.8,20.2,16.76667,16.01667,17.66667,14.06667,1110,215,9,95.1205,626,39,297,44,2073
187,1895586368,Bursera kerberi,21.043333,-103.351111,11,1962,23.87917,17.64167,61.68415,296.47519,37.6,9,28.6,26.18333,23.38333,27.28333,19.93333,830,223,2,121.3493,589,11,182,32,1047
188,1895586357,Bursera kerberi,21.484444,-104.200278,6,1970,22.6625,18.59167,65.69493,271.16019,36.4,8.1,28.3,25.23333,21.66667,25.68333,19.05,884,240,2,118.79469,604,14,405,49,1393
189,1895586345,Bursera kerberi,19.491667,-103.304722,6,1978,22.04167,16.28333,65.39491,209.26097,33.9,9,24.9,23.45,21.03333,24.26667,19.13333,946,205,2,108.63269,594,11,402,46,1148
190,1895586320,Bursera kerberi,21.0025,-104.12,1,1970,23.01667,17.25,62.9562,277.04883,36.4,9,27.4,25.46667,22.2,26.01667,19.28333,893,258,2,123.61262,641,14,441,40,1110
191,1895586308,Bursera kerberi,19.782222,-104.409722,7,1949,21.4,15.81667,66.73699,212.13203,32.6,8.9,23.7,23.13333,20.1,23.55,18.5,1017,241,3,111.0242,673,19,422,53,1138
192,1895586220,Bursera kerberi,18.873889,-100.411389,6,1983,18.78333,13.43333,69.60276,127.80194,29,9.7,19.3,18.66667,19.2,20.56667,17.38333,1175,233,8,101.14432,677,25,295,38,1824
193,1895586201,Bursera kerberi,20.746944,-103.318889,11,1962,22.45833,17.66667,63.09524,280.20963,36,8,28,24.71667,21.88333,25.5,18.66667,806,218,2,120.60661,566,12,177,29,1253
194,1895586194,Bursera kerberi,21.054722,-104.481667,6,1972,22.64583,18.15833,64.8512,253.54269,36.1,8.1,28,25.06667,23.3,25.31667,19.18333,990,289,2,122.53881,687,15,475,49,1005
195,1895586183,Bursera kerberi,21.149444,-104.566667,8,1990,21.52083,16.85833,63.85733,257.5625,34.3,7.9,26.4,23.6,22,24.16667,18.01667,1070,308,2,122.87564,746,16,502,50,1087
196,1895586171,Bursera kerberi,18.681667,-100.408611,6,1983,23.87917,15.00833,64.13818,189.6463,36.1,12.7,23.4,23.51667,24.56667,26.6,21.91667,1289,284,4,113.98981,832,15,289,22,1025
197,1895586161,Bursera kerberi,20.733333,-103.297778,9,1973,20.96667,16.66667,63.37136,260.37851,33.8,7.5,26.3,23.05,20.4,23.8,17.45,883,242,3,122.56306,628,13,197,29,1493
198,1895442697,Bursera kerberi,20.212097,-104.0801605,1,1994,20.4375,17.14167,64.93056,229.39766,33.1,6.7,26.4,22.43333,19.5,22.83333,17.28333,816,201,5,106.48879,519,20,394,47,1303
199,1895442694,Bursera kerberi,18.2283302,-100.9190604,3,1936,27.09583,14.55833,68.99684,148.05495,37.9,16.8,21.1,26.48333,27.7,29.28333,25.73333,1061,262,1,119.07866,735,7,207,26,421
200,1895442691,Bursera kerberi,18.85,-100.866667,7,1998,25.6625,16.15833,64.89291,195.00726,38.3,13.4,24.9,25.26667,26.33333,28.5,23.65,1047,249,3,118.28414,711,10,214,30,731
201,1895442681,Bursera kerberi,19.0231025,-102.9971487,10,1979,25.42083,14.075,67.66827,153.89575,36,15.2,20.8,26.55,25.13333,27.35,23.4,828,196,2,111.49682,527,12,181,29,562
202,1895442674,Bursera kerberi,19.7628967,-104.3989041,7,1949,22.2875,16.04167,67.11994,215.63991,33.5,9.6,23.9,24.06667,21.01667,24.43333,19.31667,1084,248,3,111.05189,718,20,437,52,949
203,1895442670,Bursera kerberi,19.5229998,-103.3057768,12,1959,21.75417,16.10833,65.48103,208.37531,33.5,8.9,24.6,23.15,20.75,23.96667,18.85,967,211,2,108.75731,606,11,414,46,1208
204,1895442667,Bursera kerberi,20.1906939,-103.2572453,6,1957,19.44167,12.53333,59.68254,242.5699,29.9,8.9,21,21.48333,18.81667,22,16.1,800,202,3,113.75093,531,15,392,35,1565
205,1895442660,Bursera kerberi,18.8907114,-100.3499524,9,1965,17.65833,13.2,70.21277,124.09367,27.4,8.6,18.8,17.75,17.93333,19.31667,16.18333,1215,229,8,95.58382,667,31,312,48,2023
206,1895442658,Bursera kerberi,20.996211,-104.0787067,7,1975,22.3,18.06667,64.52381,261.74243,36,8,28,24.61667,21.53333,25.18333,18.8,865,241,2,123.47899,623,13,429,37,1354
207,1895442655,Bursera kerberi,18.2273833,-100.9198574,3,1936,27.09583,14.55833,68.99684,148.05495,37.9,16.8,21.1,26.48333,27.7,29.28333,25.73333,1061,262,1,119.07866,735,7,207,26,421
208,1895442651,Bursera kerberi,19.69153,-104.4180563,9,1960,21.87083,14.75833,67.69878,193.79533,32,10.2,21.8,23.55,20.51667,23.83333,19.28333,1133,259,3,112.73737,763,19,689,50,983
209,1895442646,Bursera kerberi,18.183336,-100.950008,4,1937,26.27083,14.20833,69.64869,142.34177,36.9,16.5,20.4,25.61667,26.86667,28.4,25.03333,1163,270,2,118.17194,799,10,226,26,700
210,1895442641,Bursera kerberi,19.4418925,-103.3526166,6,1957,21.69167,15.9,65.4321,210.51703,33.2,8.9,24.3,23.21667,20.6,23.9,18.76667,976,214,2,109.73215,624,10,409,48,1221
211,1895442635,Bursera kerberi,18.8687047,-100.2890259,5,1935,21.41667,14.66667,65.47619,170.85789,33.2,10.8,22.4,21.23333,21.98333,23.81667,19.53333,1254,263,6,106.21998,756,20,301,30,1364
212,1895442634,Bursera kerberi,17.981148,-101.227193,7,1985,21.0125,13.75833,73.96954,100.79514,30.3,11.7,18.6,21.26667,20.91667,22.3,19.65,1291,279,4,108.19263,808,14,273,43,1795
213,1895442629,Bursera kerberi,21.2236092,-104.999214,6,1978,22.32083,14.475,68.92857,247.15158,31.2,10.2,21,25.06667,21.25,25.06667,19.31667,1193,306,2,120.68555,862,11,862,58,689
