species,decimalLongitude,decimalLatitude,gbifID,month,year,geometry,elev,bio_03,bio_04,bio_07,bio_08,bio_09,bio_11,bio_14,bio_16,bio_18,cluster
Icterus auratus,-88.03,20.418648,5678058876,5,2024,"c(-88.03, 20.418648)",23,71.18055725097656,181.10768127441406,19.19999885559082,26.75,24.883333206176758,23.233333587646484,40,496,378,2
Icterus auratus,-90.51413,19.753605,5676819867,9,2021,"c(-90.51413, 19.753605)",13,64.71353912353516,207.83651733398438,19.19999885559082,27.816665649414063,26.183334350585938,23.733333587646484,17,634,262,4
Icterus auratus,-90.228714,19.596762,5676536387,1,2017,"c(-90.228714, 19.596762)",29,64.0625,214.2441864013672,20.799999237060547,27.71666717529297,26.149999618530273,23.600000381469727,23,611,294,4
Icterus auratus,-87.435425,21.357,5675064157,10,2017,"c(-87.435425, 21.357)",11,69.72222137451172,197.86166381835938,17.999998092651367,27.016666412353516,23.833332061767578,22.41666603088379,35,489,447,2
Icterus auratus,-87.91041,20.590256,5674260094,1,2014,"c(-87.91041, 20.590256)",25,71.42857360839844,181.60894775390625,18.89999771118164,26.71666717529297,24.78333282470703,23.183334350585938,42,477,371,2
Icterus auratus,-87.63313,19.870532999999998,5674252945,6,2015,"c(-87.63313, 19.870533)",8,70.53377532958984,165.6547088623047,15.299999237060547,27.16666603088379,25.100000381469727,23.75,38,514,401,5
Icterus auratus,-88.81287,20.800646,5670643521,7,2016,"c(-88.81287, 20.800646)",25,69.3452377319336,190.41969299316406,19.600000381469727,27.049999237060547,23.799999237060547,23.066667556762695,24,522,394,2
Icterus auratus,-86.84806,21.233755,5667535802,10,2024,"c(-86.84806, 21.233755)",1,65.331207275390625,200.4478759765625,15.599998474121094,27.433334350585938,24.71666717529297,23.299999237060547,38,491,398,2
Icterus auratus,-87.33918,21.559175,5663389650,1,2009,"c(-87.33918, 21.559175)",1,68.01947784423828,188.1624755859375,15.399999618530273,26.983333587646484,24.100000381469727,22.933334350585938,29,414,368,2
Icterus auratus,-89.93975,20.942171,5660038128,5,2021,"c(-89.93975, 20.942171)",7,68.09268951416016,188.99856567382813,18.700000762939453,27.5,25.83333396911621,23.600000381469727,18,435,323,3
Icterus auratus,-90.63848,19.191269,5653505074,5,2024,"c(-90.63848, 19.191269)",12,64.01909637451172,212.96026611328125,19.19999885559082,27.516666412353516,25.799999237060547,23.316667556762695,19,695,269,4
Icterus auratus,-87.67454,21.1223,5650629567,3,2020,"c(-87.67454, 21.1223)",16,71.07329559326172,188.6570587158203,19.10000228881836,27.116666793823242,24.399999618530273,22.78333282470703,40,479,447,2
Icterus auratus,-89.82286,21.251038,5649727590,4,2024,"c(-89.82286, 21.251038)",2,66.39253997802734,186.08560180664063,15.200000762939453,27.183334350585938,25.233333587646484,23.41666603088379,16,293,211,3
Icterus auratus,-90.22367,19.767757,5643040817,2,2024,"c(-90.22367, 19.767757)",22,64.34959411621094,213.90444946289063,20.5,27.75,26.149999618530273,23.600000381469727,20,602,274,4
Icterus auratus,-87.215996,20.616772,5637882682,1,2005,"c(-87.215996, 20.616772)",24,66.1324691772461,187.92327880859375,15.60000228881836,27.016666412353516,24.633333206176758,23.200000762939453,40,557,421,2
Icterus auratus,-89.953224,20.56184,5636951401,5,2024,"c(-89.953224, 20.56184)",43,68.946929931640625,190.69796752929688,20.100000381469727,27.233333587646484,25.75,23.433334350585938,21,526,277,3
Icterus auratus,-88.47706,18.499718,5636937270,1,2024,"c(-88.47706, 18.499718)",15,69.60784149169922,166.75828552246094,15.299999237060547,27.366666793823242,25.21666717529297,23.450000762939453,23,477,477,5
Icterus auratus,-87.57482,20.345404,5621650099,7,2024,"c(-87.57482, 20.345404)",21,70.57926940917969,175.90191650390625,16.399999618530273,26.733333587646484,24.516666412353516,23.116666793823242,41,499,388,2
Icterus auratus,-88.56188,19.390064,5620133212,1,2024,"c(-88.56188, 19.390064)",26,72.05615997314453,174.0314178466797,18.399999618530273,26.866666793823242,25.21666717529297,23.41666603088379,31,492,374,2
Icterus auratus,-88.32094,21.348877,5614776911,7,2024,"c(-88.32094, 21.348877)",9,71.03387451171875,183.7735595703125,18.69999885559082,27.28333282470703,25.183334350585938,23.233333587646484,32,489,380,2
Icterus auratus,-87.856186,18.271029,5613339370,11,2024,"c(-87.856186, 18.271029)",4,65.24024200439453,152.90309143066406,11.100000381469727,26.78333282470703,25.850000381469727,24.483333587646484,21,624,414,5
Icterus auratus,-88.63452,21.368711,5612811198,1,2019,"c(-88.63452, 21.368711)",5,70.67567443847656,182.7457733154297,18.5,27.16666603088379,25.133333206176758,23.183334350585938,25,444,350,3
Icterus auratus,-90.104706,20.239384,5612214473,6,2020,"c(-90.104706, 20.239384)",10,67.75544738769531,191.98721313476563,19.899999618530273,27.66666603088379,26.21666717529297,23.883333206176758,20,553,275,4
Icterus auratus,-88.844864,20.53945,5608489962,5,2024,"c(-88.844864, 20.53945)",28,69.2152099609375,194.18972778320313,20.599998474121094,27.149999618530273,23.899999618530273,23.133333206176758,29,532,408,2
Icterus auratus,-88.65751,20.594501,5601205835,12,2024,"c(-88.65751, 20.594501)",28,70.08332824707031,188.28170776367188,20,27.21666717529297,23.91666603088379,23.21666717529297,30,547,421,2
Icterus auratus,-87.75977,21.43489,5600979990,12,2021,"c(-87.75977, 21.43489)",7,71.30149841308594,189.2504425048828,17.80000114440918,26.799999237060547,24.399999618530273,22.850000381469727,29,346,311,2
Icterus auratus,-88.00922,20.661266,5597663315,2,2011,"c(-88.00922, 20.661266)",23,71.5025863647461,182.8540496826172,19.299999237060547,27.350000381469727,23.799999237060547,23.299999237060547,37,484,385,2
Icterus auratus,-90.602684,19.793184,5595294203,1,2018,"c(-90.602684, 19.793184)",18,64.91712188720703,201.40228271484375,18.100000381469727,27.78333282470703,26.016666412353516,23.733333587646484,15,612,251,4
Icterus auratus,-89.76224,21.13233,5589326425,6,2019,"c(-89.76224, 21.13233)",6,65.82867431640625,195.53346252441406,17.900001525878906,27.350000381469727,25.516666412353516,23.266666412353516,19,353,268,3
Icterus auratus,-88.43552,20.793173,5588416892,6,2018,"c(-88.43552, 20.793173)",32,70.64102935791016,185.45347595214844,19.5,27.183334350585938,23.816667556762695,23.183332443237305,33,575,455,2
Icterus auratus,-88.07404,21.370165,5584076049,4,2024,"c(-88.07404, 21.370165)",10,71.54255676269531,181.75282287597656,18.799999237060547,27.33333396911621,25.049999237060547,23.25,31,433,343,2
Icterus auratus,-88.59362,19.497179,5578087401,1,2017,"c(-88.59362, 19.497179)",30,71.25221252441406,179.6629638671875,18.89999771118164,26.833332061767578,25.183334350585938,23.33333396911621,32,485,377,2
Icterus auratus,-87.57079,21.164263,5575725728,1,2024,"c(-87.57079, 21.164263)",12,70.22570037841797,191.0655975341797,19.19999885559082,26.566665649414063,24.21666717529297,22.616666793823242,41,498,445,2
Icterus auratus,-89.17713,20.857388,5574058783,8,2024,"c(-89.17713, 20.857388)",17,67.61083221435547,201.1722412109375,20.30000114440918,27.116666793823242,25.299999237060547,22.983333587646484,20,471,361,3
Icterus auratus,-87.30444,20.408972,5572539192,2,2023,"c(-87.30444, 20.408972)",3,67.66666412353516,174.22340393066406,15.000001907348633,27.116666793823242,24.96666717529297,23.600000381469727,36,540,401,5
Icterus auratus,-89.06989,18.11049,5572448510,7,2017,"c(-89.06989, 18.11049)",137,73.41712951660156,167.93475341796875,17.900001525878906,26.16666603088379,24.383333206176758,22.649999618530273,30,568,436,2
Icterus auratus,-87.49018,20.814186,5567311963,3,2024,"c(-87.49018, 20.814186)",22,70.41199493408203,188.45465087890625,17.799999237060547,26.666667938232422,24.350000381469727,22.83333396911621,44,551,458,2
Icterus auratus,-89.62904,21.154066,5566169542,6,2024,"c(-89.62904, 21.154066)",6,65.97222137451172,195.279052734375,18.000001907348633,27.28333282470703,25.483333587646484,23.233333587646484,21,354,269,3
Icterus auratus,-90.454056,20.699154,5564574772,12,2010,"c(-90.454056, 20.699154)",1,71.14582824707031,170.15145874023438,16,27.866666793823242,25.600000381469727,24.03333282470703,8,423,311,3
Icterus auratus,-89.87276,21.038965,5564558643,8,2024,"c(-89.87276, 21.038965)",5,66.71220397949219,193.53717041015625,18.299999237060547,27.399999618530273,25.633333206176758,23.383333206176758,18,387,290,3
Icterus auratus,-87.33611,21.42778,5535173969,3,2016,"c(-87.33611, 21.42778)",1,69.42829132080078,194.38861083984375,17.200000762939453,27.28333282470703,24.08333396911621,22.733333587646484,33,453,413,2
Icterus auratus,-89.89499,20.67082,5533150624,9,2024,"c(-89.89499, 20.67082)",11,68.58333587646484,191.0001220703125,19.999998092651367,27.366666793823242,25.816665649414063,23.516666412353516,22,520,264,3
Icterus auratus,-87.656,20.427307,5529915843,12,2020,"c(-87.656, 20.427307)",25,70.857696533203125,179.4625701904297,17.100000381469727,26.600000381469727,24.399999618530273,22.933334350585938,42,502,402,2
Icterus auratus,-86.84454,20.938356,5528034788,2,2024,"c(-86.84454, 20.938356)",2,64.2384033203125,196.23733520507813,15.10000228881836,27.63333511352539,25.03333282470703,23.649999618530273,40,513,386,5
Icterus auratus,-87.8465,21.1173,5526428046,1,2015,"c(-87.8465, 21.1173)",17,71.68412780761719,183.58126831054688,19.099998474121094,27.149999618530273,23.483333587646484,22.983333587646484,38,460,380,2
Icterus auratus,-88.09009,20.967875,5526064053,3,2024,"c(-88.09009, 20.967875)",22,71.89118957519531,183.12265014648438,19.299999237060547,27.233333587646484,23.71666717529297,23.16666603088379,39,541,444,2
Icterus auratus,-87.023445,20.837942,5524669510,5,2024,"c(-87.023445, 20.837942)",9,64.34598541259766,199.6341552734375,15.80000114440918,27.28333282470703,24.633333206176758,23.200000762939453,42,532,402,2
Icterus auratus,-89.23683,21.054268,5515020440,4,2024,"c(-89.23683, 21.054268)",10,67.26190185546875,201.29507446289063,19.600000381469727,27.183334350585938,25.366666793823242,23.03333282470703,20,427,327,3
Icterus auratus,-90.21835,20.363297,5514175654,2,2007,"c(-90.21835, 20.363297)",6,69.18802642822266,179.4705047607422,19.500001907348633,27.766666412353516,26.450000762939453,24.233333587646484,16,509,249,3
Icterus auratus,-88.478096,18.229753,5509370538,5,2021,"c(-88.478096, 18.229753)",9,68.3226547241211,174.0879669189453,15.599998474121094,27.483333587646484,25.299999237060547,23.483333587646484,27,555,492,5
Icterus auratus,-89.000244,18.338884,5505906815,9,2016,"c(-89.000244, 18.338884)",124,72.77462005615234,167.12986755371094,17.60000228881836,26.41666603088379,24.350000381469727,22.516666412353516,27,503,503,2
Icterus auratus,-88.83592,18.468668,5497978463,3,2024,"c(-88.83592, 18.468668)",101,71.92982482910156,164.36517333984375,17.100000381469727,26.46666717529297,24.399999618530273,22.53333282470703,20,456,456,2
Icterus auratus,-90.09912,20.742002,5497825370,4,2024,"c(-90.09912, 20.742002)",7,70.78853607177734,174.6490020751953,18.599998474121094,27.58333396911621,26.116666793823242,23.983333587646484,14,437,216,3
