species,decimalLongitude,decimalLatitude,gbifID,month,year,geometry,elev,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
Icterus auratus,-88.26631,20.608547,5695719579,6,2024,"c(-88.26631, 20.608547)",26,25.825000762939453,14.083333969116211,70.77052307128906,184.18739318847656,35.5,15.600000381469727,19.899999618530273,27.316665649414063,23.899999618530273,27.78333282470703,23.33333396911621,1169,198,32,64.180419921875,528,108,416,111
Icterus auratus,-88.33453,20.310635,5689860221,10,2024,"c(-88.33453, 20.310635)",32,25.808332443237305,14.100000381469727,70.85426330566406,182.9410400390625,35.400001525878906,15.5,19.900001525878906,27.299999237060547,23.883333206176758,27.71666717529297,23.316665649414063,1188,201,34,61.38699722290039,523,111,400,122
Icterus auratus,-90.25967,20.852379,5687098908,6,2021,"c(-90.25967, 20.852379)",4,26.45833396911621,12.300000190734863,70.28571319580078,178.95953369140625,35,17.5,17.5,27.816665649414063,25.883333206176758,28.233333587646484,23.933334350585938,758,139,10,76.9693832397461,379,40,282,72
Icterus auratus,-86.80038,21.147558,5686467188,3,2024,"c(-86.80038, 21.147558)",1,26.424999237060547,10.383333206176758,66.1358871459961,196.4051971435547,33.79999923706055,18.100000381469727,15.69999885559082,27.883333206176758,25.133333206176758,28.58333396911621,23.83333396911621,1227,195,38,49.41991424560547,499,135,395,186
Icterus auratus,-88.23345,19.001797,5681672450,12,2016,"c(-88.23345, 19.001797)",12,25.945833206176758,11.241666793823242,72.06195831298828,155.74539184570313,33.400001525878906,17.799999237060547,15.60000228881836,27.016666412353516,25.25,27.433332443237305,23.766666412353516,1337,210,37,52.79212188720703,540,120,471,192
Icterus auratus,-88.1691,19.169348,5680993752,12,2024,"c(-88.1691, 19.169348)",12,26.008333206176758,11.283332824707031,73.268402099609375,157.1454620361328,33.5,18.100000381469727,15.399999618530273,27.100000381469727,25.233333587646484,27.549999237060547,23.83333396911621,1330,203,39,52.633392333984375,531,125,468,171
Icterus auratus,-88.03,20.418648,5678058876,5,2024,"c(-88.03, 20.418648)",23,25.700000762939453,13.666666984558105,71.18055725097656,181.10768127441406,34.79999923706055,15.600000381469727,19.19999885559082,26.75,24.883333206176758,27.58333396911621,23.233333587646484,1155,187,40,57.371368408203125,496,128,378,134
Icterus auratus,-90.51413,19.753605,5676819867,9,2021,"c(-90.51413, 19.753605)",13,26.5625,12.424999237060547,64.71353912353516,207.83651733398438,36.29999923706055,17.100000381469727,19.19999885559082,27.816665649414063,26.183334350585938,28.799999237060547,23.733333587646484,1194,236,17,84.53240966796875,634,56,262,84
Icterus auratus,-90.228714,19.596762,5676536387,1,2017,"c(-90.228714, 19.596762)",29,26.487499237060547,13.324999809265137,64.0625,214.2441864013672,37,16.200000762939453,20.799999237060547,27.71666717529297,26.149999618530273,28.850000381469727,23.600000381469727,1223,242,23,78.68914031982422,611,75,294,97
Icterus auratus,-87.435425,21.357,5675064157,10,2017,"c(-87.435425, 21.357)",11,25.09166717529297,12.549999237060547,69.72222137451172,197.86166381835938,33.599998474121094,15.600000381469727,17.999998092651367,27.016666412353516,23.833332061767578,27.083332061767578,22.41666603088379,1181,194,35,53.77302169799805,489,123,447,159
Icterus auratus,-87.91041,20.590256,5674260094,1,2014,"c(-87.91041, 20.590256)",25,25.649999618530273,13.5,71.42857360839844,181.60894775390625,34.599998474121094,15.699999809265137,18.89999771118164,26.71666717529297,24.78333282470703,27.549999237060547,23.183334350585938,1131,174,42,55.79702377319336,477,132,371,136
Icterus auratus,-87.63313,19.870532999999998,5674252945,6,2015,"c(-87.63313, 19.870533)",8,26.012500762939453,10.791666984558105,70.53377532958984,165.6547088623047,33.099998474121094,17.799999237060547,15.299999237060547,27.16666603088379,25.100000381469727,27.683334350585938,23.75,1269,195,38,50.26451873779297,514,134,401,201
Icterus auratus,-88.81287,20.800646,5670643521,7,2016,"c(-88.81287, 20.800646)",25,25.6875,13.591666221618652,69.3452377319336,190.41969299316406,35.5,15.899999618530273,19.600000381469727,27.049999237060547,23.799999237060547,27.649999618530273,23.066667556762695,1117,194,24,66.66209411621094,522,92,394,118
Icterus auratus,-86.84806,21.233755,5667535802,10,2024,"c(-86.84806, 21.233755)",1,25.97083282470703,10.191666603088379,65.331207275390625,200.4478759765625,33.29999923706055,17.700000762939453,15.599998474121094,27.433334350585938,24.71666717529297,28.133333206176758,23.299999237060547,1210,193,38,49.370182037353516,491,136,398,181
Icterus auratus,-87.33918,21.559175,5663389650,1,2009,"c(-87.33918, 21.559175)",1,25.4375,10.475000381469727,68.01947784423828,188.1624755859375,32.79999923706055,17.399999618530273,15.399999618530273,26.983333587646484,24.100000381469727,27.383333206176758,22.933334350585938,1010,172,29,54.634300231933594,414,108,368,132
Icterus auratus,-89.93975,20.942171,5660038128,5,2021,"c(-89.93975, 20.942171)",7,26.225000381469727,12.733333587646484,68.09268951416016,188.99856567382813,35.5,16.799999237060547,18.700000762939453,27.5,25.83333396911621,28.149999618530273,23.600000381469727,898,164,18,72.60662078857422,435,63,323,83
Icterus auratus,-90.63848,19.191269,5653505074,5,2024,"c(-90.63848, 19.191269)",12,26.22083282470703,12.291666030883789,64.01909637451172,212.96026611328125,36.099998474121094,16.899999618530273,19.19999885559082,27.516666412353516,25.799999237060547,28.516666412353516,23.316667556762695,1282,250,19,86.45184326171875,695,62,269,87
Icterus auratus,-87.67454,21.1223,5650629567,3,2020,"c(-87.67454, 21.1223)",16,25.362499237060547,13.574999809265137,71.07329559326172,188.6570587158203,34.400001525878906,15.300000190734863,19.10000228881836,27.116666793823242,24.399999618530273,27.233333587646484,22.78333282470703,1155,179,40,55.56700897216797,479,126,447,139
Icterus auratus,-89.82286,21.251038,5649727590,4,2024,"c(-89.82286, 21.251038)",2,26.037500381469727,10.091667175292969,66.39253997802734,186.08560180664063,33.5,18.299999237060547,15.200000762939453,27.183334350585938,25.233333587646484,27.866666793823242,23.41666603088379,661,125,16,64.64094543457031,293,57,211,88
Icterus auratus,-90.22367,19.767757,5643040817,2,2024,"c(-90.22367, 19.767757)",22,26.487499237060547,13.191666603088379,64.34959411621094,213.90444946289063,36.79999923706055,16.299999237060547,20.5,27.75,26.149999618530273,28.816665649414063,23.600000381469727,1190,239,20,79.42188262939453,602,70,274,93
Icterus auratus,-87.215996,20.616772,5637882682,1,2005,"c(-87.215996, 20.616772)",24,25.71666717529297,10.316666603088379,66.1324691772461,187.92327880859375,32.900001525878906,17.299999237060547,15.60000228881836,27.016666412353516,24.633333206176758,27.71666717529297,23.200000762939453,1322,208,40,52.3032341003418,557,144,421,201
Icterus auratus,-89.953224,20.56184,5636951401,5,2024,"c(-89.953224, 20.56184)",43,26.054166793823242,13.858333587646484,68.946929931640625,190.69796752929688,36.20000076293945,16.100000381469727,20.100000381469727,27.233333587646484,25.75,28.066665649414063,23.433334350585938,1066,182,21,74.65703582763672,526,69,277,86
Icterus auratus,-88.47706,18.499718,5636937270,1,2024,"c(-88.47706, 18.499718)",15,25.808332443237305,10.649999618530273,69.60784149169922,166.75828552246094,32.79999923706055,17.5,15.299999237060547,27.366666793823242,25.21666717529297,27.366666793823242,23.450000762939453,1173,184,23,60.49058151245117,477,87,477,158
Icterus auratus,-87.57482,20.345404,5621650099,7,2024,"c(-87.57482, 20.345404)",21,25.512500762939453,11.574999809265137,70.57926940917969,175.90191650390625,33,16.600000381469727,16.399999618530273,26.733333587646484,24.516666412353516,27.33333396911621,23.116666793823242,1185,185,41,52.972023010253906,499,132,388,168
Icterus auratus,-88.56188,19.390064,5620133212,1,2024,"c(-88.56188, 19.390064)",26,25.837499618530273,13.258333206176758,72.05615997314453,174.0314178466797,34.79999923706055,16.399999618530273,18.399999618530273,26.866666793823242,25.21666717529297,27.549999237060547,23.41666603088379,1142,181,31,58.26739501953125,492,105,374,133
Icterus auratus,-88.32094,21.348877,5614776911,7,2024,"c(-88.32094, 21.348877)",9,25.799999237060547,13.283332824707031,71.03387451171875,183.7735595703125,34.79999923706055,16.100000381469727,18.69999885559082,27.28333282470703,25.183334350585938,27.66666603088379,23.233333587646484,1113,183,32,61.35988998413086,489,102,380,141
Icterus auratus,-87.856186,18.271029,5613339370,11,2024,"c(-87.856186, 18.271029)",4,26.579166412353516,7.2416672706604,65.24024200439453,152.90309143066406,31.899999618530273,20.799999237060547,11.100000381469727,26.78333282470703,25.850000381469727,28.066665649414063,24.483333587646484,1416,239,21,58.65084457397461,624,103,414,239
Icterus auratus,-88.63452,21.368711,5612811198,1,2019,"c(-88.63452, 21.368711)",5,25.737499237060547,13.074999809265137,70.67567443847656,182.7457733154297,34.70000076293945,16.200000762939453,18.5,27.16666603088379,25.133333206176758,27.58333396911621,23.183334350585938,1018,162,25,61.752235412597656,444,90,350,143
Icterus auratus,-90.104706,20.239384,5612214473,6,2020,"c(-90.104706, 20.239384)",10,26.5,13.483333587646484,67.75544738769531,191.98721313476563,36.5,16.600000381469727,19.899999618530273,27.66666603088379,26.21666717529297,28.549999237060547,23.883333206176758,1095,208,20,78.52245330810547,553,64,275,78
Icterus auratus,-89.59819,19.772701,5609239712,11,2024,"c(-89.59819, 19.772701)",123,25.5,13.800000190734863,66.99029541015625,204.27255249023438,35.79999923706055,15.199999809265137,20.599998474121094,26.833332061767578,23.600000381469727,27.600000381469727,22.700000762939453,1078,202,25,69.98301696777344,504,81,281,90
Icterus auratus,-88.844864,20.53945,5608489962,5,2024,"c(-88.844864, 20.53945)",28,25.787500381469727,14.258333206176758,69.2152099609375,194.18972778320313,36.099998474121094,15.5,20.599998474121094,27.149999618530273,23.899999618530273,27.816665649414063,23.133333206176758,1154,201,29,65.34051513671875,532,95,408,113
Icterus auratus,-89.8105,19.87197,5605213928,1,2024,"c(-89.8105, 19.87197)",102,25.75,13.399999618530273,65.36585235595703,208.38121032714844,36,15.5,20.5,27.03333282470703,23.816665649414063,27.96666717529297,22.91666603088379,1084,203,21,75.3565444946289,531,72,275,85
Icterus auratus,-88.65751,20.594501,5601205835,12,2024,"c(-88.65751, 20.594501)",28,25.799999237060547,14.016666412353516,70.08332824707031,188.28170776367188,35.70000076293945,15.699999809265137,20,27.21666717529297,23.91666603088379,27.766666412353516,23.21666717529297,1191,206,30,64.99623107910156,547,101,421,117
Icterus auratus,-87.75977,21.43489,5600979990,12,2021,"c(-87.75977, 21.43489)",7,25.445833206176758,12.691667556762695,71.30149841308594,189.2504425048828,33.900001525878906,16.100000381469727,17.80000114440918,26.799999237060547,24.399999618530273,27.33333396911621,22.850000381469727,874,136,29,50.223670959472656,346,99,311,136
Icterus auratus,-88.00922,20.661266,5597663315,2,2011,"c(-88.00922, 20.661266)",23,25.758333206176758,13.800000190734863,71.5025863647461,182.8540496826172,35,15.699999809265137,19.299999237060547,27.350000381469727,23.799999237060547,27.700000762939453,23.299999237060547,1123,173,37,58.284114837646484,484,124,385,125
Icterus auratus,-90.602684,19.793184,5595294203,1,2018,"c(-90.602684, 19.793184)",18,26.491666793823242,11.75,64.91712188720703,201.40228271484375,35.70000076293945,17.600000381469727,18.100000381469727,27.78333282470703,26.016666412353516,28.600000381469727,23.733333587646484,1142,226,15,86.30317687988281,612,50,251,75
Icterus auratus,-89.76224,21.13233,5589326425,6,2019,"c(-89.76224, 21.13233)",6,25.983333587646484,11.783332824707031,65.82867431640625,195.53346252441406,34.900001525878906,17,17.900001525878906,27.350000381469727,25.516666412353516,27.96666717529297,23.266666412353516,794,142,19,64.588104248046875,353,64,268,100
Icterus auratus,-88.43552,20.793173,5588416892,6,2018,"c(-88.43552, 20.793173)",32,25.72916603088379,13.774999618530273,70.64102935791016,185.45347595214844,35.29999923706055,15.800000190734863,19.5,27.183334350585938,23.816667556762695,27.66666603088379,23.183332443237305,1263,209,33,63.7896842956543,575,115,455,129
Icterus auratus,-88.07404,21.370165,5584076049,4,2024,"c(-88.07404, 21.370165)",10,25.774999618530273,13.449999809265137,71.54255676269531,181.75282287597656,34.79999923706055,16,18.799999237060547,27.33333396911621,25.049999237060547,27.600000381469727,23.25,1031,168,31,57.04417419433594,433,102,343,140
Icterus auratus,-88.59362,19.497179,5578087401,1,2017,"c(-88.59362, 19.497179)",30,25.816665649414063,13.466666221618652,71.25221252441406,179.6629638671875,35.099998474121094,16.200000762939453,18.89999771118164,26.833332061767578,25.183334350585938,27.616666793823242,23.33333396911621,1132,181,32,58.939022064208984,485,104,377,130
Icterus auratus,-87.57079,21.164263,5575725728,1,2024,"c(-87.57079, 21.164263)",12,25.233333587646484,13.483333587646484,70.22570037841797,191.0655975341797,34.29999923706055,15.100000381469727,19.19999885559082,26.566665649414063,24.21666717529297,27.116666793823242,22.616666793823242,1200,189,41,54.366180419921875,498,126,445,153
Icterus auratus,-89.17713,20.857388,5574058783,8,2024,"c(-89.17713, 20.857388)",17,25.754167556762695,13.725000381469727,67.61083221435547,201.1722412109375,35.900001525878906,15.600000381469727,20.30000114440918,27.116666793823242,25.299999237060547,27.83333396911621,22.983333587646484,972,172,20,71.24593353271484,471,75,361,92
Icterus auratus,-87.30444,20.408972,5572539192,2,2023,"c(-87.30444, 20.408972)",3,25.941667556762695,10.15000057220459,67.66666412353516,174.22340393066406,32.900001525878906,17.899999618530273,15.000001907348633,27.116666793823242,24.96666717529297,27.80000114440918,23.600000381469727,1256,211,36,55.94352340698242,540,130,401,176
Icterus auratus,-89.06989,18.11049,5572448510,7,2017,"c(-89.06989, 18.11049)",137,25.004167556762695,13.141666412353516,73.41712951660156,167.93475341796875,33.70000076293945,15.800000190734863,17.900001525878906,26.16666603088379,24.383333206176758,26.549999237060547,22.649999618530273,1328,205,30,58.49610900878906,568,108,436,178
Icterus auratus,-87.49018,20.814186,5567311963,3,2024,"c(-87.49018, 20.814186)",22,25.383333206176758,12.533333778381348,70.41199493408203,188.45465087890625,33.599998474121094,15.800000190734863,17.799999237060547,26.666667938232422,24.350000381469727,27.33333396911621,22.83333396911621,1284,204,44,54.302650451660156,551,143,458,163
Icterus auratus,-89.62904,21.154066,5566169542,6,2024,"c(-89.62904, 21.154066)",6,25.954166412353516,11.875000953674316,65.97222137451172,195.279052734375,34.900001525878906,16.899999618530273,18.000001907348633,27.28333282470703,25.483333587646484,27.950000762939453,23.233333587646484,813,145,21,62.75613021850586,354,69,269,107
Icterus auratus,-90.454056,20.699154,5564574772,12,2010,"c(-90.454056, 20.699154)",1,26.41666603088379,11.383333206176758,71.14582824707031,170.15145874023438,34.29999923706055,18.299999237060547,16,27.866666793823242,25.600000381469727,28.066665649414063,24.03333282470703,812,153,8,84.50557708740234,423,32,311,64
Icterus auratus,-89.87276,21.038965,5564558643,8,2024,"c(-89.87276, 21.038965)",5,26.070833206176758,12.208333969116211,66.71220397949219,193.53717041015625,35.099998474121094,16.799999237060547,18.299999237060547,27.399999618530273,25.633333206176758,28.049999237060547,23.383333206176758,826,150,18,69.29645538330078,387,60,290,89
Icterus auratus,-87.33611,21.42778,5535173969,3,2016,"c(-87.33611, 21.42778)",1,25.362499237060547,11.941666603088379,69.42829132080078,194.38861083984375,33.400001525878906,16.200000762939453,17.200000762939453,27.28333282470703,24.08333396911621,27.333332061767578,22.733333587646484,1118,186,33,53.74186325073242,453,118,413,150
Icterus auratus,-89.89499,20.67082,5533150624,9,2024,"c(-89.89499, 20.67082)",11,26.141666412353516,13.716666221618652,68.58333587646484,191.0001220703125,36.099998474121094,16.100000381469727,19.999998092651367,27.366666793823242,25.816665649414063,28.11666488647461,23.516666412353516,1050,181,22,74.308868408203125,520,69,264,87
Icterus auratus,-87.656,20.427307,5529915843,12,2020,"c(-87.656, 20.427307)",25,25.375,12.116665840148926,70.857696533203125,179.4625701904297,33.20000076293945,16.100000381469727,17.100000381469727,26.600000381469727,24.399999618530273,27.216665267944336,22.933334350585938,1173,188,42,53.911136627197266,502,130,402,155
