species,decimalLongitude,decimalLatitude,gbifID,month,year,geometry,elev,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
Icterus auratus,-86.84454,20.938356,5528034788,2,2024,"c(-86.84454, 20.938356)",2,26.25,9.700000762939453,64.2384033203125,196.23733520507813,33.400001525878906,18.299999237060547,15.10000228881836,27.63333511352539,25.03333282470703,28.399999618530273,23.649999618530273,1251,196,40,49.41634750366211,513,140,386,192
Icterus auratus,-87.8465,21.1173,5526428046,1,2015,"c(-87.8465, 21.1173)",17,25.495832443237305,13.691666603088379,71.68412780761719,183.58126831054688,34.599998474121094,15.5,19.099998474121094,27.149999618530273,23.483333587646484,27.33333396911621,22.983333587646484,1087,161,38,56.23695373535156,460,119,380,128
Icterus auratus,-88.09009,20.967875,5526064053,3,2024,"c(-88.09009, 20.967875)",22,25.65416717529297,13.875,71.89118957519531,183.12265014648438,35,15.699999809265137,19.299999237060547,27.233333587646484,23.71666717529297,27.549999237060547,23.16666603088379,1244,193,39,58.69997024536133,541,124,444,139
Icterus auratus,-87.023445,20.837942,5524669510,5,2024,"c(-87.023445, 20.837942)",9,25.858333587646484,10.166666030883789,64.34598541259766,199.6341552734375,33.20000076293945,17.399999618530273,15.80000114440918,27.28333282470703,24.633333206176758,28.016666412353516,23.200000762939453,1309,200,42,48.36137771606445,532,146,402,215
Icterus auratus,-89.23683,21.054268,5515020440,4,2024,"c(-89.23683, 21.054268)",10,25.816667556762695,13.183333396911621,67.26190185546875,201.29507446289063,35.5,15.899999618530273,19.600000381469727,27.183334350585938,25.366666793823242,27.883333206176758,23.03333282470703,910,162,20,68.00544738769531,427,74,327,103
Icterus auratus,-90.21835,20.363297,5514175654,2,2007,"c(-90.21835, 20.363297)",6,26.6875,13.491666793823242,69.18802642822266,179.4705047607422,36.400001525878906,16.899999618530273,19.500001907348633,27.766666412353516,26.450000762939453,28.600000381469727,24.233333587646484,1003,186,16,79.32556915283203,509,54,249,74
Icterus auratus,-88.478096,18.229753,5509370538,5,2021,"c(-88.478096, 18.229753)",9,25.945833206176758,10.658332824707031,68.3226547241211,174.0879669189453,33.099998474121094,17.5,15.599998474121094,27.483333587646484,25.299999237060547,27.566665649414063,23.483333587646484,1366,223,27,61.91044998168945,555,96,492,182
Icterus auratus,-89.000244,18.338884,5505906815,9,2016,"c(-89.000244, 18.338884)",124,24.887500762939453,12.808334350585938,72.77462005615234,167.12986755371094,33.400001525878906,15.800000190734863,17.60000228881836,26.41666603088379,24.350000381469727,26.41666603088379,22.516666412353516,1207,193,27,58.727439880371094,503,97,503,155
Icterus auratus,-89.565025,20.049356,5500241659,1,2008,"c(-89.565025, 20.049356)",120,25.362499237060547,14.241665840148926,67.17767333984375,204.47409057617188,36,14.800000190734863,21.200000762939453,26.683332443237305,23.46666717529297,27.483333587646484,22.58333396911621,1080,199,22,70.25939178466797,511,82,284,90
Icterus auratus,-88.83592,18.468668,5497978463,3,2024,"c(-88.83592, 18.468668)",101,24.875,12.300000190734863,71.92982482910156,164.36517333984375,33,15.899999618530273,17.100000381469727,26.46666717529297,24.399999618530273,26.46666717529297,22.53333282470703,1107,179,20,61.91895294189453,456,78,456,124
Icterus auratus,-90.09912,20.742002,5497825370,4,2024,"c(-90.09912, 20.742002)",7,26.424999237060547,13.166666984558105,70.78853607177734,174.6490020751953,35.599998474121094,17,18.599998474121094,27.58333396911621,26.116666793823242,28.183334350585938,23.983333587646484,880,155,14,75.8940658569336,437,50,216,77
Icterus auratus,-90.03736,20.324217,5479517174,12,2021,"c(-90.03736, 20.324217)",28,26.329166412353516,13.774999618530273,67.857147216796875,193.98287963867188,36.599998474121094,16.299999237060547,20.299999237060547,27.5,26.049999237060547,28.399999618530273,23.683334350585938,1078,198,20,76.90367889404297,538,67,276,81
Icterus auratus,-87.60888,21.3616,5477822969,11,2018,"c(-87.60888, 21.3616)",13,25.14583396911621,12.658332824707031,70.716949462890625,190.86473083496094,33.599998474121094,15.699999809265137,17.89999771118164,26.549999237060547,24.05000114440918,27.03333282470703,22.53333282470703,1018,161,33,51.46833419799805,406,113,373,146
Icterus auratus,-89.46098,20.875195,5477160691,2,2022,"c(-89.46098, 20.875195)",17,25.791667938232422,13.416667938232422,66.41914367675781,203.46807861328125,35.900001525878906,15.699999809265137,20.200000762939453,27.100000381469727,25.416667938232422,27.900001525878906,23,989,170,23,70.767974853515625,481,74,240,97
Icterus auratus,-86.81187,21.025438,5471139558,3,2020,"c(-86.81187, 21.025438)",5,26.233333587646484,9.516667366027832,63.44444274902344,198.22317504882813,33.400001525878906,18.399999618530273,15.000001907348633,27.683334350585938,24.950000762939453,28.433334350585938,23.633333206176758,1240,196,39,49.61408996582031,508,138,391,187
Icterus auratus,-89.735,20.989021,5469847883,4,2024,"c(-89.735, 20.989021)",10,25.97083282470703,12.475000381469727,66.35638427734375,195.0228271484375,35.400001525878906,16.600000381469727,18.80000114440918,27.233333587646484,25.58333396911621,27.983333587646484,23.28333282470703,934,165,21,70.740509033203125,452,66,219,94
Icterus auratus,-87.663605,20.594664,5464800708,1,2024,"c(-87.663605, 20.594664)",20,25.399999618530273,12.516667366027832,71.52381134033203,182.1837615966797,33.5,16,17.5,26.616666793823242,24.399999618530273,27.30000114440918,22.933332443237305,1169,187,44,54.58484649658203,501,135,421,142
Icterus auratus,-89.97602,21.10288,5461654221,5,2024,"c(-89.97602, 21.10288)",4,26.16666603088379,11.516666412353516,67.34893035888672,189.98007202148438,34.599998474121094,17.5,17.099998474121094,27.616666793823242,25.566665649414063,28.066665649414063,23.5,689,129,14,69.55619049072266,317,49,238,77
Icterus auratus,-87.88788,18.771114,5459587072,1,2015,"c(-87.88788, 18.771114)",1,26.487499237060547,9.074999809265137,69.80769348144531,151.61441040039063,32.70000076293945,19.700000762939453,13,26.816665649414063,25.66666603088379,27.983333587646484,24.383333206176758,1386,216,32,52.114322662353516,555,119,436,233
Icterus auratus,-89.30528,18.454165,5454407592,3,2024,"c(-89.30528, 18.454165)",217,24.858333587646484,13.249999046325684,71.23656463623047,182.28140258789063,34.099998474121094,15.5,18.599998474121094,25.833332061767578,24.450000762939453,26.633333206176758,22.316667556762695,1091,188,23,59.91041564941406,471,82,362,139
Icterus auratus,-90.194496,20.782654,5442323857,12,2024,"c(-90.194496, 20.782654)",5,26.566665649414063,12.933333396911621,70.67395782470703,172.18295288085938,35.599998474121094,17.299999237060547,18.299999237060547,27.733333587646484,26.19999885559082,28.316665649414063,24.16666603088379,804,143,12,76.49629211425781,400,44,306,74
Icterus auratus,-87.63576,20.875832,5434824716,3,2011,"c(-87.63576, 20.875832)",22,25.445833206176758,13.324999809265137,71.63978576660156,186.61404418945313,34.099998474121094,15.5,18.599998474121094,26.700000762939453,24.46666717529297,27.366666793823242,22.91666603088379,1200,188,43,54.61151123046875,504,138,456,143
Icterus auratus,-89.397766,21.080505,5433874564,2,2024,"c(-89.397766, 21.080505)",10,25.850000381469727,12.816666603088379,67.10297393798828,200.24981689453125,35.29999923706055,16.200000762939453,19.099998474121094,27.21666717529297,25.383333206176758,27.899999618530273,23.08333396911621,886,157,21,66.03266906738281,407,74,312,105
Icterus auratus,-89.71183,20.594984,5430152920,5,2024,"c(-89.71183, 20.594984)",14,25.83333396911621,14.15000057220459,67.38094329833984,205.88319396972656,36.400001525878906,15.399999618530273,21.000001907348633,27.133333206176758,25.483333587646484,28,23.016666412353516,1101,193,24,73.45234680175781,547,83,270,92
Icterus auratus,-87.87923,21.402071,5418632742,3,2019,"c(-87.87923, 21.402071)",9,25.53333282470703,13.116666793823242,70.51970672607422,187.2205352783203,34.400001525878906,15.800000190734863,18.60000228881836,26.71666717529297,24.69999885559082,27.400001525878906,22.96666717529297,908,138,31,50.53044128417969,357,102,293,140
Icterus auratus,-87.26365,21.012583,5417116023,6,2024,"c(-87.26365, 21.012583)",15,25.412500381469727,12.008333206176758,69.01341247558594,198.80462646484375,33.29999923706055,15.899999618530273,17.399999618530273,26.850000381469727,24.21666717529297,27.483333587646484,22.733333587646484,1269,205,43,53.20064163208008,536,141,437,171
Icterus auratus,-87.47575,21.102451,5416574736,3,2017,"c(-87.47575, 21.102451)",13,25.204166412353516,13.308333396911621,70.04386901855469,194.0765838623047,34.099998474121094,15.100000381469727,18.999998092651367,26.58333396911621,24.100000381469727,27.133333206176758,22.549999237060547,1279,203,43,54.85546875,544,132,455,166
Icterus auratus,-88.234215,21.413143,5411232215,1,2016,"c(-88.234215, 21.413143)",7,25.799999237060547,13.016666412353516,71.12932586669922,180.94447326660156,34.599998474121094,16.299999237060547,18.299999237060547,27.316665649414063,25.16666603088379,27.616666793823242,23.28333282470703,1044,175,27,59.146507263183594,446,96,343,146
Icterus auratus,-88.16381,21.328188,5406571967,2,2024,"c(-88.16381, 21.328188)",11,25.804166793823242,13.691667556762695,71.3107681274414,183.5688934326172,35.099998474121094,15.899999618530273,19.19999885559082,27.33333396911621,25.133333206176758,27.683334350585938,23.266666412353516,1133,188,34,59.86815643310547,494,108,385,145
Icterus auratus,-89.03126,21.28115,5398226746,5,2024,"c(-89.03126, 21.28115)",4,25.737499237060547,13.158332824707031,69.25438690185547,188.56063842773438,35,16,19,27.100000381469727,25.233333587646484,27.616666793823242,23.100000381469727,844,149,19,64.2621078491211,375,75,295,113
Icterus auratus,-90.41323,20.088066,5396959089,6,1999,"c(-90.41323, 20.088066)",6,26.579166412353516,12.308333396911621,66.53153228759766,196.47413635253906,35.79999923706055,17.299999237060547,18.5,27.933334350585938,26.016666412353516,28.600000381469727,23.850000381469727,1079,214,16,83.34856414794922,565,53,398,71
Icterus auratus,-87.64328,21.456984,5395797675,2,2016,"c(-87.64328, 21.456984)",8,25.35416603088379,12.158332824707031,70.279388427734375,188.79351806640625,33.599998474121094,16.299999237060547,17.299999237060547,26.766666412353516,24.21666717529297,27.25,22.78333282470703,891,144,29,52.07947540283203,360,101,318,130
Icterus auratus,-88.06101,21.120794,5381329269,4,2013,"c(-88.06101, 21.120794)",23,25.641666412353516,13.916666984558105,71.367523193359375,187.10516357421875,35,15.5,19.5,27.266666412353516,23.649999618530273,27.549999237060547,23.083332061767578,1185,182,38,58.877899169921875,517,122,428,135
Icterus auratus,-89.300285,20.947367,5367324039,12,2024,"c(-89.300285, 20.947367)",16,25.712499618530273,13.241665840148926,66.877105712890625,203.39308166503906,35.599998474121094,15.800000190734863,19.799999237060547,27.049999237060547,25.299999237060547,27.799999237060547,22.91666603088379,942,166,20,70.27772521972656,453,73,234,94
Icterus auratus,-88.16082,21.097563,5363273725,2,2024,"c(-88.16082, 21.097563)",23,25.637500762939453,13.841666221618652,71.34880065917969,185.35133361816406,35,15.600000381469727,19.399999618530273,27.21666717529297,23.683332443237305,27.53333282470703,23.100000381469727,1303,205,39,59.67182922363281,574,130,471,150
Icterus auratus,-88.56082,18.933493,5360366826,2,2024,"c(-88.56082, 18.933493)",32,25.549999237060547,12.016666412353516,73.2723617553711,159.44508361816406,33.29999923706055,16.899999618530273,16.399999618530273,26.616666793823242,24.983333587646484,27.066667556762695,23.299999237060547,1033,153,20,55.372318267822266,424,85,393,135
Icterus auratus,-90.868095,18.615746,5356604501,1,2024,"c(-90.868095, 18.615746)",53,26.441665649414063,12.883333206176758,64.74037170410156,210.75442504882813,36.79999923706055,16.899999618530273,19.899999618530273,27.616666793823242,26.16666603088379,28.78333282470703,23.600000381469727,1419,257,22,78.67023468017578,714,75,308,109
Icterus auratus,-87.74599,20.800493,5339307284,6,2021,"c(-87.74599, 20.800493)",22,25.575000762939453,13.449999809265137,72.31182861328125,181.6777801513672,34.29999923706055,15.699999809265137,18.599998474121094,27.266666412353516,23.58333396911621,27.46666717529297,23.133333206176758,1130,172,43,53.50458908081055,464,136,438,137
Icterus auratus,-88.468765,21.173319,5334745355,6,2024,"c(-88.468765, 21.173319)",12,25.837499618530273,13.72499942779541,71.1139907836914,176.04396057128906,35.29999923706055,16,19.299999237060547,27.149999618530273,25.33333396911621,27.649999618530273,23.399999618530273,1289,199,36,61.23784255981445,572,122,458,158
Icterus auratus,-89.48223,19.976543,5321575179,1,2024,"c(-89.48223, 19.976543)",158,25.15833282470703,14.266667366027832,67.93650817871094,200.9730224609375,35.70000076293945,14.699999809265137,21,26.5,23.266666412353516,27.200000762939453,22.399999618530273,1079,198,23,69.21634674072266,504,84,388,87
Icterus auratus,-87.49723,20.290648,5313092884,2,2024,"c(-87.49723, 20.290648)",19,25.641666412353516,11.049999237060547,70.382171630859375,169.44876098632813,32.79999923706055,17.100000381469727,15.69999885559082,26.799999237060547,24.733333587646484,27.383333206176758,23.316665649414063,1213,194,39,50.963531494140625,496,133,377,200
Icterus auratus,-90.39653,19.407722,5303566586,4,2024,"c(-90.39653, 19.407722)",16,26.375,12.75,63.75000762939453,215.34854125976563,36.599998474121094,16.600000381469727,19.999998092651367,27.633333206176758,25.96666717529297,28.733333587646484,23.450000762939453,1282,255,19,84.31287384033203,678,66,287,91
Icterus auratus,-87.15717,20.964302,5300451572,7,2024,"c(-87.15717, 20.964302)",9,25.5625,11.258333206176758,67.013885498046875,200.1150360107422,33.20000076293945,16.399999618530273,16.80000114440918,26.983333587646484,24.366666793823242,27.700000762939453,22.883333206176758,1263,201,42,51.60519790649414,527,142,421,180
Icterus auratus,-87.45529,20.184584,5296724089,3,2000,"c(-87.45529, 20.184584)",12,25.920833587646484,10.541666030883789,70.74944305419922,159.76483154296875,32.79999923706055,17.899999618530273,14.899999618530273,27,25.08333396911621,27.566665649414063,23.733333587646484,1186,203,35,55.570430755615234,500,123,372,173
Icterus auratus,-88.407278,20.606778,5281908379,2,2023,"c(-88.407278, 20.606778)",32,25.77916717529297,14.058333396911621,70.6448974609375,186.28494262695313,35.5,15.600000381469727,19.899999618530273,27.25,23.850000381469727,27.733333587646484,23.233333587646484,1198,206,32,65.42288970947266,549,104,428,109
Icterus auratus,-89.460692,20.629689,5230023270,10,2022,"c(-89.460692, 20.629689)",15,25.85416603088379,14.22499942779541,66.7840347290039,207.27078247070313,36.70000076293945,15.399999618530273,21.30000114440918,27.100000381469727,23.933334350585938,28.066665649414063,23.016666412353516,1070,186,25,71.150909423828125,523,86,265,95
Icterus auratus,-89.25293,18.16249,5219274351,4,2022,"c(-89.25293, 18.16249)",232,24.920833587646484,13.77500057220459,72.50000762939453,181.57717895507813,34.29999923706055,15.300000190734863,19,26,24.366666793823242,26.700000762939453,22.399999618530273,1278,211,30,60.27095031738281,566,102,413,165
Icterus auratus,-87.165253,20.703119,5216188646,5,2025,"c(-87.165253, 20.703119)",16,25.737499237060547,10.391666412353516,66.18895721435547,193.0040740966797,33,17.299999237060547,15.700000762939453,27.08333396911621,24.600000381469727,27.816667556762695,23.149999618530273,1328,205,41,51.20283126831055,555,147,421,204
Icterus auratus,-87.681976,21.001025,5168006926,4,2025,"c(-87.681976, 21.001025)",20,25.362499237060547,13.391666412353516,71.99821472167969,183.30455017089844,34.099998474121094,15.5,18.599998474121094,27.100000381469727,23.299999237060547,27.21666717529297,22.866666793823242,1184,185,40,57.057395935058594,502,127,467,132
Icterus auratus,-88.13745,20.400127,5141118767,4,2025,"c(-88.13745, 20.400127)",32,25.71666717529297,13.716667175292969,71.44097137451172,179.19432067871094,34.900001525878906,15.699999809265137,19.200000762939453,26.733333587646484,23.78333282470703,27.600000381469727,23.28333282470703,1160,192,37,59.957977294921875,504,120,388,125
Icterus auratus,-88.152757,20.490875,5133108638,4,2025,"c(-88.152757, 20.490875)",31,25.737499237060547,13.841667175292969,71.34880065917969,182.0230255126953,35,15.600000381469727,19.399999618530273,27.28333282470703,23.799999237060547,27.649999618530273,23.266666412353516,1158,191,37,60.75255584716797,506,117,395,120
Icterus auratus,-88.960175,20.861153,5108529583,3,2025,"c(-88.960175, 20.861153)",17,25.762500762939453,13.741666793823242,68.36650085449219,196.8978271484375,35.900001525878906,15.800000190734863,20.10000228881836,27.08333396911621,25.350000381469727,27.80000114440918,23.066667556762695,1026,183,21,69.47530364990234,490,81,365,105
Icterus auratus,-90.089572,20.608227,5063759318,1,2025,"c(-90.089572, 20.608227)",9,26.495834350585938,13.608333587646484,70.8767318725586,175.4663848876953,36,16.799999237060547,19.200000762939453,27.616666793823242,26.200000762939453,28.299999237060547,24.066665649414063,945,162,15,76.2806167602539,468,52,243,76
Icterus auratus,-89.825526,18.52462,5063355632,1,2025,"c(-89.825526, 18.52462)",183,25.633333206176758,13.383333206176758,68.28231048583984,202.34234619140625,35.5,15.899999618530273,19.600000381469727,26.46666717529297,25.28333282470703,27.700000762939453,22.883333206176758,1044,209,24,66.547210693359375,479,78,249,113
Icterus auratus,-87.756607,19.90847,4956788292,8,2024,"c(-87.756607, 19.90847)",3,25.991666793823242,11.5,70.552154541015625,169.6498260498047,33.5,17.200000762939453,16.299999237060547,27.149999618530273,25.066665649414063,27.733333587646484,23.683334350585938,1237,196,39,51.41268539428711,510,133,408,184
Icterus auratus,-87.651229,20.074931,4953180600,9,2024,"c(-87.651229, 20.074931)",16,25.808332443237305,11.199999809265137,70.886077880859375,168.5072479248047,33.099998474121094,17.299999237060547,15.799999237060547,26.96666717529297,24.883333206176758,27.53333282470703,23.516666412353516,1200,189,38,53.253238677978516,502,129,393,169
Icterus auratus,-87.728441,21.229413,4851730105,4,2023,"c(-87.728441, 21.229413)",14,25.39583396911621,13.574999809265137,71.07329559326172,187.45249938964844,34.5,15.399999618530273,19.100000381469727,27.11666488647461,24.450000762939453,27.25,22.83333396911621,1056,161,36,53.8346061706543,430,119,353,135
Icterus auratus,-88.75811,19.276339,4842132680,10,2023,"c(-88.75811, 19.276339)",74,25.575000762939453,13.25,72.40437316894531,170.5539093017578,34.599998474121094,16.299999237060547,18.299999237060547,27.016666412353516,25.05000114440918,27.233333587646484,23.183332443237305,1013,162,24,58.42463684082031,429,88,345,121
Icterus auratus,-87.85459,18.89773,4842027220,12,2023,"c(-87.85459, 18.89773)",4,26.316667556762695,9.666666984558105,70.55961608886719,154.43934631347656,32.79999923706055,19.100000381469727,13.69999885559082,26.600000381469727,25.516666412353516,27.850000381469727,24.183334350585938,1407,214,35,50.70679473876953,558,126,438,239
Icterus auratus,-87.12139,20.591425,4839200870,12,2023,"c(-87.12139, 20.591425)",12,26.079166412353516,9.625,64.597320556640625,187.0884246826172,33,18.100000381469727,14.899999618530273,27.333332061767578,25.03333282470703,28.100000381469727,23.58333396911621,1331,219,35,55.450035095214844,573,135,422,188
Icterus auratus,-89.07507,20.043913,4833765627,12,2022,"c(-89.07507, 20.043913)",72,25.600000381469727,14.799999237060547,69.15888214111328,198.41416931152344,36.29999923706055,14.899999618530273,21.399999618530273,27,23.649999618530273,27.633333206176758,22.866666793823242,1170,204,26,63.61418914794922,523,99,412,107
Icterus auratus,-89.84696,18.300892,4833259444,3,2023,"c(-89.84696, 18.300892)",206,25.60416603088379,13.558332443237305,68.13233184814453,204.9773712158203,35.599998474121094,15.699999809265137,19.89999771118164,26.5,25.16666603088379,27.69999885559082,22.799999237060547,1131,223,27,65.98949432373047,523,84,358,124
Icterus auratus,-88.25146,21.508018,4826906403,12,2023,"c(-88.25146, 21.508018)",4,25.820833206176758,12.27500057220459,71.36627960205078,177.4242401123047,34,16.799999237060547,17.200000762939453,26.933334350585938,25.100000381469727,27.549999237060547,23.33333396911621,897,150,21,57.20391082763672,377,84,286,136
Icterus auratus,-89.94996,21.199238,4823846782,12,2023,"c(-89.94996, 21.199238)",1,26.079166412353516,10.358332633972168,66.82795715332031,187.07630920410156,33.70000076293945,18.200000762939453,15.5,27.21666717529297,25.28333282470703,27.916667938232422,23.433332443237305,637,120,14,66.74327087402344,285,50,211,81
Icterus auratus,-88.284325,21.244473,4820399050,1,2023,"c(-88.284325, 21.244473)",13,25.72916603088379,13.574999809265137,70.703125,186.44346618652344,35.099998474121094,15.899999618530273,19.19999885559082,27.233333587646484,25.08333396911621,27.649999618530273,23.149999618530273,1216,197,35,61.44613265991211,542,115,429,146
Icterus auratus,-90.07643,18.175377,4814672558,5,2023,"c(-90.07643, 18.175377)",184,25.808332443237305,13.316666603088379,66.91791534423828,209.22837829589844,35.900001525878906,16,19.900001525878906,26.69999885559082,25.349998474121094,27.96666717529297,22.950000762939453,1223,240,31,65.04048156738281,564,93,298,140
Icterus auratus,-90.27197,18.634598,4812125238,7,2023,"c(-90.27197, 18.634598)",64,26.366666793823242,13.183333396911621,65.5887222290039,211.99627685546875,36.70000076293945,16.600000381469727,20.100000381469727,27.133333206176758,24.33333396911621,28.649999618530273,23.483333587646484,1205,247,21,75.090911865234375,598,81,274,102
Icterus auratus,-87.79175,18.625425,4804844226,1,2023,"c(-87.79175, 18.625425)",7,26.491666793823242,8.449999809265137,68.14515686035156,153.6944122314453,32.400001525878906,20,12.400001525878906,26.71666717529297,25.78333282470703,28,24.366666793823242,1401,220,29,53.11405944824219,577,118,423,247
Icterus auratus,-89.86775,20.758156,4798904076,3,2023,"c(-89.86775, 20.758156)",12,26.079166412353516,13.441666603088379,68.579925537109375,191.07899475097656,35.900001525878906,16.299999237060547,19.60000228881836,27.316667556762695,25.75,28.05000114440918,23.450000762939453,1028,179,22,73.76634979248047,509,69,251,89
Icterus auratus,-88.23001,18.593857,4790508892,9,2023,"c(-88.23001, 18.593857)",6,26.254167556762695,9.091667175292969,67.84825134277344,162.22122192382813,32.400001525878906,19,13.400001525878906,27.350000381469727,25.58333396911621,27.83333396911621,23.983333587646484,1219,191,25,56.01049041748047,484,103,457,183
Icterus auratus,-90.39876,20.848684,4784758668,7,2023,"c(-90.39876, 20.848684)",1,26.52916717529297,11.141666412353516,70.51688385009766,173.32913208007813,34.29999923706055,18.5,15.799999237060547,27.96666717529297,25.766666412353516,28.200000762939453,24.066667556762695,743,140,8,79.84918975830078,381,37,273,71
Icterus auratus,-90.01437,20.438253,4773823693,6,2023,"c(-90.01437, 20.438253)",25,26.133333206176758,13.75,68.75000762939453,193.28887939453125,36.099998474121094,16.100000381469727,19.999998092651367,27.36666488647461,25.816665649414063,28.133333206176758,23.46666717529297,1053,187,20,76.40570068359375,524,66,273,79
Icterus auratus,-88.16584,18.925327,4772039117,9,2004,"c(-88.16584, 18.925327)",5,26.070833206176758,10.575000762939453,72.43150329589844,152.54592895507813,33,18.399999618530273,14.600000381469727,27.183334350585938,25.316667556762695,27.549999237060547,23.933334350585938,1318,206,38,51.44200134277344,519,119,451,198
Icterus auratus,-89.11738,21.356756,4770714147,1,2023,"c(-89.11738, 21.356756)",0,25.808332443237305,11.783332824707031,70.1388931274414,182.51815795898438,34,17.200000762939453,16.799999237060547,27.33333396911621,25.049999237060547,27.583332061767578,23.233333587646484,759,138,16,64.607635498046875,333,69,262,103
Icterus auratus,-87.58147,19.081087,4744761193,12,2023,"c(-87.58147, 19.081087)",10,26.4375,8.774999618530273,69.642852783203125,151.5844268798828,32.5,19.899999618530273,12.600000381469727,26.700000762939453,25.600000381469727,27.983333587646484,24.366666793823242,1387,214,34,52.964656829833984,572,126,424,213
Icterus auratus,-88.9178,19.85503,4729214097,4,2023,"c(-88.9178, 19.85503)",43,25.84583282470703,15.041666984558105,69.31644439697266,199.53875732421875,36.599998474121094,14.899999618530273,21.69999885559082,27.28333282470703,23.899999618530273,27.883333206176758,23.100000381469727,1184,206,29,63.168460845947266,523,99,419,111
Icterus auratus,-89.88198,20.485258,4725472292,10,2023,"c(-89.88198, 20.485258)",34,25.933332443237305,13.949999809265137,67.71845245361328,200.28768920898438,36.29999923706055,15.699999809265137,20.599998474121094,27.183334350585938,24.016666412353516,28.03333282470703,23.183332443237305,1095,192,23,74.41102600097656,540,75,282,85
Icterus auratus,-87.55261,20.165983,4724231708,3,2023,"c(-87.55261, 20.165983)",2,25.84583282470703,10.975000381469727,70.80644989013672,164.18478393554688,32.900001525878906,17.399999618530273,15.500001907348633,26.96666717529297,24.96666717529297,27.533334732055664,23.600000381469727,1211,191,38,50.966224670410156,494,130,378,197
Icterus auratus,-89.78842,20.31071,4715961596,10,2022,"c(-89.78842, 20.31071)",65,25.5625,14.024999618530273,66.78572082519531,206.1015167236328,36.099998474121094,15.100000381469727,20.999998092651367,26.866666793823242,23.600000381469727,27.71666717529297,22.733333587646484,1099,202,22,73.34252166748047,536,79,285,85
Icterus auratus,-87.951164,20.799763,4713067283,3,2023,"c(-87.951164, 20.799763)",21,25.774999618530273,13.933333396911621,72.56944274902344,179.5511932373047,35,15.800000190734863,19.200000762939453,27.366666793823242,23.866666793823242,27.66666603088379,23.366666793823242,1100,164,38,54.898902893066406,462,125,378,130
Icterus auratus,-89.74153,20.789938,4712929427,4,2023,"c(-89.74153, 20.789938)",14,25.954166412353516,13.475000381469727,67.375,198.1213836669922,36,16,20,27.21666717529297,25.600000381469727,28.016666412353516,23.233333587646484,1044,181,23,73.392486572265625,519,72,250,93
Icterus auratus,-89.58871,20.488605,4704758931,3,2023,"c(-89.58871, 20.488605)",22,25.66666603088379,14.499999046325684,66.82027435302734,211.68516540527344,36.599998474121094,14.899999618530273,21.69999885559082,26.983333587646484,23.683332443237305,27.899999618530273,22.766666412353516,1104,198,24,71.57682037353516,538,87,277,90
Icterus auratus,-86.72704,21.21969,4701197887,7,2023,"c(-86.72704, 21.21969)",5,26.054166793823242,8.908332824707031,63.1796760559082,187.3676300048828,32.79999923706055,18.700000762939453,14.099998474121094,27.516666412353516,24.71666717529297,28.116666793823242,23.600000381469727,1224,194,37,48.94100570678711,495,135,398,189
Icterus auratus,-89.32111,20.74336,4698944239,2,2023,"c(-89.32111, 20.74336)",18,25.766666412353516,13.800000190734863,67.31707763671875,202.83592224121094,36.099998474121094,15.600000381469727,20.499998092651367,27.083332061767578,23.83333396911621,27.866666793823242,22.983333587646484,990,170,21,72.15235900878906,485,74,379,87
Icterus auratus,-89.64805,20.310667,4692923162,2,2023,"c(-89.64805, 20.310667)",60,25.412500381469727,14.591667175292969,66.62861633300781,213.223388671875,36.400001525878906,14.5,21.900001525878906,26.75,23.399999618530273,27.650001525878906,22.483333587646484,1081,204,23,71.91838836669922,520,84,283,84
Icterus auratus,-88.40558,18.657244,4671268020,7,2023,"c(-88.40558, 18.657244)",3,25.829166412353516,10.241666793823242,70.14839935302734,162.85044860839844,32.5,17.899999618530273,14.600000381469727,27.383333206176758,25.183332443237305,27.399999618530273,23.53333282470703,1082,159,26,53.051971435546875,426,104,422,169
Icterus auratus,-90.319786,19.026741,4666624624,2,2023,"c(-90.319786, 19.026741)",48,26.174999237060547,13.149999618530273,64.460784912109375,219.343017578125,36.5,16.100000381469727,20.399999618530273,27.483333587646484,25.78333282470703,28.549999237060547,23.183334350585938,1215,250,18,79.75867462158203,620,73,269,97
Icterus auratus,-88.395966,18.095745,4655511622,4,2023,"c(-88.395966, 18.095745)",24,25.883333206176758,9.383333206176758,67.99516296386719,167.52658081054688,32.20000076293945,18.399999618530273,13.80000114440918,27.049999237060547,25.183334350585938,27.46666717529297,23.53333282470703,1480,236,33,57.33152389526367,580,114,558,215
Icterus auratus,-89.830505,19.74201,4647830162,11,2023,"c(-89.830505, 19.74201)",69,25.983333587646484,13.5,65.21739196777344,212.1570281982422,36.29999923706055,15.600000381469727,20.69999885559082,27.266666412353516,24.066667556762695,28.25,23.100000381469727,1110,210,23,74.99884033203125,540,72,279,83
Icterus auratus,-88.22438,17.513975,4643254365,3,2023,"c(-88.22438, 17.513975)",4,26.299999237060547,7.5333333015441895,63.30531311035156,157.69650268554688,31.700000762939453,19.799999237060547,11.900001525878906,27.299999237060547,25.700000762939453,27.83333396911621,24.149999618530273,1824,243,46,49.43024826049805,663,159,558,325
