species,decimalLongitude,decimalLatitude,month,year,gbifID,geometry,elev,bio_03,bio_05,bio_06,bio_10,bio_13,bio_14,bio_17,bio_18,bio_19
Icterus auratus,-90.07643,18.175377,5,2023,4814672558,"c(-90.07643, 18.175377)",184,22.950000762939453,240,31,298,66.91791534423828,209.22837829589844,19.900001525878906,26.69999885559082,25.349998474121094
Icterus auratus,-89.31491,19.234524,5,2023,4812750242,"c(-89.31491, 19.234524)",126,22.78333282470703,146,11,311,69.30485534667969,194.68460083007813,19.900001525878906,26.850000381469727,25.16666603088379
Icterus auratus,-87.70684,21.2258,4,2023,4811359059,"c(-87.70684, 21.2258)",14,22.75,164,36,357,71.075836181640625,187.6832275390625,18.899999618530273,27.066665649414063,24.350000381469727
Icterus auratus,-89.26923,21.05237,10,2023,4802851492,"c(-89.26923, 21.05237)",10,23.049999237060547,161,20,324,67.22222137451172,202.06277465820313,19.5,27.200000762939453,25.350000381469727
Icterus auratus,-86.96902,20.475193,10,2023,4801562130,"c(-86.96902, 20.475193)",6,23.983333587646484,242,33,428,62.59541702270508,179.41192626953125,13.100000381469727,27.600000381469727,25.266666412353516
Icterus auratus,-89.86775,20.758156,3,2023,4798904076,"c(-89.86775, 20.758156)",12,23.450000762939453,179,22,251,68.579925537109375,191.07899475097656,19.60000228881836,27.316667556762695,25.75
Icterus auratus,-88.23861,18.720093,4,2023,4792188075,"c(-88.23861, 18.720093)",8,23.933334350585938,186,29,440,70.05953216552734,158.2210235595703,13.999998092651367,27.25,25.5
Icterus auratus,-89.83825,21.248886,3,2023,4791308680,"c(-89.83825, 21.248886)",2,23.433332443237305,124,16,212,66.6122055053711,185.69842529296875,15.299999237060547,27.200000762939453,25.25
Icterus auratus,-88.23001,18.593857,9,2023,4790508892,"c(-88.23001, 18.593857)",6,23.983333587646484,191,25,457,67.84825134277344,162.22122192382813,13.400001525878906,27.350000381469727,25.58333396911621
Icterus auratus,-87.99914,21.400265,8,2023,4787364012,"c(-87.99914, 21.400265)",10,23.116666793823242,148,30,309,71.150360107421875,182.4886016845703,18.400001525878906,26.78333282470703,24.883333206176758
Icterus auratus,-88.056435,21.59329,3,1994,4781405398,"c(-88.056435, 21.59329)",3,23.21666717529297,126,20,263,71.666656494140625,176.46949768066406,15.500001907348633,26.96666717529297,24.700000762939453
Icterus auratus,-89.717575,21.079395,1,2023,4777225646,"c(-89.717575, 21.079395)",6,23.233333587646484,152,21,299,65.85145568847656,196.8597869873047,18.39999771118164,27.28333282470703,25.53333282470703
Icterus auratus,-88.16584,18.925327,9,2004,4772039117,"c(-88.16584, 18.925327)",5,23.933334350585938,206,38,451,72.43150329589844,152.54592895507813,14.600000381469727,27.183334350585938,25.316667556762695
Icterus auratus,-88.307625,21.109913,1,2023,4770552873,"c(-88.307625, 21.109913)",23,23.100000381469727,210,37,475,71.00694274902344,183.5054168701172,19.200000762939453,27.116666793823242,23.71666717529297
Icterus auratus,-87.32119,21.407642,6,2023,4769471017,"c(-87.32119, 21.407642)",10,22.549999237060547,190,35,421,69.364166259765625,197.70846557617188,17.299999237060547,27.16666603088379,23.950000762939453
Icterus auratus,-86.94963,20.768934,12,2023,4765732190,"c(-86.94963, 20.768934)",3,23.58333396911621,203,38,400,64.1498794555664,194.8362579345703,14.900001525878906,27.483333587646484,25.049999237060547
Icterus auratus,-87.58147,19.081087,12,2023,4744761193,"c(-87.58147, 19.081087)",10,24.366666793823242,214,34,424,69.642852783203125,151.5844268798828,12.600000381469727,26.700000762939453,25.600000381469727
Icterus auratus,-88.9178,19.85503,4,2023,4729214097,"c(-88.9178, 19.85503)",43,23.100000381469727,206,29,419,69.31644439697266,199.53875732421875,21.69999885559082,27.28333282470703,23.899999618530273
Icterus auratus,-88.86095,19.927872,9,2023,4727066113,"c(-88.86095, 19.927872)",36,23.233333587646484,210,27,426,69.6483154296875,196.70582580566406,21.80000114440918,27.349998474121094,24
Icterus auratus,-87.609,21.361,3,2023,4726600176,"c(-87.609, 21.361)",13,22.53333282470703,161,33,373,70.716949462890625,190.86473083496094,17.89999771118164,26.549999237060547,24.05000114440918
Icterus auratus,-89.88198,20.485258,10,2023,4725472292,"c(-89.88198, 20.485258)",34,23.183332443237305,192,23,282,67.71845245361328,200.28768920898438,20.599998474121094,27.183334350585938,24.016666412353516
Icterus auratus,-87.951164,20.799763,3,2023,4713067283,"c(-87.951164, 20.799763)",21,23.366666793823242,164,38,378,72.56944274902344,179.5511932373047,19.200000762939453,27.366666793823242,23.866666793823242
Icterus auratus,-89.74153,20.789938,4,2023,4712929427,"c(-89.74153, 20.789938)",14,23.233333587646484,181,23,250,67.375,198.1213836669922,20,27.21666717529297,25.600000381469727
Icterus auratus,-89.58871,20.488605,3,2023,4704758931,"c(-89.58871, 20.488605)",22,22.766666412353516,198,24,277,66.82027435302734,211.68516540527344,21.69999885559082,26.983333587646484,23.683332443237305
Icterus auratus,-87.4427,20.185734,12,2023,4701539783,"c(-87.4427, 20.185734)",8,23.78333282470703,204,35,371,70.66442108154297,160.13430786132813,14.799999237060547,27.049999237060547,25.116666793823242
Icterus auratus,-88.65388,20.59693,1,2023,4687889272,"c(-88.65388, 20.59693)",28,23.21666717529297,206,30,421,70.08332824707031,188.28170776367188,20,27.21666717529297,23.91666603088379
Icterus auratus,-89.01852,20.935822,2,2023,4674856184,"c(-89.01852, 20.935822)",16,23.03333282470703,179,21,362,68.41666412353516,197.27500915527344,20,27.100000381469727,25.333332061767578
Icterus auratus,-90.319786,19.026741,2,2023,4666624624,"c(-90.319786, 19.026741)",48,23.183334350585938,250,18,269,64.460784912109375,219.343017578125,20.399999618530273,27.483333587646484,25.78333282470703
Icterus auratus,-88.395966,18.095745,4,2023,4655511622,"c(-88.395966, 18.095745)",24,23.53333282470703,236,33,558,67.99516296386719,167.52658081054688,13.80000114440918,27.049999237060547,25.183334350585938
Icterus auratus,-88.34524,20.541348,6,2022,4655267621,"c(-88.34524, 20.541348)",28,23.30000114440918,203,33,418,71.023681640625,183.2591094970703,19.700000762939453,27.266666412353516,23.899999618530273
Icterus auratus,-90.27192,18.63451,7,2023,4653147376,"c(-90.27192, 18.63451)",64,23.483333587646484,247,21,274,65.5887222290039,211.99627685546875,20.100000381469727,27.133333206176758,24.33333396911621
Icterus auratus,-88.22438,17.513975,3,2023,4643254365,"c(-88.22438, 17.513975)",4,24.149999618530273,243,46,558,63.30531311035156,157.69650268554688,11.900001525878906,27.299999237060547,25.700000762939453
Icterus auratus,-86.9408,20.937183,9,2023,4618986764,"c(-86.9408, 20.937183)",8,23.266666412353516,195,44,391,63.83647155761719,201.19903564453125,15.900001525878906,27.383333206176758,24.71666717529297
Icterus auratus,-89.545441,20.085599,10,2008,4459325337,"c(-89.545441, 20.085599)",123,22.516666412353516,200,22,287,67.13836669921875,204.98707580566406,21.200000762939453,26.649999618530273,23.41666603088379
Icterus auratus,-87.593704,19.779928,11,2022,4390329668,"c(-87.593704, 19.779928)",3,24.016666412353516,200,35,406,70.12471771240234,160.17213439941406,14.69999885559082,27.316667556762695,25.366666793823242
Icterus auratus,-86.895256,20.537281,7,2022,4386266237,"c(-86.895256, 20.537281)",9,23.950000762939453,237,32,425,60.89744186401367,184.66183471679688,12.999998092651367,27.66666603088379,25.233333587646484
Icterus auratus,-89.8684,20.091715,8,2022,4381358225,"c(-89.8684, 20.091715)",96,23,203,22,279,66.103057861328125,205.91629028320313,20.700000762939453,27.016666412353516,25.53333282470703
Icterus auratus,-88.5806,21.1147,12,2016,4380606445,"c(-88.5806, 21.1147)",11,23.46666717529297,202,39,478,71.50960540771484,170.48670959472656,19.099998474121094,27.03333282470703,25.366666793823242
Icterus auratus,-88.413475,21.374722,10,2018,4368556024,"c(-88.413475, 21.374722)",7,23.30000114440918,174,29,367,70.721923828125,182.72503662109375,18.700000762939453,27.28333282470703,25.266666412353516
Icterus auratus,-89.024734,18.314789,3,2022,4367493196,"c(-89.024734, 18.314789)",153,22.399999618530273,195,27,482,73.10606384277344,168.39483642578125,17.599998474121094,26.30000114440918,24.21666717529297
Icterus auratus,-87.433304,21.210438,5,2022,4366223552,"c(-87.433304, 21.210438)",16,22.433334350585938,201,39,455,69.79166412353516,196.33526611328125,18.400001525878906,26.549999237060547,23.91666603088379
Icterus auratus,-88.59361,19.497042,4,2022,4365935306,"c(-88.59361, 19.497042)",30,23.33333396911621,181,32,377,71.25221252441406,179.6629638671875,18.89999771118164,26.833332061767578,25.183334350585938
Icterus auratus,-87.73745,21.525213,7,2022,4360236625,"c(-87.73745, 21.525213)",2,22.94999885559082,131,25,278,70.063690185546875,187.46311950683594,15.700000762939453,26.94999885559082,24.266666412353516
Icterus auratus,-88.19902,18.209017,6,2022,4351785947,"c(-88.19902, 18.209017)",11,24.03333282470703,228,29,496,65.67459869384766,160.36122131347656,12.600000381469727,27.41666603088379,25.566665649414063
Icterus auratus,-88.15812,21.599075,3,2022,4348110325,"c(-88.15812, 21.599075)",1,23.25,122,17,253,70.94017028808594,175.83567810058594,15.600000381469727,26.933334350585938,24.850000381469727
Icterus auratus,-88.04199,19.486948,6,2022,4346752147,"c(-88.04199, 19.486948)",16,23.766666412353516,211,38,458,70.59748077392578,169.07672119140625,15.900001525878906,27.233333587646484,25.200000762939453
Icterus auratus,-87.393036,20.457613,4,2022,4337464953,"c(-87.393036, 20.457613)",9,23.233333587646484,198,41,400,68.54166412353516,178.75624084472656,16,26.899999618530273,24.649999618530273
Icterus auratus,-86.945076,21.255795,10,2022,4329627826,"c(-86.945076, 21.255795)",11,22.83333396911621,192,40,403,66.20934295654297,208.38621520996094,16.400001525878906,27.116666793823242,24.299999237060547
Icterus auratus,-88.47099,18.403303,5,2022,4323298589,"c(-88.47099, 18.403303)",12,23.46666717529297,201,23,511,68.4523696899414,172.03933715820313,15.400001525878906,27.516666412353516,25.266666412353516
Icterus auratus,-87.75384,21.34191,2,2022,4319349539,"c(-87.75384, 21.34191)",13,22.78333282470703,146,32,356,71.33152770996094,187.77960205078125,18.39999771118164,26.650001525878906,24.366666793823242
Icterus auratus,-88.76739,18.660864,5,2005,4310136713,"c(-88.76739, 18.660864)",78,22.75,153,11,387,72.767852783203125,158.83274841308594,16.80000114440918,26.16666603088379,24.600000381469727
Icterus auratus,-89.16951,21.34901,1,2022,4309537865,"c(-89.16951, 21.34901)",2,23.100000381469727,139,16,260,69.26470184326172,186.3825225830078,17,27.25,25.016666412353516
Icterus auratus,-88.22303,20.464573,8,2022,4305169896,"c(-88.22303, 20.464573)",25,23.350000381469727,195,36,399,70.76988220214844,181.45193481445313,19.69999885559082,27.316665649414063,23.91666603088379
Icterus auratus,-90.08282,20.59659,9,2022,4302019385,"c(-90.08282, 20.59659)",9,24,164,16,386,71.1605453491211,175.42752075195313,19.10000228881836,27.600000381469727,26.149999618530273
Icterus auratus,-88.73074,20.706907,1,2022,4295948768,"c(-88.73074, 20.706907)",28,23.16666603088379,200,28,411,69.5,189.88436889648438,20,27.133333206176758,23.883333206176758
Icterus auratus,-87.349174,21.274958,5,2022,4294262202,"c(-87.349174, 21.274958)",8,22.516666412353516,200,38,448,69.3031997680664,197.2864990234375,17.700000762939453,26.683332443237305,23.950000762939453
Icterus auratus,-87.526825,20.897635,10,1991,4276613166,"c(-87.526825, 20.897635)",22,22.83333396911621,207,44,475,70.92491149902344,185.80853271484375,18.19999885559082,26.649999618530273,24.33333396911621
Icterus auratus,-89.40552,18.301607,4,2015,4273403537,"c(-89.40552, 18.301607)",253,22.450000762939453,209,27,377,70.76856231689453,191.7043914794922,19.30000114440918,26.016666412353516,24.66666603088379
Icterus auratus,-92.09102,18.25438,11,2022,4272775396,"c(-92.09102, 18.25438)",5,23.91666603088379,306,35,507,62.52408218383789,204.8595428466797,17.30000114440918,27.75,26.299999237060547
Icterus auratus,-90.47684,19.873909,9,2022,4271397722,"c(-90.47684, 19.873909)",5,23.83333396911621,230,16,410,65.83333587646484,200.02272033691406,18,27.96666717529297,25.983333587646484
Icterus auratus,-87.55206,20.172508,8,2022,4265165210,"c(-87.55206, 20.172508)",11,23.516666412353516,191,38,378,70.6196517944336,166.5674285888672,15.60000228881836,26.916667938232422,24.900001525878906
Icterus auratus,-90.21302,20.681189,4,2022,4260951815,"c(-90.21302, 20.681189)",4,24.483333587646484,139,11,312,72.52251434326172,163.85740661621094,18.500001907348633,27.866666793823242,26.44999885559082
Icterus auratus,-88.775604,19.878832,8,2022,4252670678,"c(-88.775604, 19.878832)",14,23.366666793823242,214,30,435,69.575469970703125,194.39881896972656,21.19999885559082,27.483333587646484,24.08333396911621
Icterus auratus,-90.449234,19.509584,1,2022,4244771998,"c(-90.449234, 19.509584)",49,23.299999237060547,254,18,289,63.959388732910156,213.6887664794922,19.700000762939453,27.483333587646484,25.799999237060547
Icterus auratus,-88.0301,19.583,6,2022,4243530330,"c(-88.0301, 19.583)",15,23.78333282470703,213,38,450,70.02031707763672,172.33688354492188,16.400001525878906,27.266666412353516,25.28333282470703
Icterus auratus,-89.794075,20.294176,8,2022,4231485716,"c(-89.794075, 20.294176)",95,22.616666793823242,202,22,285,66.66666412353516,205.02037048339844,20.900001525878906,26.71666717529297,23.483333587646484
Icterus auratus,-88.46017,19.362133,2,2022,4221850145,"c(-88.46017, 19.362133)",28,23.58333396911621,188,33,390,73.19046783447266,165.9197235107422,17.500001907348633,26.883333206176758,25.21666717529297
Icterus auratus,-89.10429,18.44705,4,2022,4218302019,"c(-89.10429, 18.44705)",134,22.516666412353516,184,24,384,72.31329345703125,173.64845275878906,18.30000114440918,26.049999237060547,24.5
Icterus auratus,-88.147835,21.356417,10,2018,4208489304,"c(-88.147835, 21.356417)",9,23.28333282470703,186,31,373,71.05035400390625,183.8369598388672,19.19999885559082,27.366666793823242,25.166667938232422
Icterus auratus,-90.69931,19.528841,5,2022,4207767908,"c(-90.69931, 19.528841)",0,23.649999618530273,238,15,261,64.03985595703125,203.71920776367188,18.399999618530273,27.683334350585938,25.983333587646484
Icterus auratus,-88.93462,19.629251,1,2022,4195595686,"c(-88.93462, 19.629251)",61,23.03333282470703,185,27,383,69.89379119873047,191.45919799804688,20.399999618530273,27.149999618530273,23.799999237060547
Icterus auratus,-90.43779,19.639183,9,2022,4190806280,"c(-90.43779, 19.639183)",29,23.516666412353516,248,19,280,64.44444274902344,210.7058868408203,19.5,27.616666793823242,25.96666717529297
Icterus auratus,-89.29372,18.805412,1,2022,4185915860,"c(-89.29372, 18.805412)",214,22.233333587646484,161,16,328,70.8791275024414,179.32322692871094,18.19999885559082,26.133333206176758,24.350000381469727
Icterus auratus,-88.083305,19.72291,2,2008,4179329856,"c(-88.083305, 19.72291)",21,23.666667938232422,208,38,445,71.03175354003906,170.7314910888672,16.799999237060547,27.133333206176758,25.116666793823242
Icterus auratus,-90.365,19.818333,12,1961,4168678163,"c(-90.365, 19.818333)",13,23.600000381469727,239,18,264,64.16667175292969,214.19862365722656,19.999998092651367,27.799999237060547,26.133333206176758
Icterus auratus,-87.775192,19.352836,5,2008,3822106409,"c(-87.775192, 19.352836)",1,24.33333396911621,210,36,437,69.580413818359375,157.54989624023438,14.30000114440918,27.633333206176758,25.549999237060547
Icterus auratus,-87.91155,18.007843,12,2021,3692522540,"c(-87.91155, 18.007843)",3,24.683332443237305,208,35,412,64.09090423583984,151.99432373046875,11,27,26.066665649414063
Icterus auratus,-87.47884,20.07021,1,2019,3686951897,"c(-87.47884, 20.07021)",1,24.03333282470703,202,34,381,70.97505187988281,158.94540405273438,14.700000762939453,27.299999237060547,25.299999237060547
Icterus auratus,-88.400024,19.502224,2,2021,3684246463,"c(-88.400024, 19.502224)",29,23.53333282470703,210,33,414,71.5823974609375,172.2197723388672,17.799999237060547,26.96666717529297,25.183332443237305
Icterus auratus,-89.595345,21.150202,5,2021,3681582065,"c(-89.595345, 21.150202)",7,23.183332443237305,146,22,272,65.60772705078125,196.41241455078125,18.10000228881836,27.25,25.433332443237305
Icterus auratus,-89.5791,20.99694,5,2021,3677054636,"c(-89.5791, 20.99694)",10,23.78333282470703,161,23,345,68.9354248046875,192.28688049316406,19.100000381469727,27.78333282470703,25.916667938232422
Icterus auratus,-89.18332,21.231054,4,2021,3676368288,"c(-89.18332, 21.231054)",8,23.016666412353516,150,18,291,67.62653350830078,197.2404327392578,19.099998474121094,27.183334350585938,25.266666412353516
Icterus auratus,-88.25693,20.23723,4,2021,3670057799,"c(-88.25693, 20.23723)",31,23.299999237060547,197,35,390,70.74916076660156,184.17044067382813,19.799999237060547,26.83333396911621,23.866666793823242
Icterus auratus,-90.61945,19.791609,1,2021,3667704842,"c(-90.61945, 19.791609)",21,23.700000762939453,226,15,250,64.9906997680664,200.15713500976563,17.89999771118164,27.733333587646484,25.933334350585938
Icterus auratus,-89.853546,18.310452,1,2021,3664464391,"c(-89.853546, 18.310452)",207,22.799999237060547,223,27,357,68.17420959472656,205.3489227294922,19.89999771118164,26.5,25.16666603088379
Icterus auratus,-90.37666,20.53573,1,2020,3660001266,"c(-90.37666, 20.53573)",7,24.16666603088379,159,10,334,70.99812316894531,172.97967529296875,17.69999885559082,27.91666603088379,26
Icterus auratus,-89.830025,19.741692,12,2021,3655629833,"c(-89.830025, 19.741692)",69,23.100000381469727,210,23,279,65.21739196777344,212.1570281982422,20.69999885559082,27.266666412353516,24.066667556762695
Icterus auratus,-87.34814,21.018095,5,2021,3654958987,"c(-87.34814, 21.018095)",13,22.683332443237305,206,45,450,69.47565460205078,195.63221740722656,17.799999237060547,26.75,24.200000762939453
Icterus auratus,-87.921745,20.893639,5,2021,3653365604,"c(-87.921745, 20.893639)",21,23.316665649414063,161,39,378,72.89473724365234,177.50587463378906,19,27.299999237060547,23.816667556762695
Icterus auratus,-87.1746,21.11125,11,2004,3637286032,"c(-87.1746, 21.11125)",11,22.71666717529297,200,42,426,68.48039245605469,200.30044555664063,17,26.883333206176758,24.19999885559082
Icterus auratus,-88.10877,19.022047,6,2021,3625537624,"c(-88.10877, 19.022047)",8,23.899999618530273,213,36,467,72.95699310302734,156.55560302734375,15.5,27.200000762939453,25.350000381469727
Icterus auratus,-86.793175,21.14801,10,2021,3624646561,"c(-86.793175, 21.14801)",3,23.816667556762695,195,38,395,65.651702880859375,196.134521484375,15.600000381469727,27.850000381469727,25.100000381469727
Icterus auratus,-88.166145,20.054943,5,2021,3611748695,"c(-88.166145, 20.054943)",28,23.483333587646484,196,37,382,71.14361572265625,174.78720092773438,18.799999237060547,26.899999618530273,23.983333587646484
Icterus auratus,-87.3233,20.918785,3,2021,3610240998,"c(-87.3233, 20.918785)",18,22.766666412353516,206,46,444,69.62208557128906,193.49801635742188,17.200000762939453,26.78333282470703,24.25
Icterus auratus,-87.81211,20.003881,10,2020,3590109201,"c(-87.81211, 20.003881)",10,23.53333282470703,194,39,410,70.6087875366211,170.63328552246094,16.69999885559082,27.016666412353516,24.983333587646484
Icterus auratus,-90.191925,20.142101,9,2021,3576677629,"c(-90.191925, 20.142101)",5,24.066665649414063,217,19,272,67.47039031982422,189.24642944335938,19.700000762939453,27.75,26.399999618530273
Icterus auratus,-88.262665,19.4504,2,2021,3573478654,"c(-88.262665, 19.4504)",37,23.599998474121094,202,35,476,72.15568542480469,165.8975067138672,16.700000762939453,26.96666717529297,25.116666793823242
Icterus auratus,-89.08775,20.032965,10,2021,3563238083,"c(-89.08775, 20.032965)",119,22.616666793823242,204,27,410,69.17057800292969,198.1734619140625,21.299999237060547,26.78333282470703,23.399999618530273
Icterus auratus,-88.46346,18.749603,4,2021,3554508299,"c(-88.46346, 18.749603)",29,23.383333206176758,152,22,409,71.13289642333984,160.4539031982422,15.299999237060547,27.200000762939453,25.016666412353516
Icterus auratus,-90.03492,20.327618,12,2021,3543488226,"c(-90.03492, 20.327618)",20,23.700000762939453,197,20,275,67.72875213623047,196.2547149658203,20.400001525878906,27.55000114440918,26.08333396911621
Icterus auratus,-89.33672,17.969114,1,2018,3540363802,"c(-89.33672, 17.969114)",254,22.46666717529297,223,33,442,70.69892883300781,185.67242431640625,18.600000381469727,26.099998474121094,24.416667938232422
Icterus auratus,-89.39871,21.110983,5,2021,3538087169,"c(-89.39871, 21.110983)",12,23.08333396911621,154,21,302,66.93121337890625,199.6682891845703,18.900001525878906,27.21666717529297,25.366666793823242
Icterus auratus,-92.09307,18.112595,4,2021,3535416245,"c(-92.09307, 18.112595)",4,23.94999885559082,324,46,501,61.83712387084961,208.7662353515625,17.600000381469727,27.799999237060547,26.366666793823242
Icterus auratus,-86.97528,21.099756,5,2021,3532594904,"c(-86.97528, 21.099756)",13,22.91666603088379,195,42,402,66.06060791015625,208.1520538330078,16.5,27.183334350585938,24.450000762939453
Icterus auratus,-88.536476,19.301214,5,2021,3520393613,"c(-88.536476, 19.301214)",33,23.53333282470703,179,31,370,72.85848236083984,165.892333984375,17.89999771118164,26.850000381469727,25.25
Icterus auratus,-89.16429,18.821655,4,2021,3517349401,"c(-89.16429, 18.821655)",119,22.616666793823242,155,14,328,71.33699798583984,175.50360107421875,18.200000762939453,26.08333396911621,24.683334350585938
Icterus auratus,-92.506816,18.063721,4,2016,3306365442,"c(-92.506816, 18.063721)",2,23.78333282470703,346,50,508,62.249000549316406,209.4780731201172,16.599998474121094,27.816667556762695,26.03333282470703
Icterus auratus,-91.093056,19.021944,3,2015,3306363594,"c(-91.093056, 19.021944)",2,23.91666603088379,240,18,279,65.17341613769531,193.7601318359375,17.299999237060547,27.883333206176758,26.100000381469727
Icterus auratus,-91.833056,18.264418,7,2015,3306363157,"c(-91.833056, 18.264418)",-1,23.933334350585938,317,30,318,63.48314666748047,203.7322235107422,17.799999237060547,27.666667938232422,26.41666603088379
Icterus auratus,-91.21731,18.97426,2,2015,3306361959,"c(-91.21731, 18.97426)",2,24,233,18,280,64.970062255859375,192.93582153320313,16.69999885559082,28.016666412353516,26.149999618530273
Icterus auratus,-92.490706,18.57994,4,2016,3306352688,"c(-92.490706, 18.57994)",1,23.683334350585938,261,30,375,62.65822219848633,206.18284606933594,15.80000114440918,27.649999618530273,25.950000762939453
Icterus auratus,-88.10625,19.135386,10,2020,3300993802,"c(-88.10625, 19.135386)",15,23.766666412353516,211,39,468,72.49455261230469,158.90902709960938,15.299999237060547,27.08333396911621,25.200000762939453
Icterus auratus,-89.3425,20.537613,5,2020,3299731235,"c(-89.3425, 20.537613)",18,23,193,27,283,66.89708709716797,207.44476318359375,21.69999885559082,27.08333396911621,23.899999618530273
Icterus auratus,-87.74666,20.524548,12,2020,3282470404,"c(-87.74666, 20.524548)",18,22.91666603088379,187,42,415,71.46893310546875,181.5130157470703,17.69999885559082,26.58333396911621,24.383333206176758
Icterus auratus,-89.19911,20.759348,6,2020,3281979749,"c(-89.19911, 20.759348)",18,23.03333282470703,174,21,253,67.47968292236328,202.20375061035156,20.499998092651367,27.133333206176758,23.866666793823242
Icterus auratus,-87.475174,20.981451,12,2020,3274540766,"c(-87.475174, 20.981451)",12,22.700000762939453,206,44,464,70.49180603027344,191.0497283935547,18.299999237060547,26.666667938232422,24.200000762939453
Icterus auratus,-87.856316,18.271118,8,2020,3273423171,"c(-87.856316, 18.271118)",4,24.483333587646484,239,21,414,65.24024200439453,152.90309143066406,11.100000381469727,26.78333282470703,25.850000381469727
Icterus auratus,-89.39726,18.055655,7,2020,3252832657,"c(-89.39726, 18.055655)",234,22.58333396911621,224,31,421,70.4861068725586,192.05035400390625,19.200000762939453,26.25,24.66666603088379
Icterus auratus,-87.33946,20.802979,2,2020,3243875895,"c(-87.33946, 20.802979)",6,22.950000762939453,205,46,440,68.7376708984375,191.05369567871094,16.899999618530273,26.883333206176758,24.383333206176758
Icterus auratus,-90.51091,18.785114,2,2020,3239621506,"c(-90.51091, 18.785114)",60,23.16666603088379,253,19,281,64.76683807373047,214.4425506591797,19.299999237060547,27.433334350585938,25.666667938232422
Icterus auratus,-89.01611,20.1725,2,2020,3239432796,"c(-89.01611, 20.1725)",39,23.016666412353516,207,28,416,68.81720733642578,201.72549438476563,21.69999885559082,27.183332443237305,23.850000381469727
Icterus auratus,-88.275986,20.654852,3,2020,3236814758,"c(-88.275986, 20.654852)",28,23.316667556762695,200,31,423,70.98138427734375,183.8354034423828,19.700000762939453,27.316665649414063,23.883333206176758
Icterus auratus,-88.410126,18.331074,5,2020,3233112242,"c(-88.410126, 18.331074)",6,23.649999618530273,219,23,528,68.34452056884766,170.61831665039063,14.899999618530273,27.600000381469727,25.433334350585938
Icterus auratus,-89.33082,18.498377,1,2020,3221815893,"c(-89.33082, 18.498377)",248,22.200000762939453,185,23,354,71.240936279296875,181.4143829345703,18.400001525878906,25.683334350585938,24.30000114440918
Icterus auratus,-90.11196,19.997988,1,2020,3217466072,"c(-90.11196, 19.997988)",53,23.46666717529297,227,19,281,65.58872985839844,203.8585968017578,20.099998474121094,27.46666717529297,25.950000762939453
Icterus auratus,-88.322266,20.872786,9,2020,3210329659,"c(-88.322266, 20.872786)",25,23.183332443237305,210,34,465,70.66326141357422,185.2618865966797,19.599998474121094,27.200000762939453,23.799999237060547
Icterus auratus,-90.318344,20.171278,8,2020,3186230389,"c(-90.318344, 20.171278)",4,24.016666412353516,209,16,255,67.41228485107422,190.20474243164063,18.999998092651367,27.883333206176758,26.25
Icterus auratus,-88.05996,19.39006,11,2008,3184634441,"c(-88.05996, 19.39006)",12,23.733333587646484,205,37,460,71.09053802490234,168.11790466308594,16.19999885559082,27.16666603088379,25.21666717529297
Icterus auratus,-88.14303,18.349533,6,2020,3182628154,"c(-88.14303, 18.349533)",11,24.066665649414063,224,24,478,66.1375732421875,160.65206909179688,12.599998474121094,27.41666603088379,25.616666793823242
Icterus auratus,-88.868645,21.39302,5,2020,3166112279,"c(-88.868645, 21.39302)",1,23.049999237060547,134,17,273,72.04762268066406,177.2063446044922,17.5,27.016666412353516,24.883333206176758
Icterus auratus,-88.15437,20.87356,6,2020,3162704706,"c(-88.15437, 20.87356)",22,23.25,197,36,444,71.75213623046875,183.93997192382813,19.5,27.30000114440918,23.83333396911621
Icterus auratus,-89.94524,18.556309,2,2020,3139365024,"c(-89.94524, 18.556309)",157,22.883333206176758,215,23,248,67.2110595703125,208.970703125,19.899999618530273,26.58333396911621,25.350000381469727
Icterus auratus,-88.48918,18.916744,3,2020,3138617095,"c(-88.48918, 18.916744)",29,23.366666793823242,161,23,406,72.78807067871094,159.7932891845703,16.19999885559082,26.700000762939453,25.049999237060547
Icterus auratus,-89.7709,19.408876,1,2020,3132559521,"c(-89.7709, 19.408876)",171,22.633333206176758,215,22,292,66.097564697265625,212.0605926513672,20.5,26.28333282470703,23.549999237060547
Icterus auratus,-89.416904,20.792959,9,2010,2832196249,"c(-89.416904, 20.792959)",14,22.933334350585938,173,23,378,67.159271240234375,204.33372497558594,20.30000114440918,27.066665649414063,25.299999237060547
Icterus auratus,-87.02648,20.686094,12,2019,2801587315,"c(-87.02648, 20.686094)",9,23.616666793823242,213,36,417,64.63964080810547,191.41616821289063,14.799999237060547,27.433332443237305,25.066665649414063
Icterus auratus,-90.02739,20.43582,12,2019,2799082515,"c(-90.02739, 20.43582)",16,23.58333396911621,186,20,271,68.79166412353516,192.0281524658203,20,27.433334350585938,25.91666603088379
Icterus auratus,-88.78146,19.030615,1,2001,2798553183,"c(-88.78146, 19.030615)",68,23.049999237060547,149,17,332,72.79693603515625,164.25221252441406,17.399999618530273,26.399999618530273,24.883333206176758
Icterus auratus,-88.76465,21.005556,9,2019,2789677428,"c(-88.76465, 21.005556)",12,23.183334350585938,198,30,432,70.12089538574219,182.2252960205078,19.299999237060547,27.016666412353516,25.266666412353516
Icterus auratus,-89.294136,19.781113,12,2019,2789077356,"c(-89.294136, 19.781113)",83,22.899999618530273,190,25,375,69.14308166503906,197.669677734375,21.200000762939453,27,23.78333282470703
