species,month,year,gbifID,geometry,decimalLatitude,decimalLongitude,elev,ID,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
Icterus auratus,1,2024,5572806173,"c(-89.64213, 21.017487)",21.017487,-89.64213,7,1003,26.233333587646484,28.21666717529297,23.566665649414063,934,160,22,67.47875213623047,438,70,337,103,12.733332633972168,67.37212371826172,192.31051635742188,35.70000076293945,16.799999237060547,18.900001525878906,27.516666412353516,25.766666412353516
Icterus auratus,2,2023,5572539192,"c(-87.30444, 20.408972)",20.408972,-87.30444,3,1004,25.941667556762695,27.80000114440918,23.600000381469727,1256,211,36,55.94352340698242,540,130,401,176,10.15000057220459,67.66666412353516,174.22340393066406,32.900001525878906,17.899999618530273,15.000001907348633,27.116666793823242,24.96666717529297
Icterus auratus,4,2022,5572512687,"c(-89.62544, 20.738367)",20.738367,-89.62544,15,1005,25.891666412353516,28.049999237060547,23.133333206176758,1063,183,24,72.89452362060547,528,78,255,96,13.850000381469727,67.2330093383789,202.20188903808594,36.29999923706055,15.699999809265137,20.599998474121094,27.116666793823242,25.58333396911621
Icterus auratus,7,2017,5572448510,"c(-89.06989, 18.11049)",18.11049,-89.06989,137,1006,25.004167556762695,26.549999237060547,22.649999618530273,1328,205,30,58.49610900878906,568,108,436,178,13.141666412353516,73.41712951660156,167.93475341796875,33.70000076293945,15.800000190734863,17.900001525878906,26.16666603088379,24.383333206176758
Icterus auratus,3,2024,5572074387,"c(-87.62201, 20.073343)",20.073343,-87.62201,12,1007,25.90833282470703,27.616666793823242,23.649999618530273,1211,188,38,52.38385009765625,503,130,390,181,10.949999809265137,71.10389709472656,165.82896423339844,33,17.600000381469727,15.399999618530273,27.066665649414063,25
Icterus auratus,11,2011,5571945596,"c(-87.03772, 20.66078)",20.66078,-87.03772,8,1008,26.191665649414063,28.266666412353516,23.633333206176758,1340,216,36,53.91910934448242,570,138,419,197,9.566666603088379,64.63964080810547,191.0358428955078,33.099998474121094,18.299999237060547,14.799999237060547,27.483333587646484,25.100000381469727
Icterus auratus,12,2011,5571878610,"c(-87.0436, 20.862915)",20.862915,-87.0436,13,1009,25.758333206176758,27.91666603088379,23.100000381469727,1300,200,43,48.57878112792969,530,149,406,209,10.383333206176758,64.89582824707031,199.31512451171875,33.20000076293945,17.200000762939453,16,27.183334350585938,24.549999237060547
Icterus auratus,3,2024,5571756573,"c(-87.5269, 20.318125)",20.318125,-87.5269,24,1010,25.53333282470703,27.28333282470703,23.183332443237305,1206,189,40,51.38545227050781,499,133,383,189,11.233333587646484,70.20832824707031,171.7335968017578,32.79999923706055,16.799999237060547,16,26.733333587646484,24.58333396911621
Icterus auratus,9,2024,5571737264,"c(-87.6148, 20.078026)",20.078026,-87.6148,10,1011,25.91666603088379,27.616666793823242,23.66666603088379,1209,187,38,52.158573150634766,501,130,388,183,10.933333396911621,70.99567413330078,165.64382934570313,33,17.600000381469727,15.399999618530273,27.066665649414063,25.016666412353516
Icterus auratus,2,2024,5571622232,"c(-88.40798, 20.674646)",20.674646,-88.40798,34,1012,25.77083396911621,27.71666717529297,23.233333587646484,1211,206,31,64.96990203857422,554,105,435,114,13.991666793823242,70.66498565673828,186.2971649169922,35.5,15.699999809265137,19.799999237060547,27.25,23.850000381469727
Icterus auratus,5,2024,5571459947,"c(-86.86334, 21.127289)",21.127289,-86.86334,9,1013,26.299999237060547,28.483333587646484,23.633333206176758,1251,190,42,45.353302001953125,487,145,391,214,10.699999809265137,66.45963287353516,200.9635772705078,33.79999923706055,17.700000762939453,16.099998474121094,27.75,25.049999237060547
Icterus auratus,7,2021,5570958186,"c(-90.030334, 21.161856)",21.161856,-90.030334,3,1014,26.179166793823242,27.96666717529297,23.58333396911621,596,114,11,69.87325286865234,271,42,203,71,10.424999237060547,67.6948013305664,183.2218780517578,33.79999923706055,18.399999618530273,15.399999618530273,27.69999885559082,25.366666793823242
Icterus auratus,7,2017,5570798172,"c(-88.344604, 18.328716)",18.328716,-88.344604,9,1015,25.950000762939453,27.549999237060547,23.600000381469727,1312,220,24,62.21071243286133,527,94,518,178,9.066666603088379,67.1604995727539,167.1145477294922,32.099998474121094,18.600000381469727,13.499998092651367,27.133333206176758,25.233333587646484
Icterus auratus,10,2024,5570345715,"c(-88.12713, 21.5693)",21.5693,-88.12713,6,1016,25.712499618530273,27.450000762939453,23.25,752,126,18,53.5178108215332,306,74,263,121,11.375,71.09375,176.3277587890625,33.20000076293945,17.200000762939453,16,26.916667938232422,24.899999618530273
Icterus auratus,12,2019,5570173745,"c(-87.07978, 20.885868)",20.885868,-87.07978,15,1017,25.691665649414063,27.833332061767578,23.016666412353516,1289,200,42,49.340518951416016,529,146,409,201,10.600000381469727,65.432098388671875,200.2479248046875,33.20000076293945,17,16.200000762939453,27.149999618530273,24.483333587646484
Icterus auratus,1,2024,5569304031,"c(-87.61547, 20.079746)",20.079746,-87.61547,10,1018,25.91666603088379,27.616666793823242,23.66666603088379,1209,187,38,52.158573150634766,501,130,388,183,10.933333396911621,70.99567413330078,165.64382934570313,33,17.600000381469727,15.399999618530273,27.066665649414063,25.016666412353516
Icterus auratus,3,2024,5569134288,"c(-89.8519, 20.998928)",20.998928,-89.8519,8,1019,26.054166793823242,28.03333282470703,23.383333206176758,879,158,19,70.374542236328125,419,63,314,90,12.491666793823242,67.15950012207031,193.11392211914063,35.29999923706055,16.700000762939453,18.599998474121094,27.333332061767578,25.649999618530273
Icterus auratus,5,2024,5568382506,"c(-89.75036, 21.128874)",21.128874,-89.75036,5,1020,25.983333587646484,27.96666717529297,23.25,797,143,19,64.63895416259766,355,64,268,100,11.800000190734863,65.921783447265625,196.39169311523438,34.900001525878906,17,17.900001525878906,27.350000381469727,25.516666412353516
Icterus auratus,5,2024,5568063010,"c(-87.54586, 20.770159)",20.770159,-87.54586,23,1021,25.39583396911621,27.316667556762695,22.883333206176758,1245,197,45,54.196537017822266,532,142,450,154,12.658332824707031,71.1142349243164,185.55148315429688,33.599998474121094,15.800000190734863,17.799999237060547,26.66666603088379,24.366666793823242
Icterus auratus,11,2024,5567808303,"c(-90.66424, 18.789299)",18.789299,-90.66424,77,1022,26.075000762939453,28.41666603088379,23.149999618530273,1348,254,20,79.99370574951172,687,74,289,105,12.649999618530273,64.54081726074219,215.51734924316406,36.20000076293945,16.600000381469727,19.600000381469727,27.350000381469727,25.733333587646484
Icterus auratus,2,2024,5567772746,"c(-87.14536, 20.6636)",20.6636,-87.14536,13,1023,25.866666793823242,27.916667938232422,23.316665649414063,1333,209,39,52.101837158203125,560,144,421,203,10.133333206176758,65.800872802734375,190.76800537109375,33,17.600000381469727,15.399999618530273,27.183334350585938,24.766666412353516
Icterus auratus,3,2024,5567612911,"c(-87.38866, 20.325588)",20.325588,-87.38866,14,1024,25.83333396911621,27.583332061767578,23.566667556762695,1223,205,36,54.82538604736328,518,129,386,180,10.449999809265137,69.2052993774414,166.8876953125,32.79999923706055,17.700000762939453,15.099998474121094,26.96666717529297,24.91666603088379
Icterus auratus,3,2024,5567311963,"c(-87.49018, 20.814186)",20.814186,-87.49018,22,1025,25.383333206176758,27.33333396911621,22.83333396911621,1284,204,44,54.302650451660156,551,143,458,163,12.533333778381348,70.41199493408203,188.45465087890625,33.599998474121094,15.800000190734863,17.799999237060547,26.666667938232422,24.350000381469727
Icterus auratus,9,2016,5566681253,"c(-88.183235, 18.317568)",18.317568,-88.183235,12,1026,26.316665649414063,27.849998474121094,24.066665649414063,1356,223,25,57.614952087402344,544,101,485,206,8.449999809265137,66.53543853759766,161.05239868164063,32.099998474121094,19.399999618530273,12.69999885559082,27.433332443237305,25.633333206176758
Icterus auratus,11,2023,5566523308,"c(-89.473595, 20.868605)",20.868605,-89.473595,16,1027,25.791667938232422,27.900001525878906,23,990,171,23,71.29064178466797,484,74,240,96,13.416667938232422,66.41914367675781,203.46807861328125,35.900001525878906,15.699999809265137,20.200000762939453,27.100000381469727,25.416667938232422
Icterus auratus,7,2018,5566356413,"c(-89.8414, 21.245684)",21.245684,-89.8414,2,1028,26.054166793823242,27.866666793823242,23.433332443237305,657,124,16,65.28182220458984,292,55,212,87,10.191666603088379,66.6122055053711,185.69842529296875,33.5,18.200000762939453,15.299999237060547,27.200000762939453,25.25
Icterus auratus,6,2024,5566169542,"c(-89.62904, 21.154066)",21.154066,-89.62904,6,1029,25.954166412353516,27.950000762939453,23.233333587646484,813,145,21,62.75613021850586,354,69,269,107,11.875000953674316,65.97222137451172,195.279052734375,34.900001525878906,16.899999618530273,18.000001907348633,27.28333282470703,25.483333587646484
Icterus auratus,12,2024,5566159730,"c(-87.37828, 20.37356)",20.37356,-87.37828,17,1030,25.77083396911621,27.549999237060547,23.433334350585938,1239,204,37,53.95339584350586,523,131,392,184,10.508333206176758,69.13377380371094,171.0589599609375,32.79999923706055,17.600000381469727,15.19999885559082,26.950000762939453,24.816665649414063
Icterus auratus,1,2024,5565835344,"c(-88.15801, 21.599127)",21.599127,-88.15801,1,1031,25.700000762939453,27.433334350585938,23.25,729,122,17,53.19816207885742,297,71,253,121,11.066666603088379,70.94017028808594,175.83567810058594,33,17.399999618530273,15.600000381469727,26.933334350585938,24.850000381469727
Icterus auratus,6,2016,5565061896,"c(-90.548744, 19.795723)",19.795723,-90.548744,47,1032,26.412500381469727,28.58333396911621,23.616666793823242,1170,231,16,84.8170166015625,622,54,256,81,12.125,64.49468231201172,204.5518798828125,36,17.200000762939453,18.799999237060547,27.683332443237305,25.950000762939453
Icterus auratus,2,2011,5564984415,"c(-87.59062, 19.810558)",19.810558,-87.59062,8,1033,26.133333206176758,27.78333282470703,23.950000762939453,1265,198,36,52.63776397705078,522,129,403,186,10.416666030883789,70.38288116455078,160.68511962890625,33,18.200000762939453,14.799999237060547,27.233333587646484,25.28333282470703
Icterus auratus,3,2024,5564575820,"c(-89.97725, 21.179695)",21.179695,-89.97725,2,1034,26.14583396911621,27.933334350585938,23.566665649414063,616,118,13,69.60687255859375,280,46,209,71,10.375,67.8104476928711,182.97364807128906,33.70000076293945,18.399999618530273,15.30000114440918,27.28333282470703,25.33333396911621
Icterus auratus,12,2010,5564574772,"c(-90.454056, 20.699154)",20.699154,-90.454056,1,1035,26.41666603088379,28.066665649414063,24.03333282470703,812,153,8,84.50557708740234,423,32,311,64,11.383333206176758,71.14582824707031,170.15145874023438,34.29999923706055,18.299999237060547,16,27.866666793823242,25.600000381469727
Icterus auratus,8,2024,5564558643,"c(-89.87276, 21.038965)",21.038965,-89.87276,5,1036,26.070833206176758,28.049999237060547,23.383333206176758,826,150,18,69.29645538330078,387,60,290,89,12.208333969116211,66.71220397949219,193.53717041015625,35.099998474121094,16.799999237060547,18.299999237060547,27.399999618530273,25.633333206176758
Icterus auratus,3,2024,5564450969,"c(-89.614555, 21.046942)",21.046942,-89.614555,7,1037,26.054166793823242,28.066665649414063,23.33333396911621,911,159,22,67.52024841308594,426,69,214,102,12.691666603088379,66.44852447509766,196.77462768554688,35.599998474121094,16.5,19.099998474121094,27.350000381469727,25.616666793823242
Icterus auratus,6,1999,5564344439,"c(-90.41343, 20.08884)",20.08884,-90.41343,6,1038,26.579166412353516,28.600000381469727,23.850000381469727,1079,214,16,83.34856414794922,565,53,398,71,12.308333396911621,66.53153228759766,196.47413635253906,35.79999923706055,17.299999237060547,18.5,27.933334350585938,26.016666412353516
Icterus auratus,8,2024,5564276943,"c(-89.52755, 20.897573)",20.897573,-89.52755,14,1039,25.83333396911621,27.933334350585938,23.049999237060547,992,171,23,71.59049987792969,486,73,239,94,13.283333778381348,66.41666412353516,202.2412567138672,35.900001525878906,15.899999618530273,20.000001907348633,27.133333206176758,25.433334350585938
Icterus auratus,6,2024,5564110250,"c(-87.49212, 20.260523)",20.260523,-87.49212,9,1040,25.72916603088379,27.433334350585938,23.450000762939453,1206,195,38,51.45752716064453,494,131,374,198,10.941666603088379,70.1388931274414,166.45306396484375,32.79999923706055,17.200000762939453,15.599998474121094,26.849998474121094,24.850000381469727
Icterus auratus,3,2024,5563134340,"c(-87.08691, 20.628105)",20.628105,-87.08691,9,1042,26.233333587646484,28.266666412353516,23.700000762939453,1336,217,36,53.4883918762207,562,139,416,202,9.84999942779541,65.231781005859375,188.50286865234375,33.20000076293945,18.100000381469727,15.100000381469727,27.5,25.200000762939453
Icterus auratus,7,2018,5563010355,"c(-88.56764, 20.684727)",20.684727,-88.56764,32,1043,25.8125,27.78333282470703,23.25,1217,207,31,64.700958251953125,559,106,433,122,14.091667175292969,70.10779571533203,187.54544067382813,35.70000076293945,15.600000381469727,20.100000381469727,27.21666717529297,23.916667938232422
Icterus auratus,3,2024,5563007558,"c(-87.046715, 20.86298)",20.86298,-87.046715,13,1044,25.758333206176758,27.91666603088379,23.100000381469727,1300,200,43,48.57878112792969,530,149,406,209,10.383333206176758,64.89582824707031,199.31512451171875,33.20000076293945,17.200000762939453,16,27.183334350585938,24.549999237060547
Icterus auratus,2,2024,5562945204,"c(-87.73714, 20.488987)",20.488987,-87.73714,13,1045,25.379165649414063,27.266666412353516,22.883333206176758,1151,189,42,55.670108795166016,500,129,410,140,12.541666030883789,71.25946807861328,182.47613525390625,33.5,15.899999618530273,17.600000381469727,26.600000381469727,24.383333206176758
Icterus auratus,2,2024,5562944854,"c(-89.67262, 21.064974)",21.064974,-89.67262,7,1046,25.97083282470703,27.96666717529297,23.28333282470703,888,156,21,67.05583190917969,412,68,313,100,12.291666030883789,66.441436767578125,194.92955017089844,35.20000076293945,16.700000762939453,18.5,27.28333282470703,25.53333282470703
Icterus auratus,2,2024,5562944850,"c(-87.07867, 20.618921)",20.618921,-87.07867,10,1047,26.299999237060547,28.350000381469727,23.78333282470703,1339,219,35,54.444820404052734,569,138,419,196,9.850000381469727,65.66667175292969,188.83616638183594,33.20000076293945,18.200000762939453,15,27.566667556762695,25.25
Icterus auratus,12,2024,5562737925,"c(-87.4487, 20.204432)",20.204432,-87.4487,6,1048,25.941667556762695,27.600000381469727,23.733333587646484,1180,203,35,55.854270935058594,497,121,370,172,10.533332824707031,70.693511962890625,160.309814453125,32.79999923706055,17.899999618530273,14.899999618530273,27.016666412353516,25.100000381469727
Icterus auratus,11,2024,5562521454,"c(-87.25862, 20.477188)",20.477188,-87.25862,8,1049,25.90416717529297,27.80000114440918,23.46666717529297,1278,213,36,56.31697082519531,553,132,410,174,10.241666793823242,66.938995361328125,180.22030639648438,32.900001525878906,17.600000381469727,15.30000114440918,27.116666793823242,24.933334350585938
Icterus auratus,2,2024,5561590900,"c(-86.863686, 20.989948)",20.989948,-86.863686,7,1050,26.179166793823242,28.383333206176758,23.53333282470703,1252,195,40,48.685768127441406,509,140,390,196,9.991666793823242,64.46236419677734,199.95974731445313,33.5,18,15.5,27.58333396911621,24.96666717529297
Icterus auratus,1,2024,5561301664,"c(-87.02925, 20.686874)",20.686874,-87.02925,9,1051,26.15833282470703,28.25,23.616666793823242,1336,213,36,53.33057403564453,566,138,417,199,9.566666603088379,64.63964080810547,191.41616821289063,33.099998474121094,18.299999237060547,14.799999237060547,27.433332443237305,25.066665649414063
Icterus auratus,12,2024,5561151764,"c(-88.20807, 20.745129)",20.745129,-88.20807,26,1052,25.808334350585938,27.766666412353516,23.316667556762695,1182,196,32,63.50194549560547,532,109,427,113,14.050000190734863,71.319793701171875,184.45045471191406,35.400001525878906,15.699999809265137,19.700000762939453,27.33333396911621,23.899999618530273
Icterus auratus,4,2024,5560989254,"c(-86.81653, 21.152248)",21.152248,-86.81653,1,1053,26.412500381469727,28.58333396911621,23.799999237060547,1233,193,39,48.224525451660156,495,137,395,193,10.475000381469727,66.29747009277344,197.83058166503906,33.79999923706055,18,15.799999237060547,27.866666793823242,25.133333206176758
Icterus auratus,1,2022,5560769747,"c(-90.375336, 20.891472)",20.891472,-90.375336,3,1054,26.512500762939453,28.233333587646484,24.03333282470703,721,137,8,79.083282470703125,367,37,263,70,11.241666793823242,70.260406494140625,175.64329528808594,34.400001525878906,18.399999618530273,16.000001907348633,27.94999885559082,25.766666412353516
Icterus auratus,1,2009,5560760480,"c(-89.4903, 21.31481)",21.31481,-89.4903,0,1055,25.899999618530273,27.78333282470703,23.166667938232422,710,134,19,63.32004928588867,309,69,227,94,10.466667175292969,66.244720458984375,192.77871704101563,33.70000076293945,17.899999618530273,15.80000114440918,27.066665649414063,25.100000381469727
Icterus auratus,4,2019,5560666992,"c(-89.38177, 21.331205)",21.331205,-89.38177,0,1056,25.89583396911621,27.766666412353516,23.200000762939453,719,136,17,64.96378326416016,315,68,238,92,11.091666221618652,67.6321029663086,191.25729370117188,33.900001525878906,17.5,16.400001525878906,27.049999237060547,25.116666793823242
Icterus auratus,3,2017,5560522363,"c(-87.306244, 20.410322)",20.410322,-87.306244,3,1057,25.941667556762695,27.80000114440918,23.600000381469727,1256,211,36,55.94352340698242,540,130,401,176,10.15000057220459,67.66666412353516,174.22340393066406,32.900001525878906,17.899999618530273,15.000001907348633,27.116666793823242,24.96666717529297
Icterus auratus,5,2019,5560024001,"c(-87.4032, 21.34124)",21.34124,-87.4032,18,1058,25.041667938232422,27.03333282470703,22.366666793823242,1198,198,35,54.352230072021484,495,124,452,157,12.433333396911621,69.4599609375,197.86167907714844,33.5,15.600000381469727,17.899999618530273,26.96666717529297,23.78333282470703
Icterus auratus,10,2024,5559811647,"c(-89.58855, 20.58043)",20.58043,-89.58855,15,1059,25.787500381469727,28,22.96666717529297,1097,193,25,72.07951354980469,540,86,270,93,14.324999809265137,66.93925476074219,207.0696563720703,36.599998474121094,15.199999809265137,21.39999771118164,27.049999237060547,23.850000381469727
Icterus auratus,6,2004,5559424000,"c(-87.74368, 19.717587)",19.717587,-87.74368,6,1060,26.27083396911621,27.933334350585938,24.016666412353516,1266,203,37,52.848995208740234,524,130,420,176,11.091666221618652,70.6475601196289,164.54425048828125,33.599998474121094,17.899999618530273,15.69999885559082,27.399999618530273,25.399999618530273
Icterus auratus,4,2018,5559380859,"c(-87.36541, 20.320362)",20.320362,-87.36541,9,1061,25.912500381469727,27.649999618530273,23.66666603088379,1222,208,35,56.003990173339844,522,125,387,174,10.291666030883789,69.07158660888672,165.43502807617188,32.79999923706055,17.899999618530273,14.899999618530273,27.03333282470703,25.016666412353516
Icterus auratus,3,2024,5559328960,"c(-89.38331, 20.719666)",20.719666,-89.38331,18,1062,25.745832443237305,27.883333206176758,22.950000762939453,1015,174,23,71.57784271240234,497,80,254,91,13.808333396911621,67.03074645996094,204.02157592773438,36.099998474121094,15.5,20.599998474121094,27.03333282470703,23.816667556762695
Icterus auratus,7,2017,5559293996,"c(-88.27933, 18.274014)",18.274014,-88.27933,9,1063,26.087499618530273,27.683332443237305,23.75,1376,225,27,58.022159576416016,543,103,512,209,8.791666030883789,66.6035385131836,166.0520782470703,32.099998474121094,18.899999618530273,13.19999885559082,27.233333587646484,25.383333206176758
Icterus auratus,3,2018,5559216419,"c(-88.16534, 18.334349)",18.334349,-88.16534,11,1064,26.3125,27.849998474121094,24.08333396911621,1346,223,24,58.20511245727539,545,99,481,202,8.341666221618652,66.2037124633789,160.03016662597656,32.099998474121094,19.5,12.599998474121094,27.433332443237305,25.616666793823242
Icterus auratus,7,2024,5559183176,"c(-89.822014, 21.199213)",21.199213,-89.822014,1,1065,26.09166717529297,28,23.41666603088379,693,130,17,66.66655731201172,309,57,231,83,10.933333396911621,66.26262664794922,190.6190185546875,34.20000076293945,17.700000762939453,16.5,27.133333206176758,25.399999618530273
Icterus auratus,11,2024,5559180237,"c(-88.14559, 21.599197)",21.599197,-88.14559,3,1066,25.6875,27.433334350585938,23.19999885559082,723,122,17,53.464996337890625,296,71,251,118,11.125,70.85987091064453,177.57362365722656,33,17.299999237060547,15.700000762939453,26.91666603088379,24.866666793823242
Icterus auratus,12,2024,5558712368,"c(-90.36778, 20.892588)",20.892588,-90.36778,2,1067,26.487499237060547,28.233333587646484,23.983333587646484,719,136,9,78.32360076904297,364,38,262,70,11.274999618530273,70.03104400634766,177.2661895751953,34.400001525878906,18.299999237060547,16.10000228881836,27.933332443237305,25.733333587646484
Icterus auratus,5,2017,5558484100,"c(-90.55383, 19.743774)",19.743774,-90.55383,4,1068,26.608333587646484,28.799999237060547,23.78333282470703,1189,233,16,84.92276763916016,633,53,258,84,12.216666221618652,64.63844299316406,207.03350830078125,36.20000076293945,17.299999237060547,18.900001525878906,27.899999618530273,26.16666603088379
Icterus auratus,1,2009,5558119030,"c(-89.46099, 21.01333)",21.01333,-89.46099,11,1069,25.858333587646484,27.933332443237305,23.100000381469727,923,162,22,68.47547149658203,437,73,222,98,12.983333587646484,66.5811996459961,200.36138916015625,35.599998474121094,16.100000381469727,19.499998092651367,27.16666603088379,25.433332443237305
Icterus auratus,1,2015,5557809218,"c(-89.56844, 20.825098)",20.825098,-89.56844,13,1070,25.820833206176758,27.950000762939453,23.049999237060547,1026,177,24,72.3133773803711,507,76,247,94,13.52500057220459,66.9554443359375,202.680419921875,36,15.800000190734863,20.200000762939453,27.100000381469727,25.450000762939453
Icterus auratus,11,2024,5557735632,"c(-87.454094, 20.19811)",20.19811,-87.454094,11,1071,25.91666603088379,27.566665649414063,23.71666717529297,1182,203,35,55.9139289855957,499,121,371,172,10.549999237060547,70.33332824707031,160.48692321777344,32.79999923706055,17.799999237060547,15,27,25.08333396911621
Icterus auratus,3,2024,5557557139,"c(-87.478, 20.016161)",20.016161,-87.478,1,1072,26.212499618530273,27.866666793823242,24.049999237060547,1208,202,34,56.5121955871582,514,122,386,165,10.158333778381348,70.0574722290039,159.64630126953125,33,18.5,14.5,27.33333396911621,25.28333282470703
Icterus auratus,2,2017,5556812285,"c(-87.0749, 20.62905)",20.62905,-87.0749,8,1073,26.329166412353516,28.366666793823242,23.799999237060547,1339,218,36,53.599098205566406,564,140,416,202,9.891666412353516,65.50773620605469,188.43203735351563,33.29999923706055,18.200000762939453,15.099998474121094,27.600000381469727,25.28333282470703
Icterus auratus,3,2024,5556776092,"c(-87.69918, 18.733482)",18.733482,-87.69918,9,1074,26.58333396911621,28.049999237060547,24.5,1395,219,29,54.137935638427734,585,116,420,229,8.550000190734863,68.95161437988281,149.73208618164063,32.5,20.100000381469727,12.399999618530273,26.78333282470703,25.899999618530273
Icterus auratus,3,2022,5555909105,"c(-87.3417, 20.373274)",20.373274,-87.3417,13,1075,25.862499237060547,27.66666603088379,23.549999237060547,1242,208,36,55.13897705078125,529,129,393,179,10.291666030883789,68.6111068725586,170.04176330566406,32.79999923706055,17.799999237060547,15,27.016666412353516,24.91666603088379
Icterus auratus,10,2021,5555561971,"c(-89.616356, 21.258345)",21.258345,-89.616356,0,1076,25.987499237060547,27.849998474121094,23.299999237060547,712,132,21,61.65022277832031,306,70,222,99,10.574999809265137,66.09375,189.893798828125,33.79999923706055,17.799999237060547,16,27.100000381469727,25.25
Icterus auratus,2,2018,5555437453,"c(-89.64288, 20.320204)",20.320204,-89.64288,52,1077,25.445833206176758,27.683334350585938,22.516666412353516,1079,204,23,71.90812683105469,518,84,282,84,14.608333587646484,66.401519775390625,213.8017120361328,36.5,14.5,22,26.78333282470703,23.433332443237305
Icterus auratus,4,2010,5554842254,"c(-87.33347, 20.361479)",20.361479,-87.33347,5,1078,25.9375,27.733333587646484,23.649999618530273,1236,209,36,56.005348205566406,530,128,393,172,10.208333015441895,68.97522735595703,168.83457946777344,32.79999923706055,18,14.799999237060547,27.08333396911621,24.983333587646484
Icterus auratus,12,2024,5554722051,"c(-87.297646, 20.428984)",20.428984,-87.297646,9,1079,25.891666412353516,27.75,23.53333282470703,1262,211,36,56.01726531982422,544,130,404,176,10.216667175292969,67.6600341796875,175.32870483398438,32.900001525878906,17.799999237060547,15.10000228881836,27.08333396911621,24.916667938232422
Icterus auratus,4,2018,5554535336,"c(-87.158844, 20.84523)",20.84523,-87.158844,19,1080,25.59583282470703,27.69999885559082,22.950000762939453,1290,203,42,51.68093490600586,541,146,422,186,10.841666221618652,66.51329803466797,196.7515411376953,33.099998474121094,16.799999237060547,16.299999237060547,27.016666412353516,24.399999618530273
Icterus auratus,10,2023,5554411555,"c(-87.45877, 20.19021)",20.19021,-87.45877,12,1081,25.929166793823242,27.583332061767578,23.75,1186,202,35,55.29563903808594,499,124,372,174,10.591667175292969,70.611114501953125,159.6367645263672,32.79999923706055,17.799999237060547,15,27.016666412353516,25.08333396911621
Icterus auratus,6,2016,5553351675,"c(-86.82412, 21.200523)",21.200523,-86.82412,4,1082,26.149999618530273,28.33333396911621,23.53333282470703,1218,193,38,49.0202522277832,492,136,397,184,10.200000762939453,65.80645751953125,198.5057830810547,33.5,18,15.5,27.616666793823242,24.850000381469727
Icterus auratus,11,2014,5553333115,"c(-88.13118, 21.470243)",21.470243,-88.13118,4,1083,25.787500381469727,27.516666412353516,23.299999237060547,933,156,23,55.72359848022461,387,88,295,142,12.641667366027832,71.421844482421875,177.66319274902344,34.20000076293945,16.5,17.700000762939453,26.883333206176758,25.099998474121094
Icterus auratus,2,2024,5553183769,"c(-86.87821, 21.001968)",21.001968,-86.87821,7,1084,26.10416603088379,28.316667556762695,23.450000762939453,1258,194,41,47.60151290893555,506,141,391,204,10.158332824707031,64.7027587890625,201.18353271484375,33.5,17.799999237060547,15.700000762939453,27.53333282470703,24.883333206176758
Icterus auratus,4,2016,5552749175,"c(-90.37924, 19.940128)",19.940128,-90.37924,6,1085,26.524999618530273,28.633333206176758,23.71666717529297,1151,232,17,82.6885986328125,602,58,411,81,12.483333587646484,65.701751708984375,204.51161193847656,36,17,19,27.883333206176758,26.016666412353516
Icterus auratus,4,2024,5552740513,"c(-87.338066, 20.356998)",20.356998,-87.338066,3,1086,25.945833206176758,27.733333587646484,23.649999618530273,1235,210,35,56.296730041503906,530,126,392,173,10.191666603088379,68.86261749267578,169.30953979492188,32.79999923706055,18,14.799999237060547,27.08333396911621,25
Icterus auratus,1,2024,5552604716,"c(-88.15271, 18.345339)",18.345339,-88.15271,10,1087,26.299999237060547,27.849998474121094,24.049999237060547,1346,223,24,57.99863815307617,546,101,479,202,8.333333015441895,66.1375732421875,161.6674346923828,32.099998474121094,19.5,12.599998474121094,27.433332443237305,25.616666793823242
Icterus auratus,8,2022,5552263952,"c(-89.78773, 20.410702)",20.410702,-89.78773,55,1088,25.64583396911621,27.83333396911621,22.766666412353516,1115,199,24,72.9031982421875,544,83,285,85,14.291666984558105,66.78348541259766,209.53907775878906,36.400001525878906,15,21.400001525878906,26.96666717529297,23.649999618530273
Icterus auratus,11,2024,5552183184,"c(-90.45389, 20.699238)",20.699238,-90.45389,1,1089,26.41666603088379,28.066665649414063,24.03333282470703,812,153,8,84.50557708740234,423,32,311,64,11.383333206176758,71.14582824707031,170.15145874023438,34.29999923706055,18.299999237060547,16,27.866666793823242,25.600000381469727
Icterus auratus,11,2024,5551778466,"c(-87.133965, 20.687328)",20.687328,-87.133965,15,1090,25.825000762939453,27.899999618530273,23.25,1333,208,41,51.74785232543945,559,147,420,203,10.200000762939453,65.80644989013672,192.35975646972656,33,17.5,15.5,27.149999618530273,24.683334350585938
Icterus auratus,12,2024,5551750390,"c(-86.960625, 20.491545)",20.491545,-86.960625,9,1091,26.379165649414063,28.350000381469727,23.983333587646484,1444,242,32,52.78392028808594,598,148,428,247,8.191666603088379,62.53180694580078,179.7530975341797,32.5,19.399999618530273,13.100000381469727,27.616666793823242,25.266666412353516
Icterus auratus,1,2004,5550505824,"c(-87.6309, 18.976353)",18.976353,-87.6309,6,1092,26.512500762939453,28.03333282470703,24.450000762939453,1397,215,33,52.66393280029297,574,124,425,223,8.841667175292969,69.61943054199219,150.4104461669922,32.599998474121094,19.899999618530273,12.69999885559082,26.78333282470703,25.683334350585938
