species,decimalLatitude,decimalLongitude,month,year,gbifID
Icterus auratus,20.3484,-87.57766,2,2022,4342724658
Icterus auratus,20.495737,-87.73052,2,1987,4341657146
Icterus auratus,20.608671,-90.08832,9,2022,4341580724
Icterus auratus,20.705648,-87.04506,1,2022,4341103057
Icterus auratus,20.3473,-87.34003,12,2022,4340828923
Icterus auratus,20.195345,-87.4402,2,1987,4340240380
Icterus auratus,21.01578,-89.70713,2,2022,4339339571
Icterus auratus,20.870532999999998,-89.63959,2,2022,4337945517
Icterus auratus,20.457613,-87.393036,4,2022,4337464953
Icterus auratus,20.942081,-89.132904,9,2022,4337385287
Icterus auratus,21.05647,-89.28788,10,2021,4337274200
Icterus auratus,20.91485,-86.87228,7,2022,4336887423
Icterus auratus,19.47693,-88.06685,5,2022,4336609708
Icterus auratus,20.20034,-87.499916,2,2022,4336588218
Icterus auratus,20.202375,-87.44902,5,2022,4336281836
Icterus auratus,20.202192,-87.461555,5,2022,4336279930
Icterus auratus,21.570852,-88.1266,1,2019,4336246418
Icterus auratus,20.866665,-87.07796,3,2022,4335148113
Icterus auratus,18.789167,-90.65372,4,2022,4334581143
Icterus auratus,20.375332,-87.34151,1,2020,4334541893
Icterus auratus,18.610376,-87.76093,11,2022,4334397542
Icterus auratus,21.297493,-88.27232,4,2022,4333902773
Icterus auratus,19.743095,-88.71492,3,2022,4333819084
Icterus auratus,19.938238,-90.378784,4,2022,4333650691
Icterus auratus,21.27662,-89.64382,11,2022,4332648194
Icterus auratus,17.978647,-87.95118,5,2022,4331796873
Icterus auratus,20.368593,-87.34014,3,2022,4331211625
Icterus auratus,20.841251,-90.192795,2,2022,4331122648
Icterus auratus,21.002054,-86.87829,3,2022,4331121532
Icterus auratus,21.185171,-89.97912,2,2022,4330539601
Icterus auratus,20.00195,-87.81085,1,2020,4330309570
Icterus auratus,21.255795,-86.945076,10,2022,4329627826
Icterus auratus,20.205408,-89.661514,3,2022,4329546299
Icterus auratus,19.872934,-90.483376,2,2022,4328094189
Icterus auratus,21.446531,-88.137794,3,2022,4327958874
Icterus auratus,20.554186,-87.16115,6,2022,4327507994
Icterus auratus,19.902788,-88.80659,2,2022,4327502366
Icterus auratus,20.786022,-89.59317,5,2022,4327204418
Icterus auratus,20.076267,-87.615974,2,2022,4327064551
Icterus auratus,20.662048,-87.04649,11,2022,4326810455
Icterus auratus,18.18982,-92.112595,2,2022,4326073915
Icterus auratus,21.225998,-86.72881,6,2022,4325406114
Icterus auratus,21.605707,-88.057,12,2022,4324217490
Icterus auratus,20.359737,-89.76838,10,2022,4324101553
Icterus auratus,18.403303,-88.47099,5,2022,4323298589
Icterus auratus,21.398594,-87.336174,5,2022,4323160373
Icterus auratus,19.793121,-90.60293,11,2022,4323142725
Icterus auratus,18.09657,-88.24788,12,2022,4322899032
Icterus auratus,18.409355,-89.89874,3,2022,4322176738
Icterus auratus,20.805445,-89.62925,4,2022,4321864785
Icterus auratus,19.8406,-90.52763,2,2022,4321726531
Icterus auratus,19.59053,-88.01971,2,2022,4321528800
Icterus auratus,20.87178,-89.46534,10,2022,4321170317
Icterus auratus,20.091343,-87.60764,1,2013,4320717162
Icterus auratus,20.636784,-87.05894,12,2021,4320213696
Icterus auratus,20.870855,-87.07985,2,2022,4319456700
Icterus auratus,21.34191,-87.75384,2,2022,4319349539
Icterus auratus,21.30048,-88.28479,1,2022,4318937025
Icterus auratus,20.887487,-89.067474,11,2022,4317858810
Icterus auratus,21.567167,-88.17556,1,2022,4316863684
Icterus auratus,20.701263,-87.20728,1,2022,4316600261
Icterus auratus,20.842813,-86.908394,12,2022,4316557452
Icterus auratus,20.09682,-87.60844,2,2022,4314862822
Icterus auratus,20.197819,-87.47725,3,2022,4313974489
Icterus auratus,18.444654,-88.3152,5,2022,4311694566
Icterus auratus,19.63913,-90.43785,9,2022,4310876276
Icterus auratus,19.589243,-88.048645,1,2017,4310140109
Icterus auratus,18.660864,-88.76739,5,2005,4310136713
Icterus auratus,21.34901,-89.16951,1,2022,4309537865
Icterus auratus,21.185225,-89.97723,2,2022,4308228216
Icterus auratus,20.784021,-88.54827,1,2022,4307553451
Icterus auratus,18.460016,-89.30559,5,2005,4307497241
Icterus auratus,20.677408,-88.56705,3,2016,4307403005
Icterus auratus,20.415094,-87.31016,4,1985,4307274075
Icterus auratus,21.121119,-88.15932,2,2022,4307165584
Icterus auratus,21.184744,-87.64266,1,2022,4305957825
Icterus auratus,20.464573,-88.22303,8,2022,4305169896
Icterus auratus,20.347097,-87.339935,12,2022,4304556444
Icterus auratus,20.683142,-87.028786,2,2022,4303570410
Icterus auratus,20.201977,-87.46451,12,2022,4303455234
Icterus auratus,20.09078,-87.596085,4,1995,4302495660
Icterus auratus,21.032862,-89.480950000000007,1,2022,4302064735
Icterus auratus,20.59659,-90.08282,9,2022,4302019385
Icterus auratus,20.310339,-90.05,2,2022,4301481657
Icterus auratus,18.223667,-88.35296,1,2022,4301048565
Icterus auratus,20.350504,-89.775024,10,2022,4300751426
Icterus auratus,21.460974,-87.707405,12,2022,4300662153
Icterus auratus,18.61423,-88.426544,1,2022,4300135870
Icterus auratus,20.219234,-87.46482,4,2016,4299434892
Icterus auratus,21.157999,-88.17275,2,2022,4299286269
Icterus auratus,20.700916,-87.049614,1,2022,4298660780
Icterus auratus,20.990112,-89.80682,2,2022,4298474855
Icterus auratus,18.715101,-88.37856,5,2005,4297818740
Icterus auratus,20.36461,-89.76921,12,2022,4297726091
Icterus auratus,18.712765,-87.70997,1,2022,4297266477
Icterus auratus,21.001375,-89.58064,5,2022,4296952562
Icterus auratus,20.067366,-87.5842,1,2022,4296346644
Icterus auratus,20.592436,-88.456055,2,2022,4295984891
Icterus auratus,20.706907,-88.73074,1,2022,4295948768
Icterus auratus,21.03858,-89.59305,1,2022,4295489139
Icterus auratus,20.629461,-89.46049,10,2022,4295413648
Icterus auratus,20.86493,-90.06288,1,2022,4294794535
Icterus auratus,20.786274,-89.590126,9,2022,4294300290
Icterus auratus,21.274958,-87.349174,5,2022,4294262202
Icterus auratus,20.653063,-87.04323,10,2022,4290546992
Icterus auratus,20.490284,-87.73069,3,2003,4290355936
Icterus auratus,18.084333,-88.290054,5,2022,4288843915
Icterus auratus,20.83166,-89.55636,5,2022,4288733635
Icterus auratus,18.221579,-88.22156,5,2022,4288658973
Icterus auratus,21.182577,-89.98103,1,2022,4288614778
Icterus auratus,18.105392,-89.81001,6,2022,4288552022
Icterus auratus,20.42761,-87.311104,2,2022,4288078717
Icterus auratus,20.705229,-88.24119,5,2022,4288063590
Icterus auratus,20.636536,-88.33568,11,2022,4287604876
Icterus auratus,21.440025,-87.980156,1,2022,4287412581
Icterus auratus,20.358484,-89.76888,12,2022,4287324094
Icterus auratus,20.219141,-87.46477,1,2022,4286767033
Icterus auratus,20.863827,-86.91499,1,2022,4286660238
Icterus auratus,18.784441,-90.65585,5,2022,4286091588
Icterus auratus,21.517847,-87.70526,10,2022,4285724264
Icterus auratus,20.695168,-88.20528,4,2022,4285298794
Icterus auratus,20.6492,-89.71764,1,2022,4283963298
Icterus auratus,20.49451,-87.736496,5,2003,4283652135
Icterus auratus,21.28,-89.63,9,2022,4283456740
Icterus auratus,20.598982,-88.15411,11,2022,4283259312
Icterus auratus,18.263327,-88.26844,6,2022,4282837011
Icterus auratus,20.863853,-87.055885,12,2022,4282508207
Icterus auratus,20.494577,-87.73646,6,2012,4281762103
Icterus auratus,20.551197,-89.280975,3,2022,4281507844
Icterus auratus,18.680815,-88.3919,11,2022,4280985517
Icterus auratus,20.970966,-89.63167,1,2022,4278912313
Icterus auratus,18.712063,-88.365265,10,2022,4277467053
Icterus auratus,19.804417,-88.74684,3,2022,4277241862
Icterus auratus,18.81893,-90.64564,5,2022,4276918119
Icterus auratus,20.897635,-87.526825,10,1991,4276613166
Icterus auratus,20.65065,-88.280045,5,2022,4275966519
Icterus auratus,20.477896,-87.25322,11,2022,4275869160
Icterus auratus,17.938183,-87.95097,11,2022,4275864059
Icterus auratus,18.639307,-88.75921,5,2005,4275082307
Icterus auratus,20.19216,-87.52653,7,2022,4274890244
Icterus auratus,20.871883,-87.08706,12,2022,4274549205
Icterus auratus,20.077324,-87.615746,4,2022,4274508858
Icterus auratus,20.815315,-87.331085,6,2022,4274439785
Icterus auratus,20.62352,-88.46104,12,2022,4274200317
Icterus auratus,21.571104,-88.13183,6,2009,4273563217
Icterus auratus,18.301607,-89.40552,4,2015,4273403537
Icterus auratus,18.25438,-92.09102,11,2022,4272775396
Icterus auratus,21.351017,-87.42809,6,2022,4272721081
Icterus auratus,18.657888,-88.40284,12,2022,4272535798
Icterus auratus,20.861097,-90.401,1,2007,4271861043
Icterus auratus,19.742054,-90.5605,8,2022,4271699378
Icterus auratus,19.873909,-90.47684,9,2022,4271397722
Icterus auratus,20.2148,-87.42883,6,2009,4271247394
Icterus auratus,20.819859,-87.503426,4,2022,4270571959
Icterus auratus,20.870457,-87.08723,5,2022,4269808390
Icterus auratus,20.404804,-87.30974,4,2022,4269592401
Icterus auratus,21.012571,-86.8561,6,2009,4269569046
Icterus auratus,21.285,-87.652,3,2022,4268644066
Icterus auratus,21.520515,-87.7206,5,2022,4268602755
Icterus auratus,20.651432,-87.09996,4,2022,4268302470
Icterus auratus,21.056522,-89.28777,10,2022,4267291391
Icterus auratus,20.775396,-86.94504,2,2022,4266635349
Icterus auratus,20.217854,-87.478966,11,2021,4266074196
Icterus auratus,20.932203,-90.373726,8,2022,4265997242
Icterus auratus,21.308874,-87.36753,11,2022,4265640640
Icterus auratus,20.172508,-87.55206,8,2022,4265165210
Icterus auratus,18.08956,-87.88367,5,2022,4265086633
Icterus auratus,19.654928,-90.42688,9,2022,4263827585
Icterus auratus,18.331537,-88.409836,4,2022,4263799023
Icterus auratus,20.202415,-87.461205,12,2022,4263470871
Icterus auratus,18.80294,-90.649864,5,2022,4262657857
Icterus auratus,20.681189,-90.21302,4,2022,4260951815
Icterus auratus,20.367495,-87.3344,12,2012,4260660783
Icterus auratus,18.420336,-88.40742,5,2022,4259786509
Icterus auratus,20.772943,-89.20882,6,2022,4259003963
Icterus auratus,20.612715,-87.085434,12,2021,4258944671
Icterus auratus,21.56839,-88.17339,12,2022,4257975746
Icterus auratus,18.780127,-90.64483,10,2022,4257276647
Icterus auratus,21.37025,-88.12739,10,2018,4256960199
Icterus auratus,21.331745,-89.35849,12,2019,4256480115
Icterus auratus,20.606346,-87.11029,6,2022,4255268402
Icterus auratus,21.135187,-89.51368,1,2018,4255127763
Icterus auratus,20.934732,-89.029785,12,2022,4254332314
Icterus auratus,20.529125,-87.2021,1,2022,4254269530
Icterus auratus,21.295588,-89.60368,2,2022,4254094623
Icterus auratus,19.878832,-88.775604,8,2022,4252670678
Icterus auratus,20.453192,-86.98775,5,2000,4252267297
Icterus auratus,20.662052,-87.04161,4,2022,4251919142
Icterus auratus,20.755413,-89.189964,10,2021,4251459511
Icterus auratus,21.118721,-86.83148,4,2022,4250365808
Icterus auratus,21.516682,-87.67486,5,2022,4250182085
Icterus auratus,21.401611,-87.87755,11,2022,4249560920
Icterus auratus,20.287807,-87.39953,5,2022,4249263822
Icterus auratus,20.39913,-87.33561,4,2022,4248351362
Icterus auratus,20.58979,-88.154655,10,2019,4246979871
Icterus auratus,21.31743,-86.92691,5,2018,4246725060
Icterus auratus,20.850203,-87.673584,4,2022,4245085713
Icterus auratus,19.509584,-90.449234,1,2022,4244771998
Icterus auratus,20.522877,-87.23917,3,2019,4243797251
Icterus auratus,19.583,-88.0301,6,2022,4243530330
Icterus auratus,21.565609,-88.08744,2,2022,4243367230
Icterus auratus,20.616447,-87.088554,6,2009,4243047774
Icterus auratus,20.436163,-87.286316,11,2022,4242550460
Icterus auratus,21.57234,-88.16476,7,2022,4242376684
Icterus auratus,21.067162,-89.285805,10,2022,4242240292
Icterus auratus,19.476173,-88.05432,1,2020,4240720358
Icterus auratus,20.424599,-87.30819,1,2021,4240476807
Icterus auratus,20.99649,-86.85873,7,2022,4240354538
Icterus auratus,20.653103,-87.05042,3,2022,4239366342
Icterus auratus,20.61709,-87.092636,10,2022,4239065785
Icterus auratus,18.511518,-87.75827,4,2022,4238361626
Icterus auratus,18.45006,-88.30622,10,2022,4238307634
Icterus auratus,20.998177,-89.57129,5,2022,4238188747
Icterus auratus,21.421389,-88.102196,10,2018,4237974038
Icterus auratus,19.759161,-90.5066,10,2022,4236891191
Icterus auratus,18.339355,-88.52318,10,2022,4236101197
Icterus auratus,21.058302,-89.28748,10,2021,4234671229
Icterus auratus,21.039436,-86.87089,9,2022,4234564063
Icterus auratus,20.87315,-86.90336,2,2021,4233645460
Icterus auratus,20.294111,-89.79433,12,2022,4232654941
Icterus auratus,18.682161,-88.282616,6,2022,4232502752
Icterus auratus,20.768503,-86.94906,2,2022,4231810618
Icterus auratus,20.294176,-89.794075,8,2022,4231485716
Icterus auratus,20.17016,-87.450195,11,2003,4231338067
Icterus auratus,20.995815,-89.66019,12,2022,4231225757
Icterus auratus,20.621162000000002,-87.07527,12,2022,4230491030
Icterus auratus,21.205433,-86.71719,10,2022,4230482764
Icterus auratus,20.768871,-86.952896,6,2018,4228868207
Icterus auratus,19.84891,-90.440994,3,1994,4228239349
Icterus auratus,20.823301,-87.33034,1,2022,4227618161
Icterus auratus,20.982204,-89.6288,12,2022,4226928995
Icterus auratus,21.358332,-88.922005,10,2022,4226728142
Icterus auratus,19.83533,-87.5404,5,2022,4226526950
Icterus auratus,21.164352,-86.823235,2,2022,4226467024
Icterus auratus,20.633512,-87.06397,2,2022,4226372440
Icterus auratus,20.39572,-87.31417,2,2022,4226337174
Icterus auratus,18.682259,-88.433014,10,2022,4226181441
Icterus auratus,18.732681,-87.699585,10,2022,4226177228
Icterus auratus,20.635075,-87.06582,11,2022,4226130757
Icterus auratus,20.651197,-87.09974,4,2022,4225812975
Icterus auratus,21.024164,-86.817215,5,2022,4225811223
Icterus auratus,21.193342,-88.16945,2,2022,4224173839
Icterus auratus,21.485876,-87.68766,4,2022,4222856314
Icterus auratus,21.020538,-89.70842,2,2022,4222826639
Icterus auratus,19.362133,-88.46017,2,2022,4221850145
Icterus auratus,20.446539,-87.3908,4,2022,4221518641
Icterus auratus,20.41579,-90.12938,4,2022,4220952276
Icterus auratus,20.502302,-87.22856,2,2022,4220823708
Icterus auratus,19.865938,-90.46135,5,2022,4220522561
Icterus auratus,20.444708,-87.28861,1,2017,4219898283
Icterus auratus,20.56106,-89.95342,6,2007,4219630099
Icterus auratus,20.419483,-87.359665,4,2022,4219487802
Icterus auratus,20.628078,-87.10432,11,2022,4218704652
Icterus auratus,18.44705,-89.10429,4,2022,4218302019
Icterus auratus,21.215662,-89.292816,8,2022,4217811990
Icterus auratus,19.74448,-89.845406,1,2022,4217029496
Icterus auratus,18.516336,-89.46646,5,2005,4216955482
Icterus auratus,20.195583,-87.46422,12,2022,4216591026
Icterus auratus,20.99964,-87.203636,3,2022,4216251451
Icterus auratus,20.757416,-89.86892,10,2022,4215996252
Icterus auratus,20.195139,-87.46306,1,2022,4215891377
Icterus auratus,21.204418,-86.83777,12,2022,4215714467
Icterus auratus,20.476858,-86.96635,3,2022,4215124366
Icterus auratus,20.992538,-89.56729,3,2022,4214355295
Icterus auratus,20.077745,-87.61527,3,2022,4214102405
Icterus auratus,18.513958,-89.46166,4,2016,4213948836
Icterus auratus,20.861595,-87.05067,2,2022,4213833349
Icterus auratus,20.581036,-89.05886,5,2020,4212537398
Icterus auratus,20.678417,-88.56643,6,1997,4211613097
Icterus auratus,18.557539,-89.94514,5,2005,4210873719
Icterus auratus,21.230124,-87.41787,2,2022,4210018282
Icterus auratus,18.264973,-88.41429,7,2022,4208883392
Icterus auratus,21.356417,-88.147835,10,2018,4208489304
Icterus auratus,19.528841,-90.69931,5,2022,4207767908
Icterus auratus,18.215218,-88.24125,3,2022,4207165864
Icterus auratus,20.898796,-87.44384,1,2022,4206237433
Icterus auratus,21.145554,-86.78819,5,2022,4205833102
Icterus auratus,20.202444,-87.4694,1,2022,4205122545
Icterus auratus,21.35264,-87.43802,1,2022,4204668305
Icterus auratus,18.72592,-88.3591,12,2022,4203543062
Icterus auratus,20.4064,-87.30852,4,2022,4203472405
Icterus auratus,21.486471,-87.69196,9,2022,4203320441
Icterus auratus,21.02973,-86.87228,1,2022,4203182486
Icterus auratus,20.498562,-87.73255,1,2019,4202768738
Icterus auratus,21.482143,-88.1319,2,2022,4199719547
Icterus auratus,20.319395,-87.357834,3,2003,4199452498
Icterus auratus,20.852264,-87.127884,2,2022,4199342843
Icterus auratus,20.811928,-86.94014,1,2022,4199163147
Icterus auratus,21.599173,-88.16328,1,2022,4198689381
Icterus auratus,20.859661,-87.115974,2,2022,4198364003
Icterus auratus,20.28109,-87.39922,11,2022,4197983817
Icterus auratus,20.191929,-87.44124,9,2022,4197600300
Icterus auratus,21.03829,-89.5246,1,2022,4197047346
Icterus auratus,19.593803,-88.01445,2,2003,4196935772
Icterus auratus,20.872,-87.087,12,2022,4196537731
Icterus auratus,20.348158,-89.7764,12,2022,4196303158
Icterus auratus,20.067219,-87.56087,1,2022,4195938839
Icterus auratus,21.282056999999998,-89.69676,2,2022,4195706017
Icterus auratus,19.629251,-88.93462,1,2022,4195595686
Icterus auratus,20.598482,-88.161934,1,2022,4194899179
Icterus auratus,20.51404,-87.285446,5,2022,4194652632
Icterus auratus,20.19735,-87.47727,11,2021,4194320524
Icterus auratus,20.40812,-87.30404,12,2022,4193049446
Icterus auratus,20.871119,-87.086136,2,2022,4192170188
Icterus auratus,19.639183,-90.43779,9,2022,4190806280
Icterus auratus,20.081728,-87.61667,2,2022,4189998147
Icterus auratus,17.934546,-87.955025,11,2022,4189625679
Icterus auratus,18.682264,-88.2833,6,2022,4189035765
Icterus auratus,20.210098,-87.475716,1,2022,4188807719
Icterus auratus,20.182611,-90.10734,8,2022,4188464481
Icterus auratus,20.402617,-87.32964,1,2022,4188323580
Icterus auratus,20.69292,-87.04768,1,2022,4187357821
Icterus auratus,20.075438,-87.60815,1,2022,4187280623
Icterus auratus,21.597107,-88.15963,1,2022,4187118774
Icterus auratus,20.489563,-87.732544,2,1987,4187009076
Icterus auratus,21.121841,-86.85361,8,2022,4186699555
Icterus auratus,18.34496,-88.15274,1,2022,4186161257
Icterus auratus,18.805412,-89.29372,1,2022,4185915860
Icterus auratus,20.676878,-88.24158,8,2022,4185114239
Icterus auratus,21.031496,-89.64643,1,2022,4185009114
Icterus auratus,20.73663,-89.298065,1,2022,4182939913
Icterus auratus,19.72291,-88.083305,2,2008,4179329856
Icterus auratus,21.23639,-89.65833,3,1989,4169284795
Icterus auratus,20.83766,-89.7884,8,2007,4169254518
Icterus auratus,19.818333,-90.365,12,1961,4168678163
Icterus auratus,21.15572,-89.64182,12,2022,4156326559
Icterus auratus,21.599287,-88.157906,12,2022,4156258027
Icterus auratus,20.212616,-87.485794,9,2019,4155952448
Icterus auratus,20.77072,-88.84223,10,2010,4155837327
Icterus auratus,20.703454,-87.017212,12,2013,4155814352
Icterus auratus,18.684307,-88.38694,3,2022,4091295871
Icterus auratus,21.154085,-89.606843,3,2022,4091260718
Icterus auratus,21.155469,-89.60733,3,2022,4091136455
Icterus auratus,20.363554,-89.766362,10,2022,4091113304
Icterus auratus,20.603047,-88.131496,12,2022,4057463897
Icterus auratus,21.073318,-86.854294,12,2022,4056715555
Icterus auratus,21.571982,-88.14452,6,2022,3905936427
Icterus auratus,20.684826,-87.103729,4,2022,3825759329
Icterus auratus,21.565136,-88.086205,2,2022,3825515132
Icterus auratus,21.191774,-86.819458,6,1992,3824008642
Icterus auratus,19.352836,-87.775192,5,2008,3822106409
Icterus auratus,20.663748,-87.032326,2,2009,3694901494
Icterus auratus,20.031328,-90.2243,12,2021,3694438041
Icterus auratus,21.155952,-86.81954,11,2021,3693826082
Icterus auratus,20.48034,-87.26386,10,2021,3693672882
Icterus auratus,20.992222,-86.85326,9,2021,3693521157
Icterus auratus,21.140194,-89.612885,11,2021,3693378934
Icterus auratus,21.04045,-86.87374,12,2021,3692958938
Icterus auratus,20.988485,-86.861916,12,2021,3692932906
Icterus auratus,18.007843,-87.91155,12,2021,3692522540
Icterus auratus,20.745401,-88.20821,11,2021,3691724625
Icterus auratus,21.08942,-89.6213,1,2020,3691298563
Icterus auratus,20.965399,-86.86248,12,2021,3691149849
Icterus auratus,20.369871,-89.766335,4,2021,3691040675
Icterus auratus,19.934162,-87.78692,10,2021,3690814294
Icterus auratus,18.72197,-87.71572,2,2013,3690549469
Icterus auratus,20.856829,-87.09004,8,2021,3690186589
Icterus auratus,19.408146,-89.77138,3,2019,3690115908
Icterus auratus,20.210516,-87.47789,12,2021,3690067633
Icterus auratus,20.586744,-88.45763,1,2021,3689873611
Icterus auratus,20.8554,-90.190865,1,2021,3689866228
Icterus auratus,21.213264,-87.43448,10,2021,3689702484
Icterus auratus,20.839628,-89.59592,6,2021,3689301688
Icterus auratus,20.30633,-87.379654,11,2021,3689259089
Icterus auratus,20.692324,-87.04502,11,2021,3689227643
Icterus auratus,20.649075,-87.05368,11,2021,3688991456
Icterus auratus,19.361107,-88.459366,10,2021,3688169298
Icterus auratus,20.581131,-88.74301,5,2021,3687889602
Icterus auratus,20.76894,-89.6566,11,2021,3687685796
Icterus auratus,21.11584,-86.838196,5,2021,3687507534
Icterus auratus,18.057617,-87.888664,6,2021,3687144066
Icterus auratus,20.07021,-87.47884,1,2019,3686951897
Icterus auratus,20.542995,-89.32973,5,2021,3686111834
Icterus auratus,21.09803,-87.4788,5,2021,3685523214
Icterus auratus,20.754988,-89.20589,8,2021,3685265885
Icterus auratus,21.050516,-86.914375,11,2021,3685215340
Icterus auratus,21.267199,-89.6255,4,2021,3684654366
Icterus auratus,21.221445,-89.64222,5,2021,3684567305
Icterus auratus,19.502224,-88.400024,2,2021,3684246463
Icterus auratus,20.763363,-89.20346,2,2021,3684246321
Icterus auratus,20.568579,-88.51302,11,2021,3683962308
Icterus auratus,21.034435,-86.855644,6,2021,3683524924
Icterus auratus,21.272774,-88.2924,11,2021,3683210264
Icterus auratus,19.764277,-90.65288,5,2021,3682804687
Icterus auratus,20.681152,-87.0254,3,2021,3682640591
Icterus auratus,20.542925,-89.34806,5,2021,3682401623
Icterus auratus,21.22919,-87.73608,10,2021,3682289735
Icterus auratus,19.867756,-90.47363,4,2021,3682119151
Icterus auratus,19.815445,-90.43262,11,2021,3681826817
Icterus auratus,20.87438,-88.18414,7,2021,3681711996
Icterus auratus,21.150202,-89.595345,5,2021,3681582065
Icterus auratus,20.508583,-87.71843,12,2021,3681372227
Icterus auratus,20.912737,-89.6666,1,2021,3680421760
Icterus auratus,20.737865,-89.29968,7,2021,3680407861
Icterus auratus,19.586824,-88.02596,11,2021,3680014127
Icterus auratus,21.177853,-86.85923,5,2021,3679950565
Icterus auratus,20.78792,-89.59089,11,2021,3679456675
Icterus auratus,20.877789,-87.602776,5,2021,3679327275
Icterus auratus,18.338768,-88.12674,2,2021,3678962401
Icterus auratus,20.667637,-88.22993,8,2021,3677943382
Icterus auratus,21.217842,-86.7244,10,2021,3677620139
Icterus auratus,21.27805,-89.64827,11,2021,3677587078
Icterus auratus,20.506723,-87.226295,1,2021,3677194912
Icterus auratus,20.99694,-89.5791,5,2021,3677054636
Icterus auratus,21.231054,-89.18332,4,2021,3676368288
Icterus auratus,20.520096,-87.28032,7,2021,3676216635
Icterus auratus,19.838839,-88.106415,5,2021,3675702702
Icterus auratus,20.98323,-89.69158,4,2021,3675607398
Icterus auratus,20.795712,-89.54242,2,2021,3675496077
Icterus auratus,20.312443,-86.9357,1,2006,3675161797
Icterus auratus,20.974302,-86.83231,7,2018,3674523512
Icterus auratus,21.213968,-89.32605,5,2021,3672987111
Icterus auratus,20.974432,-87.421005,2,2021,3672144496
Icterus auratus,18.317804,-88.18311,12,2021,3671998485
Icterus auratus,20.855938,-87.09158,11,2021,3671367279
Icterus auratus,20.813023,-89.562294,2,2021,3671036242
Icterus auratus,20.870789,-87.08765,4,2021,3670957291
Icterus auratus,20.773632,-88.865105,5,2021,3670414482
Icterus auratus,20.23723,-88.25693,4,2021,3670057799
Icterus auratus,20.59574,-88.45615,12,2021,3669794892
Icterus auratus,20.78717,-89.589195,3,2021,3668960176
Icterus auratus,21.454931,-88.19798,11,2021,3668951905
Icterus auratus,20.222368,-87.43681,1,2019,3668934627
Icterus auratus,21.154112,-89.630455,12,2021,3668901784
Icterus auratus,21.288414,-89.60321,12,2021,3668295571
Icterus auratus,19.794188,-90.60335,1,2021,3668242440
Icterus auratus,21.131872,-86.90009,1,2021,3667914711
Icterus auratus,19.791609,-90.61945,1,2021,3667704842
Icterus auratus,21.093904,-89.62123,2,2021,3667398515
Icterus auratus,19.745249,-90.53997,1,2021,3666835986
Icterus auratus,20.80303,-90.19769,8,2021,3666681761
Icterus auratus,21.119085,-89.67832,11,2021,3666525487
Icterus auratus,20.648447,-90.19612,3,2019,3666055843
Icterus auratus,21.043459,-89.618675,1,2021,3665236542
Icterus auratus,20.99156,-86.85247,2,2021,3664992037
Icterus auratus,20.355307,-89.75257,1,2021,3664664081
Icterus auratus,20.871822,-89.636765,8,2021,3664647967
Icterus auratus,21.056273,-89.63404,1,2021,3664523404
Icterus auratus,20.506933,-87.226974,1,2021,3664508406
Icterus auratus,18.310452,-89.853546,1,2021,3664464391
Icterus auratus,21.20208,-86.71187,9,2021,3664301460
Icterus auratus,18.523626,-88.3352,10,2021,3663911420
Icterus auratus,21.010092,-89.29112,12,2021,3662721937
Icterus auratus,20.98757,-89.63653,2,2021,3662584708
Icterus auratus,20.939001,-89.38786,2,2021,3662353550
Icterus auratus,20.872198,-89.63699,9,2021,3661693760
Icterus auratus,21.564596,-88.08423,1,2008,3661662162
Icterus auratus,20.858652,-90.382744,11,2021,3661090801
Icterus auratus,20.870457,-89.63841,6,2021,3660854650
Icterus auratus,20.53573,-90.37666,1,2020,3660001266
Icterus auratus,20.858782,-90.19036,1,2021,3659665820
Icterus auratus,18.430044,-88.354065,12,2021,3658953582
Icterus auratus,21.276077,-89.70969,9,2021,3658515067
Icterus auratus,20.85236,-90.40176,4,2021,3658119082
Icterus auratus,20.837261,-89.593544,6,2021,3657885286
Icterus auratus,20.784687,-89.58952,12,2021,3657773280
Icterus auratus,21.231367,-87.68915,5,2021,3657339881
Icterus auratus,20.740656,-88.19845,5,2021,3656847984
Icterus auratus,18.287264,-88.31121,11,2021,3656726850
Icterus auratus,20.653425,-88.27746,5,2021,3656569264
Icterus auratus,19.826092,-90.536575,4,2021,3656539698
Icterus auratus,20.369871,-89.76625,4,2021,3656298685
Icterus auratus,20.627024,-87.08759,12,2021,3655693930
Icterus auratus,19.741692,-89.830025,12,2021,3655629833
Icterus auratus,18.536688,-89.91713,5,2021,3655395122
Icterus auratus,21.018095,-87.34814,5,2021,3654958987
Icterus auratus,18.732452,-87.6932,9,2021,3654475503
Icterus auratus,20.893639,-87.921745,5,2021,3653365604
Icterus auratus,20.808544,-90.19689,8,2021,3652578014
Icterus auratus,18.514156,-89.48364,3,2019,3652411978
Icterus auratus,20.7649,-89.20503,2,2021,3652250223
Icterus auratus,20.214485,-87.42928,6,1994,3651290490
Icterus auratus,20.430647,-87.31396,1,2021,3650972936
Icterus auratus,21.256039,-89.61453,11,2021,3650531612
Icterus auratus,20.668377,-87.03593,11,2021,3650524109
Icterus auratus,20.077642,-87.61608,8,2021,3650086516
Icterus auratus,19.472742,-88.08529,11,2021,3648418799
Icterus auratus,18.287699,-88.311195,11,2021,3648078706
Icterus auratus,18.453173,-88.31102,2,2021,3648073932
Icterus auratus,20.870762,-87.087776,10,2020,3648067698
Icterus auratus,20.33134,-89.78202,10,2021,3647503984
