species,decimalLatitude,decimalLongitude,month,year,gbifID
Icterus auratus,18.610512,-87.76095,1,2024,5547763025
Icterus auratus,20.541664,-88.66337,3,2024,5547736504
Icterus auratus,18.2635,-88.32075,8,2024,5547305312
Icterus auratus,18.304499,-88.20425,2,2020,5546913388
Icterus auratus,20.86207,-87.04716,2,2024,5546540705
Icterus auratus,20.190226,-87.52482,4,2018,5546440209
Icterus auratus,18.31755,-88.18323,9,2016,5546389666
Icterus auratus,20.21313,-87.430824,12,2024,5546201165
Icterus auratus,21.310783,-87.55282,5,2024,5546037299
Icterus auratus,20.672752,-88.199005,8,2024,5545033841
Icterus auratus,20.866953,-87.11626,5,2024,5544761206
Icterus auratus,18.72576,-88.36675,12,2024,5544580140
Icterus auratus,21.131598,-86.8251,10,2024,5544322929
Icterus auratus,20.62013,-87.088196,12,2024,5544095929
Icterus auratus,21.563723,-88.08195,5,2015,5543474285
Icterus auratus,20.876282,-89.798935,8,2024,5542675062
Icterus auratus,20.862436,-87.03832,1,2014,5542069310
Icterus auratus,20.859646,-87.46368,12,2024,5540933145
Icterus auratus,18.388365,-88.3914,10,2024,5540833614
Icterus auratus,20.97358,-89.62608,2,2024,5540302192
Icterus auratus,18.549128,-88.44084,2,2024,5540286183
Icterus auratus,20.229122,-87.44122,12,2024,5540257357
Icterus auratus,20.766884,-86.955444,11,2024,5538885246
Icterus auratus,20.399412,-87.33473,2,2024,5538364338
Icterus auratus,20.681183,-87.11644,10,2024,5538152204
Icterus auratus,21.133705,-89.3159,12,2019,5537577681
Icterus auratus,20.62798,-87.0681,12,2024,5537256602
Icterus auratus,20.666607,-87.14948,3,2024,5536983451
Icterus auratus,21.036129,-89.6783,2,2024,5536941917
Icterus auratus,21.11354,-86.83342,2,2024,5536898475
Icterus auratus,20.558979,-89.9254,5,2024,5535473186
Icterus auratus,20.296104,-87.49104,2,2024,5535212572
Icterus auratus,21.42778,-87.33611,3,2016,5535173969
Icterus auratus,20.604704,-90.00367,7,2021,5534753231
Icterus auratus,20.64493,-87.055336,9,2024,5534655996
Icterus auratus,18.535162,-89.89535,11,2024,5534491784
Icterus auratus,18.317757,-88.18322,9,2016,5534196344
Icterus auratus,20.823887,-87.94499,5,2023,5533815804
Icterus auratus,20.78837,-89.59012,5,2017,5533395204
Icterus auratus,20.67082,-89.89499,9,2024,5533150624
Icterus auratus,18.266176,-88.322,10,2024,5532848669
Icterus auratus,20.977526,-86.83154,2,2024,5532570892
Icterus auratus,20.845606,-86.903625,6,2018,5532321451
Icterus auratus,20.550995,-89.28826,5,2024,5531457759
Icterus auratus,20.696785,-87.025215,11,2016,5531397630
Icterus auratus,20.600874,-88.16117,2,2024,5530718791
Icterus auratus,20.598803,-88.16249,8,2016,5530644502
Icterus auratus,20.427307,-87.656,12,2020,5529915843
Icterus auratus,20.70515,-89.63021,10,2024,5529478473
Icterus auratus,18.601515,-87.770935,5,2024,5528244735
Icterus auratus,20.201979,-87.46513,10,2024,5528206117
Icterus auratus,20.938356,-86.84454,2,2024,5528034788
Icterus auratus,20.883331,-86.86765,7,2024,5527945158
Icterus auratus,20.85825,-90.38847,12,2003,5527620978
Icterus auratus,20.987085,-89.618225,1,2014,5527566217
Icterus auratus,21.018387,-89.81178,12,2024,5527184129
Icterus auratus,21.1173,-87.8465,1,2015,5526428046
Icterus auratus,21.117302,-86.83949,8,2024,5526253682
Icterus auratus,20.967875,-88.09009,3,2024,5526064053
Icterus auratus,20.520325,-89.319176,2,2020,5525717484
Icterus auratus,20.837942,-87.023445,5,2024,5524669510
Icterus auratus,21.191954,-88.168465,1,2024,5524440870
Icterus auratus,18.588762,-89.41699,10,2016,5524423294
Icterus auratus,20.831837,-89.192276,3,2018,5524132073
Icterus auratus,20.87058,-89.640785,2,2024,5523994968
Icterus auratus,20.460981,-87.28062,11,2024,5523952228
Icterus auratus,20.856491,-90.190605,4,2024,5523596522
Icterus auratus,19.59715,-90.23063,6,2024,5523553431
Icterus auratus,20.281958,-87.39264,3,2024,5523485844
Icterus auratus,20.870836,-87.100746,7,2024,5522418487
Icterus auratus,20.996502,-89.579666,7,2018,5521578005
Icterus auratus,21.032997,-89.661385,4,2024,5521440884
Icterus auratus,20.858868,-90.190384,1,2024,5521303871
Icterus auratus,18.696568,-88.3426,2,2018,5521171019
Icterus auratus,20.658453,-87.995255,2,2011,5519886368
Icterus auratus,19.760365,-88.722244,2,2024,5518809293
Icterus auratus,20.863499,-86.89837,1,2022,5518519348
Icterus auratus,21.213888,-89.3279,12,2019,5518395511
Icterus auratus,20.411123,-89.75891,6,2015,5517569992
Icterus auratus,20.63921,-87.07901,4,2017,5516377130
Icterus auratus,19.926096,-88.85004,6,2019,5516107606
Icterus auratus,21.26506,-86.86134,5,2014,5515959781
Icterus auratus,21.42266,-88.24523,12,2013,5515953265
Icterus auratus,21.36345,-88.91454,10,2024,5515616615
Icterus auratus,20.877321,-89.755714,5,2019,5515563967
Icterus auratus,21.208626,-87.72523,2,2024,5515171590
Icterus auratus,21.054268,-89.23683,4,2024,5515020440
Icterus auratus,21.25784,-89.61582,8,2021,5514858393
Icterus auratus,20.376842,-89.58315,12,2024,5514627548
Icterus auratus,20.212519,-87.49654,12,2024,5514483505
Icterus auratus,20.701633,-88.11084,12,2005,5514195151
Icterus auratus,20.363297,-90.21835,2,2007,5514175654
Icterus auratus,20.074144,-87.618835,1,2020,5513854698
Icterus auratus,18.510569,-89.39619,10,2018,5513676233
Icterus auratus,20.465956,-86.97837,9,2024,5513424875
Icterus auratus,20.75338,-89.55977,4,2022,5513240318
Icterus auratus,20.477346,-87.259,1,2022,5512879157
Icterus auratus,20.543491,-88.6295,5,2024,5512143524
Icterus auratus,21.127472,-89.63588,12,2024,5511815365
Icterus auratus,20.270248,-87.48065,8,1999,5511813390
Icterus auratus,21.43063,-87.33767,1,2024,5511655816
Icterus auratus,18.728699,-88.3538,1,2024,5511289123
Icterus auratus,20.428581,-87.29531,3,2015,5510588301
Icterus auratus,20.875631,-86.901840000000007,1,2024,5510278951
Icterus auratus,20.229105,-87.44116,9,2024,5510092240
Icterus auratus,19.606642,-89.054886,8,2013,5509894652
Icterus auratus,20.85682,-90.37655,1,2022,5509493532
Icterus auratus,20.173998,-87.46791,6,2024,5509436050
Icterus auratus,20.454323,-87.271645,6,2019,5509407324
Icterus auratus,18.229753,-88.478096,5,2021,5509370538
Icterus auratus,21.157019,-88.16932,2,2024,5508164219
Icterus auratus,20.686848,-89.65188,5,2024,5507945001
Icterus auratus,20.345646,-89.77769,3,2023,5507673884
Icterus auratus,18.503376,-89.391914,3,2005,5507341596
Icterus auratus,21.568611,-88.17328,1,2016,5507263341
Icterus auratus,20.076674,-87.61785,4,2024,5507182128
Icterus auratus,20.683634,-88.56841,6,1995,5506991314
Icterus auratus,21.214458,-89.32851,12,2019,5506897305
Icterus auratus,20.444376,-87.28588,1,2012,5506554111
Icterus auratus,20.408197,-87.30483,11,2024,5506222750
Icterus auratus,18.338884,-89.000244,9,2016,5505906815
Icterus auratus,19.85067,-90.53141,6,2019,5505643587
Icterus auratus,20.660845,-88.24267,4,2024,5505530500
Icterus auratus,21.310253,-87.56072,2,2016,5505481973
Icterus auratus,21.1486,-86.847824,5,2016,5504658291
Icterus auratus,18.729204,-87.69896,5,2024,5503868535
Icterus auratus,20.959469,-89.64001,3,2019,5503613350
Icterus auratus,19.794035,-90.603096,7,2019,5503585183
Icterus auratus,20.48779,-87.249725,3,2023,5503192667
Icterus auratus,20.7051,-87.00885,6,2024,5502783027
Icterus auratus,19.843271,-90.43822,2,2024,5502117747
Icterus auratus,21.204504,-86.81843,2,2014,5500997958
Icterus auratus,20.049356,-89.565025,1,2008,5500241659
Icterus auratus,20.665709,-87.12417,6,2024,5499043471
Icterus auratus,20.48895,-87.737144,12,2024,5498957408
Icterus auratus,20.987556,-89.633064,11,2024,5498843384
Icterus auratus,20.545904,-86.922325,1,2024,5497989050
Icterus auratus,18.468668,-88.83592,3,2024,5497978463
Icterus auratus,20.742002,-90.09912,4,2024,5497825370
Icterus auratus,20.94821,-89.57669,10,2019,5497551582
Icterus auratus,21.351906,-87.42895,4,2018,5497448579
Icterus auratus,19.831299,-90.524605,5,2016,5497357661
Icterus auratus,21.360336,-88.92293,9,2021,5497066962
Icterus auratus,20.845547,-86.90394,10,2001,5497009920
Icterus auratus,20.395025,-87.31522,7,1978,5495990369
Icterus auratus,21.292318,-89.61144,1,2023,5495955473
Icterus auratus,20.527807,-89.3343,9,2024,5495718054
Icterus auratus,20.082052,-87.61777,4,2023,5495649580
Icterus auratus,18.81023,-89.28938,8,2024,5495551675
Icterus auratus,21.116705,-86.84229,1,2015,5494403303
Icterus auratus,21.127825,-86.89094,12,2024,5494353749
Icterus auratus,20.360273,-87.33827,12,2024,5494251677
Icterus auratus,21.344234,-88.92765,7,2021,5494050502
Icterus auratus,20.205885,-87.47287,1,2017,5493870033
Icterus auratus,20.762299,-89.37618,10,2024,5493342294
Icterus auratus,20.364605,-87.34861,1,2024,5493163191
Icterus auratus,20.862947,-87.07646,7,2024,5493025786
Icterus auratus,21.047897,-88.36008,2,2014,5492954085
Icterus auratus,20.741545,-86.98642,4,2018,5492681931
Icterus auratus,21.032795,-86.8383,6,2018,5491948628
Icterus auratus,21.062914,-89.57194,7,2022,5490905491
Icterus auratus,20.971529,-89.64134,4,2024,5490574347
Icterus auratus,20.196215,-87.476234,12,2019,5490573083
Icterus auratus,21.111101,-86.8322,2,2024,5490517586
Icterus auratus,20.281946,-87.39264,12,2024,5490314783
Icterus auratus,20.654211,-87.09629,2,2024,5489515387
Icterus auratus,20.799849,-88.81352,11,2008,5489503652
Icterus auratus,20.631174,-87.106606,4,2024,5489300876
Icterus auratus,20.900753,-89.6305,9,2024,5489049818
Icterus auratus,20.717966,-88.28828,4,2013,5488909591
Icterus auratus,20.859123,-87.05026,12,2024,5488166131
Icterus auratus,20.32394,-87.392105,5,2024,5488144106
Icterus auratus,21.050196,-86.850975,3,2018,5488100274
Icterus auratus,18.380533,-88.39743,2,2024,5487974087
Icterus auratus,20.548899,-89.274704,1,2024,5486795050
Icterus auratus,20.539804,-89.34209,3,2024,5486769216
Icterus auratus,21.275078,-87.43806,5,2018,5486391474
Icterus auratus,21.55564,-88.19972,1,2016,5486207432
Icterus auratus,20.97455,-86.83138,12,2024,5484919090
Icterus auratus,18.724216,-87.7239,3,2024,5484025498
Icterus auratus,20.98857,-89.735504,10,2024,5483471783
Icterus auratus,20.847351,-90.39773,8,2024,5483308754
Icterus auratus,21.153816,-89.69809,4,2024,5483109960
Icterus auratus,18.6876,-88.45514,1,2024,5482499977
Icterus auratus,20.888004,-90.38933,1,2009,5482055179
Icterus auratus,20.622698,-87.07362,1,2024,5481874655
Icterus auratus,21.402575,-87.87747,12,2018,5481450213
Icterus auratus,20.66117,-87.14068,3,2024,5481238972
Icterus auratus,20.48587,-86.944664,1,2024,5480026484
Icterus auratus,21.01141,-89.86059,9,2022,5479652246
Icterus auratus,20.324217,-90.03736,12,2021,5479517174
Icterus auratus,20.638376,-87.06232,5,2014,5478666373
Icterus auratus,20.809883,-89.561104,12,2014,5477972009
Icterus auratus,21.3616,-87.60888,11,2018,5477822969
Icterus auratus,20.875195,-89.46098,2,2022,5477160691
Icterus auratus,21.403105,-87.884285,9,2018,5476777786
Icterus auratus,20.360992,-89.7695,12,1989,5476444907
Icterus auratus,20.83616,-89.59379,12,2024,5474835695
Icterus auratus,19.560846,-90.70627,5,2024,5474007689
Icterus auratus,20.647493,-89.603546,10,2024,5473657135
Icterus auratus,20.73443,-89.63058,10,2024,5473269554
Icterus auratus,21.073956,-89.627174,2,2024,5472201141
Icterus auratus,20.861893,-87.04701,5,2024,5471939595
Icterus auratus,20.201574,-87.46093,2,2024,5471831707
Icterus auratus,20.296131,-87.49089,2,2024,5471394591
Icterus auratus,21.025438,-86.81187,3,2020,5471139558
Icterus auratus,20.452387,-87.27568,1,2024,5470269302
Icterus auratus,20.989021,-89.735,4,2024,5469847883
Icterus auratus,20.731657,-90.0961,4,2024,5469406093
Icterus auratus,19.572653,-88.04264,5,2024,5469046377
Icterus auratus,20.489353,-87.240685,1,2024,5468960614
Icterus auratus,20.876413,-87.04331,6,2024,5468911347
Icterus auratus,20.994028,-89.685455,11,2024,5468029550
Icterus auratus,20.643866,-87.08221,3,1997,5467903388
Icterus auratus,19.80141,-90.52613,9,2018,5467834150
Icterus auratus,20.883736,-89.26146,8,2024,5467784256
Icterus auratus,20.31843,-89.643715,1,2000,5467674838
Icterus auratus,21.453867,-88.18168,4,2015,5467620183
Icterus auratus,20.849854,-86.90256,11,2024,5467607635
Icterus auratus,20.474823,-86.96508,3,2016,5467538925
Icterus auratus,21.079763,-86.83797,4,2017,5466948910
Icterus auratus,21.283617,-89.662254,12,2004,5466892553
Icterus auratus,21.066854,-89.67177,5,2024,5466719779
Icterus auratus,19.760456,-88.72197,2,2024,5466553222
Icterus auratus,20.364061,-89.76845,11,2024,5466379207
Icterus auratus,21.079006,-89.49797,10,2024,5466186619
Icterus auratus,21.132738,-86.848625,10,2024,5466041806
Icterus auratus,20.85,-90.236,7,2019,5466034609
Icterus auratus,21.008982,-88.30844,3,2024,5465968174
Icterus auratus,21.079382,-89.5225,1,2024,5465862236
Icterus auratus,21.11868,-86.83008,10,2024,5465791585
Icterus auratus,20.443792,-87.28759,12,2010,5465779550
Icterus auratus,20.13463,-87.586845,6,2024,5465439848
Icterus auratus,20.594664,-87.663605,1,2024,5464800708
Icterus auratus,20.174006,-87.45908,11,2024,5464291723
Icterus auratus,20.361221,-87.33495,3,2007,5463681903
Icterus auratus,21.340124,-89.3089,7,2021,5463630827
Icterus auratus,21.163185,-86.83694,10,2024,5463415004
Icterus auratus,20.627527,-87.11419,4,2024,5463220237
Icterus auratus,19.823753,-90.569115,10,2016,5463022932
Icterus auratus,20.53165,-89.33513,4,2024,5462502851
Icterus auratus,19.760098,-88.72225,2,2024,5461911694
Icterus auratus,21.10288,-89.97602,5,2024,5461654221
Icterus auratus,20.741278,-88.57797,12,2005,5461448040
Icterus auratus,18.34481,-88.15252,3,2024,5460746240
Icterus auratus,20.768541,-86.95101,2,2024,5460486895
Icterus auratus,20.97452,-89.63196,3,2014,5460280040
Icterus auratus,18.771114,-87.88788,1,2015,5459587072
Icterus auratus,20.702845,-88.202644,5,2024,5459528887
Icterus auratus,20.982067,-89.61835,7,2021,5459130224
Icterus auratus,18.510483,-89.40583,12,2024,5458995003
Icterus auratus,20.366142,-89.77225,1,2014,5458747242
Icterus auratus,20.769156,-86.96592,3,2024,5458725811
Icterus auratus,20.995777,-89.53067,4,2024,5456504644
Icterus auratus,20.511942,-86.94533,1,2024,5456069581
Icterus auratus,20.647997,-87.05104,12,2021,5456065075
Icterus auratus,20.076187,-87.61745,9,2024,5455794896
Icterus auratus,18.454165,-89.30528,3,2024,5454407592
Icterus auratus,21.1563,-89.358894,7,2018,5453000622
Icterus auratus,20.441965,-87.28809,7,2024,5452526823
Icterus auratus,20.84657,-86.89959,10,2018,5452479528
Icterus auratus,20.691845,-87.02911,2,2024,5452061906
Icterus auratus,21.132381,-89.32216,12,2019,5451619445
Icterus auratus,21.168879,-90.01407,1,2024,5451354452
Icterus auratus,20.995213,-89.54556,8,2024,5451265299
Icterus auratus,18.733246,-87.6992,4,2024,5450129547
Icterus auratus,20.53274,-89.32944,5,2024,5449585061
Icterus auratus,18.81114,-89.29164,9,2016,5449563825
Icterus auratus,21.272844,-87.616585,6,2024,5448955592
Icterus auratus,20.975786,-89.621185,1,2024,5447078751
Icterus auratus,18.734098,-87.6953,5,2024,5446972928
Icterus auratus,20.969957,-89.632195,3,2024,5446364435
Icterus auratus,21.049976,-89.402374,2,2024,5446332403
Icterus auratus,20.67917,-88.56799,3,2012,5445601029
Icterus auratus,20.985022,-89.691315,2,2016,5445071403
Icterus auratus,20.564056,-89.91725,2,2024,5444992649
Icterus auratus,21.243034,-86.85537,10,2024,5444219044
Icterus auratus,21.14335,-86.838295,1,2024,5444001240
Icterus auratus,20.602211,-88.80616,12,2024,5443355977
Icterus auratus,19.782213,-87.59657,5,2014,5442546270
Icterus auratus,20.782654,-90.194496,12,2024,5442323857
Icterus auratus,20.67092,-87.04291,4,2024,5441600230
Icterus auratus,20.8137,-86.92944,12,2024,5441375662
Icterus auratus,21.47499,-87.725815,6,2023,5440482106
Icterus auratus,20.883127000000002,-90.38977,3,2021,5440370278
Icterus auratus,18.707281,-87.73706,2,2024,5440127405
Icterus auratus,20.56638,-88.17311,5,2021,5439258735
Icterus auratus,20.427916,-87.31145,11,2024,5437977540
Icterus auratus,18.732973,-87.693245,12,2024,5437838418
Icterus auratus,20.22182,-87.47602,11,2024,5437475349
Icterus auratus,21.31778,-87.56566,4,2024,5437119988
Icterus auratus,20.968733,-86.83143,7,2024,5437018826
Icterus auratus,20.979301,-89.05153,3,2019,5436732621
Icterus auratus,20.486032,-87.74067,11,2024,5436660549
Icterus auratus,21.247086,-89.60693,6,2021,5436494179
Icterus auratus,18.588352,-89.41982,1,2019,5435937231
Icterus auratus,20.85934,-90.393005,4,2024,5435820783
Icterus auratus,21.570969,-88.08087,12,2024,5435176992
Icterus auratus,20.87088,-87.111595,6,2024,5435092837
Icterus auratus,20.532707,-89.32947,2,2024,5435042235
Icterus auratus,20.078342,-89.53079,1,2024,5434979758
Icterus auratus,20.875832,-87.63576,3,2011,5434824716
Icterus auratus,20.633512,-87.06414,11,2024,5433992448
Icterus auratus,21.571728,-88.12645,11,2018,5433991198
Icterus auratus,21.080505,-89.397766,2,2024,5433874564
Icterus auratus,21.359661,-88.923065,11,2020,5433695899
Icterus auratus,21.025545,-89.65624,4,2024,5431968445
Icterus auratus,20.991257,-89.60158,3,2024,5431060420
Icterus auratus,20.98073,-86.83,6,2024,5430614686
Icterus auratus,21.56818,-88.23709,1,2024,5430157030
Icterus auratus,20.594984,-89.71183,5,2024,5430152920
Icterus auratus,20.786945,-86.93753,2,2024,5429006973
Icterus auratus,20.8617,-87.04566,2,2024,5427663694
Icterus auratus,18.629314,-92.24068,3,2024,5427093277
Icterus auratus,18.459293,-88.30625,1,2024,5426977992
Icterus auratus,20.669006,-87.03302,12,2024,5426728036
Icterus auratus,19.96524,-90.22571,2,2024,5426600991
Icterus auratus,19.81947,-90.57878,6,2024,5426073988
Icterus auratus,20.872139,-89.46268,1,2021,5425936312
Icterus auratus,20.29342,-87.493126,2,2024,5425771349
Icterus auratus,20.878693,-89.60463,3,2024,5425039956
Icterus auratus,20.863047,-87.04719,12,2024,5424918199
Icterus auratus,18.23223,-88.40641,4,2018,5424775393
Icterus auratus,19.775356,-87.58883,1,2013,5424275618
Icterus auratus,20.762165,-86.953896,2,2024,5424174266
Icterus auratus,20.489779,-87.72944,3,1987,5424031389
Icterus auratus,20.768358,-86.9486,5,2024,5423158158
Icterus auratus,20.34265,-87.35332,3,2024,5422779459
Icterus auratus,21.280544,-86.81952,5,2024,5422067127
Icterus auratus,20.979021,-86.85913,8,2024,5421179718
Icterus auratus,20.480772,-87.245674,10,2024,5420518054
Icterus auratus,21.48712,-87.68887,6,2023,5420004454
Icterus auratus,21.59504,-88.15533,2,2003,5419443534
Icterus auratus,21.402071,-87.87923,3,2019,5418632742
Icterus auratus,21.012583,-87.26365,6,2024,5417116023
Icterus auratus,19.320875,-90.747185,4,2024,5417089933
Icterus auratus,21.102451,-87.47575,3,2017,5416574736
Icterus auratus,20.633526,-87.064354,11,2024,5414927706
Icterus auratus,20.457363,-86.96009,5,2008,5414532669
Icterus auratus,18.734493,-87.69553,4,2024,5413908389
Icterus auratus,19.773142,-90.55005,7,2018,5413858719
Icterus auratus,21.346544,-87.41551,7,2017,5413742465
Icterus auratus,21.181454,-86.808624,8,2020,5413435455
Icterus auratus,20.528458,-89.33467,5,2024,5413198042
Icterus auratus,21.382,-88.884,6,2014,5412403409
Icterus auratus,20.361124,-89.770836,6,1988,5412154253
Icterus auratus,20.48,-87.73,12,2009,5411830518
Icterus auratus,20.788126,-89.597046,9,2024,5411411104
Icterus auratus,21.413143,-88.234215,1,2016,5411232215
Icterus auratus,18.784073,-87.678116,11,2024,5411171585
Icterus auratus,18.266857,-88.32232,11,2024,5411011901
Icterus auratus,20.231676,-87.44515,9,2024,5410779802
Icterus auratus,20.359955,-87.33379,7,2024,5410388704
Icterus auratus,20.82314,-87.33002,1,2022,5409350947
Icterus auratus,20.861977,-87.04637,5,2024,5409170939
Icterus auratus,21.050632,-86.851105,3,2024,5409101444
Icterus auratus,21.204882,-86.71578,2,2024,5408896778
Icterus auratus,21.154476,-89.62875,6,2020,5407705304
Icterus auratus,20.988928,-86.82907,7,1999,5407551707
Icterus auratus,20.953585,-87.17677,5,2024,5407428554
Icterus auratus,20.200838,-87.470924,4,2024,5406917057
Icterus auratus,21.328188,-88.16381,2,2024,5406571967
Icterus auratus,20.110054,-87.59222,2,2024,5406528374
Icterus auratus,20.581915,-89.60674,12,2021,5406467779
Icterus auratus,18.499447,-88.294586,9,2018,5405648592
Icterus auratus,21.354836,-87.60721,5,2024,5405539927
Icterus auratus,20.671953,-88.45848,6,2024,5405238338
Icterus auratus,20.357946,-89.76878,3,2018,5404682930
Icterus auratus,20.576109,-89.604675,10,2024,5404510506
Icterus auratus,20.353418,-87.33626,5,2024,5404406522
Icterus auratus,21.578342,-87.97549,3,1981,5404213920
Icterus auratus,20.50596,-87.22299,5,2024,5402696176
Icterus auratus,19.756365,-88.71597,2,2014,5402678718
Icterus auratus,20.838032,-87.02329,1,2024,5401470467
Icterus auratus,21.117702,-86.830086,5,2024,5401020167
Icterus auratus,20.974567,-89.624886,12,2024,5401013625
Icterus auratus,20.884794,-90.389275,4,2021,5400828887
Icterus auratus,20.765425,-86.954216,3,2024,5400734068
Icterus auratus,21.28115,-89.03126,5,2024,5398226746
Icterus auratus,21.123947,-86.87957,4,2024,5397938856
Icterus auratus,19.590845,-88.021645,3,2005,5397899222
Icterus auratus,20.832537,-86.95313,10,2024,5397717506
Icterus auratus,20.253336,-87.49623,4,2024,5397699040
Icterus auratus,20.886295,-89.493614,8,2024,5397500836
Icterus auratus,20.088066,-90.41323,6,1999,5396959089
Icterus auratus,20.688803,-87.031456,2,2022,5396198169
Icterus auratus,21.456984,-87.64328,2,2016,5395797675
Icterus auratus,20.20149,-87.47396,1,2024,5395778892
Icterus auratus,18.538172,-89.919136,2,2016,5395777421
Icterus auratus,20.744364,-89.627846,10,2024,5395595182
Icterus auratus,20.688643,-87.17418,2,2024,5394705781
Icterus auratus,20.24331,-87.45357,9,2024,5394324474
Icterus auratus,20.447733,-87.28418,2,2024,5392255384
Icterus auratus,18.330425,-88.32805,2,2018,5391479751
Icterus auratus,20.85787,-86.97799,6,2020,5391424014
Icterus auratus,20.8761,-87.0436,4,2024,5389523455
Icterus auratus,19.860167,-90.51043,3,2016,5388544974
Icterus auratus,20.487448,-87.73848,5,2024,5388058658
Icterus auratus,21.571928,-88.104454,1,2014,5387369597
Icterus auratus,18.975115,-91.17997,4,2024,5387361523
Icterus auratus,20.90757,-89.667,5,2024,5387137679
Icterus auratus,20.678322,-88.56815,3,2018,5386990578
Icterus auratus,21.166883,-88.323685,11,2014,5386969688
Icterus auratus,21.150526,-88.15842,1,2014,5386584695
Icterus auratus,21.571583,-88.160545,10,2018,5386169919
Icterus auratus,21.156069,-89.64586,10,2024,5385921039
Icterus auratus,20.487003,-87.72672,3,2023,5385721726
Icterus auratus,20.68647,-89.652954,6,2024,5385590715
Icterus auratus,20.8494,-86.9069,2,1999,5384413704
Icterus auratus,18.317863,-88.1831,8,2018,5384391831
Icterus auratus,19.15309,-88.167496,5,2024,5383536798
Icterus auratus,20.559364,-89.94719,8,2017,5383455421
Icterus auratus,20.759827,-86.97539,11,2024,5383103116
Icterus auratus,21.004192,-86.87321,4,2024,5382050441
Icterus auratus,21.344463,-88.92786,10,2021,5381897100
Icterus auratus,21.120794,-88.06101,4,2013,5381329269
Icterus auratus,21.135784,-86.82287,4,2024,5380963245
Icterus auratus,21.218462,-87.722824,3,2024,5380561899
Icterus auratus,20.406078,-87.30946,6,1995,5380557641
Icterus auratus,18.736118,-91.63047,2,2024,5379323431
Icterus auratus,20.616758,-87.1348,2,1998,5379223851
Icterus auratus,18.342598,-88.13498,5,2024,5379035525
Icterus auratus,20.200357,-87.49992,8,2024,5378353883
Icterus auratus,18.506653,-89.4001,9,2024,5378187931
Icterus auratus,21.135807,-86.82345,3,2024,5377179331
Icterus auratus,20.50233,-87.232925,1,2024,5377108881
Icterus auratus,20.969086,-89.640656,4,2018,5375934408
Icterus auratus,21.145239,-89.292465000000007,5,2024,5375912951
Icterus auratus,18.333288,-88.16174,6,2024,5375728703
Icterus auratus,20.744837,-89.72259,2,2009,5375594244
Icterus auratus,20.772678,-89.219734,9,2024,5375341462
Icterus auratus,20.319517,-89.78645,6,2013,5375154853
Icterus auratus,21.14323,-86.78781,12,2024,5374917683
Icterus auratus,21.137728,-86.821945,5,2024,5374815182
Icterus auratus,20.806067,-87.48377,12,2022,5373725693
Icterus auratus,20.08061,-87.61437,8,2024,5373581779
Icterus auratus,21.138948,-88.001305,5,2014,5373447650
Icterus auratus,20.504946,-87.72409,6,2024,5373421222
Icterus auratus,20.079397,-87.6148,2,2024,5372628250
Icterus auratus,20.800047,-89.001656,8,2024,5372371159
Icterus auratus,20.077627,-87.616035,1,2024,5370649846
Icterus auratus,19.824102,-90.56856,5,2016,5370432184
Icterus auratus,20.694256,-87.045715,5,2024,5370310271
Icterus auratus,20.56277,-89.954544,10,2022,5370048665
Icterus auratus,20.996502,-88.29868,2,2014,5370039656
Icterus auratus,20.62001,-87.07648,3,2024,5368799890
Icterus auratus,20.352118,-87.36707,3,2024,5367692717
Icterus auratus,20.216948,-87.4505,2,2024,5367469205
Icterus auratus,20.947367,-89.300285,12,2024,5367324039
Icterus auratus,20.832634,-87.3843,1,2019,5367211577
Icterus auratus,18.717335,-87.708,1,2024,5367089967
Icterus auratus,18.676973,-88.389305,2,2024,5364746265
Icterus auratus,20.995256,-89.71961,5,2024,5364662220
Icterus auratus,19.970814,-87.776535,5,2024,5364186332
Icterus auratus,21.026741,-89.81081,10,2024,5363561774
Icterus auratus,21.097563,-88.16082,2,2024,5363273725
Icterus auratus,21.009432,-87.0536,6,2022,5362369178
Icterus auratus,21.00894,-87.203125,5,2008,5361999069
Icterus auratus,21.237022,-89.65784,4,2023,5361932009
Icterus auratus,18.73354,-87.71216,4,2024,5361562110
Icterus auratus,20.206196,-87.43035,4,2006,5361208493
Icterus auratus,21.39956,-87.33711,2,2024,5361020796
Icterus auratus,20.885897,-86.889435,6,2021,5360789545
Icterus auratus,20.74436,-89.62673,10,2024,5360657954
Icterus auratus,20.673956,-87.02296,4,2024,5360541567
Icterus auratus,18.933493,-88.56082,2,2024,5360366826
Icterus auratus,21.154984,-86.83055,7,2016,5358875298
Icterus auratus,21.276,-86.819,4,2024,5357822533
Icterus auratus,20.545687,-88.82283,3,2014,5357543649
Icterus auratus,20.397335000000002,-90.040146,4,2024,5357488504
Icterus auratus,20.988527,-86.84014,5,2024,5357455913
Icterus auratus,20.361053,-89.77079,6,2024,5356983323
Icterus auratus,18.615746,-90.868095,1,2024,5356604501
Icterus auratus,21.04904,-86.85047,12,2024,5356148520
Icterus auratus,20.792776,-86.93213,1,2024,5355140719
Icterus auratus,20.376886,-89.583206,12,2024,5354512906
Icterus auratus,19.272518,-90.6508,1,2020,5353510797
Icterus auratus,20.373486,-87.34078,2,2024,5351523377
Icterus auratus,21.130121,-88.15829,7,2018,5351071996
Icterus auratus,20.853806,-87.125305,4,2022,5351057083
Icterus auratus,20.710425999999998,-89.86069,5,2024,5351041595
