species,decimalLongitude,decimalLatitude,month,year,gbifID,geometry,elev,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
Icterus auratus,-89.689766,20.982492,4,2017,5708514513,"c(-89.689766, 20.982492)",9,26.120834350585938,28.116666793823242,23.450000762939453,959,165,22,70.2137451171875,462,68,353,96,12.725000381469727,66.97368621826172,193.06687927246094,35.70000076293945,16.700000762939453,19,27.366666793823242,25.683334350585938
Icterus auratus,-89.30374,18.610947,2,1997,5706808477,"c(-89.30374, 18.610947)",247,24.566665649414063,26.316665649414063,22.049999237060547,1005,174,20,59.91059875488281,426,78,342,123,12.883333206176758,70.78755187988281,181.0993194580078,33.599998474121094,15.399999618530273,18.19999885559082,25.516666412353516,24.200000762939453
Icterus auratus,-87.81492,19.72106,6,1991,5703634650,"c(-87.81492, 19.72106)",10,26.195833206176758,27.883333206176758,23.91666603088379,1261,204,37,53.161460876464844,523,129,425,172,11.258333206176758,70.36458587646484,166.8213348388672,33.70000076293945,17.700000762939453,16,27.333332061767578,25.316665649414063
Icterus auratus,-90.05357,21.15745,11,2024,5696808053,"c(-90.05357, 21.15745)",2,26.195833206176758,28.016666412353516,23.600000381469727,599,115,11,71.0227279663086,275,42,206,68,10.558334350585938,67.6816177368164,184.3842315673828,33.900001525878906,18.299999237060547,15.60000228881836,27.75,25.366666793823242
Icterus auratus,-89.58721,20.381119,7,2024,5695866390,"c(-89.58721, 20.381119)",61,25.454166412353516,27.666667938232422,22.566667556762695,1099,203,24,71.222320556640625,530,87,283,87,14.574999809265137,66.85779571533203,210.51300048828125,36.5,14.699999809265137,21.799999237060547,26.766666412353516,22.566667556762695
Icterus auratus,-88.30458,19.926323,3,2017,5695730285,"c(-88.30458, 19.926323)",28,25.887500762939453,27.733333587646484,23.433334350585938,1169,196,34,58.18373107910156,499,120,384,128,13.541666030883789,70.8987808227539,180.11517333984375,35.099998474121094,16,19.099998474121094,26.950000762939453,25.116666793823242
Icterus auratus,-87.877495,21.402264,4,2017,5695730118,"c(-87.877495, 21.402264)",9,25.53333282470703,27.400001525878906,22.96666717529297,908,138,31,50.53044128417969,357,102,293,140,13.116666793823242,70.51970672607422,187.2205352783203,34.400001525878906,15.800000190734863,18.60000228881836,26.71666717529297,24.69999885559082
Icterus auratus,-89.77306,20.673498,4,2016,5693246233,"c(-89.77306, 20.673498)",15,25.95833396911621,28.016666412353516,23.266666412353516,1084,187,24,73.11634826660156,537,76,263,97,13.799999237060547,67.64705657958984,196.3048858642578,36.20000076293945,15.800000190734863,20.400001525878906,27.183332443237305,25.616666793823242
Icterus auratus,-88.739876,21.305706,2,2024,5692010244,"c(-88.739876, 21.305706)",6,25.704166412353516,27.549999237060547,23.149999618530273,1043,170,25,62.49332809448242,464,92,364,141,13.324999809265137,70.50263977050781,182.56329345703125,34.900001525878906,16,18.900001525878906,27.049999237060547,25.200000762939453
Icterus auratus,-90.22086,19.762177,4,2024,5691241691,"c(-90.22086, 19.762177)",17,26.504165649414063,28.83333396911621,23.633333206176758,1190,239,20,79.57232666015625,602,71,275,91,13.125,64.3382339477539,212.70401000976563,36.79999923706055,16.399999618530273,20.399999618530273,27.75,26.149999618530273
Icterus auratus,-87.77248,19.921793,11,2024,5690107781,"c(-87.77248, 19.921793)",8,25.95833396911621,27.683334350585938,23.649999618530273,1226,196,39,52.527915954589844,510,130,410,174,11.5,70.5521469116211,169.03245544433594,33.5,17.200000762939453,16.299999237060547,27.116666793823242,25.049999237060547
Icterus auratus,-88.33453,20.310635,10,2024,5689860221,"c(-88.33453, 20.310635)",32,25.808332443237305,27.71666717529297,23.316665649414063,1188,201,34,61.38699722290039,523,111,400,122,14.100000381469727,70.85426330566406,182.9410400390625,35.400001525878906,15.5,19.900001525878906,27.299999237060547,23.883333206176758
Icterus auratus,-88.23345,19.001797,12,2016,5681672450,"c(-88.23345, 19.001797)",12,25.945833206176758,27.433332443237305,23.766666412353516,1337,210,37,52.79212188720703,540,120,471,192,11.241666793823242,72.06195831298828,155.74539184570313,33.400001525878906,17.799999237060547,15.60000228881836,27.016666412353516,25.25
Icterus auratus,-87.58355,20.721111,11,2024,5680703233,"c(-87.58355, 20.721111)",26,25.420833587646484,27.33333396911621,22.91666603088379,1218,192,44,53.20347213745117,516,139,438,156,12.625,71.32769012451172,184.63058471679688,33.599998474121094,15.899999618530273,17.69999885559082,26.66666603088379,24.433332443237305
Icterus auratus,-88.03,20.418648,5,2024,5678058876,"c(-88.03, 20.418648)",23,25.700000762939453,27.58333396911621,23.233333587646484,1155,187,40,57.371368408203125,496,128,378,134,13.666666984558105,71.18055725097656,181.10768127441406,34.79999923706055,15.600000381469727,19.19999885559082,26.75,24.883333206176758
Icterus auratus,-90.51413,19.753605,9,2021,5676819867,"c(-90.51413, 19.753605)",13,26.5625,28.799999237060547,23.733333587646484,1194,236,17,84.53240966796875,634,56,262,84,12.424999237060547,64.71353912353516,207.83651733398438,36.29999923706055,17.100000381469727,19.19999885559082,27.816665649414063,26.183334350585938
Icterus auratus,-88.73353,19.793922,4,2014,5674640737,"c(-88.73353, 19.793922)",16,26.012500762939453,28,23.316667556762695,1263,217,32,62.11521530151367,552,106,443,124,14.674999237060547,69.88094329833984,194.92568969726563,36.400001525878906,15.399999618530273,21.000001907348633,27.5,24.049999237060547
Icterus auratus,-87.63313,19.870532999999998,6,2015,5674252945,"c(-87.63313, 19.870533)",8,26.012500762939453,27.683334350585938,23.75,1269,195,38,50.26451873779297,514,134,401,201,10.791666984558105,70.53377532958984,165.6547088623047,33.099998474121094,17.799999237060547,15.299999237060547,27.16666603088379,25.100000381469727
Icterus auratus,-87.33918,21.559175,1,2009,5663389650,"c(-87.33918, 21.559175)",1,25.4375,27.383333206176758,22.933334350585938,1010,172,29,54.634300231933594,414,108,368,132,10.475000381469727,68.01947784423828,188.1624755859375,32.79999923706055,17.399999618530273,15.399999618530273,26.983333587646484,24.100000381469727
Icterus auratus,-87.13098,21.227861,3,2001,5662723357,"c(-87.13098, 21.227861)",9,25.370834350585938,27.516666412353516,22.616666793823242,1233,196,40,49.21436309814453,495,136,420,187,11.708333015441895,68.07170104980469,204.91082763671875,33.20000076293945,16,17.200000762939453,26.883333206176758,24.116666793823242
Icterus auratus,-89.6995,21.169056,10,2019,5662545205,"c(-89.6995, 21.169056)",5,25.97083282470703,27.96666717529297,23.233333587646484,778,140,20,63.10268783569336,337,67,256,101,11.541666984558105,65.57765197753906,196.41629028320313,34.70000076293945,17.100000381469727,17.600000381469727,27.38333511352539,25.450000762939453
Icterus auratus,-90.41526,20.626057,6,2017,5660820530,"c(-90.41526, 20.626057)",4,26.608333587646484,28.28333282470703,24.200000762939453,833,153,9,82.10481262207031,427,35,320,69,12.166666984558105,70.73644256591797,171.28965759277344,35.099998474121094,17.899999618530273,17.19999885559082,27.96666717529297,25.933334350585938
Icterus auratus,-89.93975,20.942171,5,2021,5660038128,"c(-89.93975, 20.942171)",7,26.225000381469727,28.149999618530273,23.600000381469727,898,164,18,72.60662078857422,435,63,323,83,12.733333587646484,68.09268951416016,188.99856567382813,35.5,16.799999237060547,18.700000762939453,27.5,25.83333396911621
Icterus auratus,-89.29449,21.339983,2,2018,5656617228,"c(-89.29449, 21.339983)",2,25.799999237060547,27.649999618530273,23.116666793823242,733,138,16,65.689178466796875,323,68,249,91,11.166666984558105,68.08943176269531,189.4609375,33.79999923706055,17.399999618530273,16.399999618530273,27.366666793823242,25.016666412353516
Icterus auratus,-87.12879,20.93675,12,2005,5656263015,"c(-87.12879, 20.93675)",16,25.579166412353516,27.71666717529297,22.883333206176758,1274,201,43,50.61737823486328,528,143,416,187,11.041666984558105,66.51606750488281,201.08181762695313,33.20000076293945,16.600000381469727,16.600000381469727,27.03333282470703,24.350000381469727
Icterus auratus,-90.63848,19.191269,5,2024,5653505074,"c(-90.63848, 19.191269)",12,26.22083282470703,28.516666412353516,23.316667556762695,1282,250,19,86.45184326171875,695,62,269,87,12.291666030883789,64.01909637451172,212.96026611328125,36.099998474121094,16.899999618530273,19.19999885559082,27.516666412353516,25.799999237060547
Icterus auratus,-87.67454,21.1223,3,2020,5650629567,"c(-87.67454, 21.1223)",16,25.362499237060547,27.233333587646484,22.78333282470703,1155,179,40,55.56700897216797,479,126,447,139,13.574999809265137,71.07329559326172,188.6570587158203,34.400001525878906,15.300000190734863,19.10000228881836,27.116666793823242,24.399999618530273
Icterus auratus,-89.293564,21.14849,7,2024,5642730785,"c(-89.293564, 21.14849)",9,25.825000762939453,27.883333206176758,23.016666412353516,857,154,20,65.89082336425781,391,74,300,103,12.833333015441895,66.84027862548828,202.905029296875,35.29999923706055,16.100000381469727,19.19999885559082,27.21666717529297,25.366666793823242
Icterus auratus,-87.46343,21.12443,8,2017,5641081738,"c(-87.46343, 21.12443)",15,25.170833587646484,27.100000381469727,22.53333282470703,1274,203,43,54.75214385986328,540,132,455,164,13.208333969116211,69.88536834716797,193.80706787109375,34,15.100000381469727,18.899999618530273,26.566667556762695,24.066665649414063
Icterus auratus,-86.83216,20.98665,7,2024,5640361980,"c(-86.83216, 20.98665)",6,26.225000381469727,28.41666603088379,23.616666793823242,1249,196,40,49.30028533935547,511,139,390,190,9.816666603088379,64.161224365234375,198.03005981445313,33.5,18.200000762939453,15.299999237060547,27.616666793823242,25
Icterus auratus,-87.215996,20.616772,1,2005,5637882682,"c(-87.215996, 20.616772)",24,25.71666717529297,27.71666717529297,23.200000762939453,1322,208,40,52.3032341003418,557,144,421,201,10.316666603088379,66.1324691772461,187.92327880859375,32.900001525878906,17.299999237060547,15.60000228881836,27.016666412353516,24.633333206176758
Icterus auratus,-88.47706,18.499718,1,2024,5636937270,"c(-88.47706, 18.499718)",15,25.808332443237305,27.366666793823242,23.450000762939453,1173,184,23,60.49058151245117,477,87,477,158,10.649999618530273,69.60784149169922,166.75828552246094,32.79999923706055,17.5,15.299999237060547,27.366666793823242,25.21666717529297
Icterus auratus,-87.20631,20.84551,3,2024,5633149902,"c(-87.20631, 20.84551)",19,25.53333282470703,27.599998474121094,22.899999618530273,1284,204,43,52.88768005371094,544,143,426,177,11.050000190734863,66.9697036743164,195.45205688476563,33.099998474121094,16.600000381469727,16.499998092651367,26.950000762939453,24.350000381469727
Icterus auratus,-90.13568,20.86555,11,2021,5631514944,"c(-90.13568, 20.86555)",6,26.41666603088379,28.200000762939453,23.950000762939453,809,146,12,74.81360626220703,398,47,301,78,12.666666984558105,69.98157501220703,177.23037719726563,35.400001525878906,17.299999237060547,18.10000228881836,27.650001525878906,26.03333282470703
Icterus auratus,-89.48922,20.538708,3,2020,5627668944,"c(-89.48922, 20.538708)",14,25.741666793823242,27.933332443237305,22.883333206176758,1105,195,25,70.383575439453125,536,88,276,97,14.316665649414063,66.58914947509766,208.4230194091797,36.599998474121094,15.100000381469727,21.499998092651367,27.03333282470703,23.78333282470703
Icterus auratus,-87.57482,20.345404,7,2024,5621650099,"c(-87.57482, 20.345404)",21,25.512500762939453,27.33333396911621,23.116666793823242,1185,185,41,52.972023010253906,499,132,388,168,11.574999809265137,70.57926940917969,175.90191650390625,33,16.600000381469727,16.399999618530273,26.733333587646484,24.516666412353516
Icterus auratus,-88.56188,19.390064,1,2024,5620133212,"c(-88.56188, 19.390064)",26,25.837499618530273,27.549999237060547,23.41666603088379,1142,181,31,58.26739501953125,492,105,374,133,13.258333206176758,72.05615997314453,174.0314178466797,34.79999923706055,16.399999618530273,18.399999618530273,26.866666793823242,25.21666717529297
Icterus auratus,-89.48484,18.517132,12,2024,5618115792,"c(-89.48484, 18.517132)",283,24.737499237060547,26.649999618530273,22.149999618530273,1044,190,23,61.28898239135742,457,80,343,125,13.175000190734863,70.07978057861328,188.64498901367188,34.20000076293945,15.399999618530273,18.80000114440918,25.600000381469727,24.366666793823242
Icterus auratus,-88.32094,21.348877,7,2024,5614776911,"c(-88.32094, 21.348877)",9,25.799999237060547,27.66666603088379,23.233333587646484,1113,183,32,61.35988998413086,489,102,380,141,13.283332824707031,71.03387451171875,183.7735595703125,34.79999923706055,16.100000381469727,18.69999885559082,27.28333282470703,25.183334350585938
Icterus auratus,-88.63452,21.368711,1,2019,5612811198,"c(-88.63452, 21.368711)",5,25.737499237060547,27.58333396911621,23.183334350585938,1018,162,25,61.752235412597656,444,90,350,143,13.074999809265137,70.67567443847656,182.7457733154297,34.70000076293945,16.200000762939453,18.5,27.16666603088379,25.133333206176758
Icterus auratus,-90.104706,20.239384,6,2020,5612214473,"c(-90.104706, 20.239384)",10,26.5,28.549999237060547,23.883333206176758,1095,208,20,78.52245330810547,553,64,275,78,13.483333587646484,67.75544738769531,191.98721313476563,36.5,16.600000381469727,19.899999618530273,27.66666603088379,26.21666717529297
Icterus auratus,-89.59819,19.772701,11,2024,5609239712,"c(-89.59819, 19.772701)",123,25.5,27.600000381469727,22.700000762939453,1078,202,25,69.98301696777344,504,81,281,90,13.800000190734863,66.99029541015625,204.27255249023438,35.79999923706055,15.199999809265137,20.599998474121094,26.833332061767578,23.600000381469727
Icterus auratus,-88.27765,18.51055,12,1987,5606054555,"c(-88.27765, 18.51055)",6,26.487499237060547,28.03333282470703,24.200000762939453,1236,193,24,58.07130813598633,489,98,477,180,9.741666793823242,68.6032943725586,163.34744262695313,32.79999923706055,18.600000381469727,14.19999885559082,27.58333396911621,25.866666793823242
Icterus auratus,-89.8105,19.87197,1,2024,5605213928,"c(-89.8105, 19.87197)",102,25.75,27.96666717529297,22.91666603088379,1084,203,21,75.3565444946289,531,72,275,85,13.399999618530273,65.36585235595703,208.38121032714844,36,15.5,20.5,27.03333282470703,23.816665649414063
Icterus auratus,-87.75977,21.43489,12,2021,5600979990,"c(-87.75977, 21.43489)",7,25.445833206176758,27.33333396911621,22.850000381469727,874,136,29,50.223670959472656,346,99,311,136,12.691667556762695,71.30149841308594,189.2504425048828,33.900001525878906,16.100000381469727,17.80000114440918,26.799999237060547,24.399999618530273
Icterus auratus,-89.02544,20.810747,8,2024,5597117367,"c(-89.02544, 20.810747)",17,25.745834350585938,27.78333282470703,23.016666412353516,1006,180,20,69.956207275390625,482,80,361,101,13.741666793823242,68.028045654296875,198.19021606445313,35.900001525878906,15.699999809265137,20.200000762939453,27.08333396911621,25.316667556762695
Icterus auratus,-88.43552,20.793173,6,2018,5588416892,"c(-88.43552, 20.793173)",32,25.72916603088379,27.66666603088379,23.183332443237305,1263,209,33,63.7896842956543,575,115,455,129,13.774999618530273,70.64102935791016,185.45347595214844,35.29999923706055,15.800000190734863,19.5,27.183334350585938,23.816667556762695
Icterus auratus,-87.06481,20.777596,12,2024,5578181290,"c(-87.06481, 20.777596)",8,25.866666793823242,28,23.25,1326,202,41,49.202674865722656,543,146,410,215,10.183333396911621,64.86199188232422,196.54208374023438,33.20000076293945,17.5,15.700000762939453,27.233333587646484,24.71666717529297
Icterus auratus,-87.57079,21.164263,1,2024,5575725728,"c(-87.57079, 21.164263)",12,25.233333587646484,27.116666793823242,22.616666793823242,1200,189,41,54.366180419921875,498,126,445,153,13.483333587646484,70.22570037841797,191.0655975341797,34.29999923706055,15.100000381469727,19.19999885559082,26.566665649414063,24.21666717529297
Icterus auratus,-90.220024,20.366755,8,2021,5575393163,"c(-90.220024, 20.366755)",5,26.70833396911621,28.600000381469727,24.25,995,184,16,79.53973388671875,505,53,247,73,13.533332824707031,69.401702880859375,178.6544952392578,36.400001525878906,16.899999618530273,19.500001907348633,27.78333282470703,26.46666717529297
Icterus auratus,-89.17713,20.857388,8,2024,5574058783,"c(-89.17713, 20.857388)",17,25.754167556762695,27.83333396911621,22.983333587646484,972,172,20,71.24593353271484,471,75,361,92,13.725000381469727,67.61083221435547,201.1722412109375,35.900001525878906,15.600000381469727,20.30000114440918,27.116666793823242,25.299999237060547
Icterus auratus,-89.06989,18.11049,7,2017,5572448510,"c(-89.06989, 18.11049)",137,25.004167556762695,26.549999237060547,22.649999618530273,1328,205,30,58.49610900878906,568,108,436,178,13.141666412353516,73.41712951660156,167.93475341796875,33.70000076293945,15.800000190734863,17.900001525878906,26.16666603088379,24.383333206176758
Icterus auratus,-87.49018,20.814186,3,2024,5567311963,"c(-87.49018, 20.814186)",22,25.383333206176758,27.33333396911621,22.83333396911621,1284,204,44,54.302650451660156,551,143,458,163,12.533333778381348,70.41199493408203,188.45465087890625,33.599998474121094,15.800000190734863,17.799999237060547,26.666667938232422,24.350000381469727
Icterus auratus,-89.52755,20.897573,8,2024,5564276943,"c(-89.52755, 20.897573)",14,25.83333396911621,27.933334350585938,23.049999237060547,992,171,23,71.59049987792969,486,73,239,94,13.283333778381348,66.41666412353516,202.2412567138672,35.900001525878906,15.899999618530273,20.000001907348633,27.133333206176758,25.433334350585938
Icterus auratus,-89.78773,20.410702,8,2022,5552263952,"c(-89.78773, 20.410702)",55,25.64583396911621,27.83333396911621,22.766666412353516,1115,199,24,72.9031982421875,544,83,285,85,14.291666984558105,66.78348541259766,209.53907775878906,36.400001525878906,15,21.400001525878906,26.96666717529297,23.649999618530273
Icterus auratus,-87.133965,20.687328,11,2024,5551778466,"c(-87.133965, 20.687328)",15,25.825000762939453,27.899999618530273,23.25,1333,208,41,51.74785232543945,559,147,420,203,10.200000762939453,65.80644989013672,192.35975646972656,33,17.5,15.5,27.149999618530273,24.683334350585938
Icterus auratus,-87.6309,18.976353,1,2004,5550505824,"c(-87.6309, 18.976353)",6,26.512500762939453,28.03333282470703,24.450000762939453,1397,215,33,52.66393280029297,574,124,425,223,8.841667175292969,69.61943054199219,150.4104461669922,32.599998474121094,19.899999618530273,12.69999885559082,26.78333282470703,25.683334350585938
Icterus auratus,-88.130875,21.47455,12,2020,5549851136,"c(-88.130875, 21.47455)",4,25.787500381469727,27.516666412353516,23.299999237060547,933,156,23,55.72359848022461,387,88,295,142,12.641667366027832,71.421844482421875,177.66319274902344,34.20000076293945,16.5,17.700000762939453,26.883333206176758,25.099998474121094
Icterus auratus,-89.89499,20.67082,9,2024,5533150624,"c(-89.89499, 20.67082)",11,26.141666412353516,28.11666488647461,23.516666412353516,1050,181,22,74.308868408203125,520,69,264,87,13.716666221618652,68.58333587646484,191.0001220703125,36.099998474121094,16.100000381469727,19.999998092651367,27.366666793823242,25.816665649414063
Icterus auratus,-87.770935,18.601515,5,2024,5528244735,"c(-87.770935, 18.601515)",11,26.512500762939453,28.016666412353516,24.383333206176758,1395,222,27,54.2843132019043,584,115,420,238,8.258333206176758,67.6912612915039,153.8612823486328,32.29999923706055,20.100000381469727,12.19999885559082,26.71666717529297,25.816665649414063
Icterus auratus,-87.8465,21.1173,1,2015,5526428046,"c(-87.8465, 21.1173)",17,25.495832443237305,27.33333396911621,22.983333587646484,1087,161,38,56.23695373535156,460,119,380,128,13.691666603088379,71.68412780761719,183.58126831054688,34.599998474121094,15.5,19.099998474121094,27.149999618530273,23.483333587646484
Icterus auratus,-88.09009,20.967875,3,2024,5526064053,"c(-88.09009, 20.967875)",22,25.65416717529297,27.549999237060547,23.16666603088379,1244,193,39,58.69997024536133,541,124,444,139,13.875,71.89118957519531,183.12265014648438,35,15.699999809265137,19.299999237060547,27.233333587646484,23.71666717529297
Icterus auratus,-89.41699,18.588762,10,2016,5524423294,"c(-89.41699, 18.588762)",266,24.612499237060547,26.41666603088379,22.066667556762695,1005,179,22,59.77947235107422,428,80,337,124,12.858333587646484,70.26412200927734,184.52793884277344,33.79999923706055,15.5,18.299999237060547,25.516666412353516,24.266666412353516
Icterus auratus,-90.23063,19.59715,6,2024,5523553431,"c(-90.23063, 19.59715)",29,26.487499237060547,28.850000381469727,23.600000381469727,1223,242,23,78.68914031982422,611,75,294,97,13.324999809265137,64.0625,214.2441864013672,37,16.200000762939453,20.799999237060547,27.71666717529297,26.149999618530273
Icterus auratus,-87.995255,20.658453,2,2011,5519886368,"c(-87.995255, 20.658453)",22,25.75,27.700000762939453,23.28333282470703,1124,172,39,57.416847229003906,481,127,382,129,13.783332824707031,71.416229248046875,183.26580810546875,35,15.699999809265137,19.299999237060547,27.350000381469727,23.78333282470703
Icterus auratus,-88.478096,18.229753,5,2021,5509370538,"c(-88.478096, 18.229753)",9,25.945833206176758,27.566665649414063,23.483333587646484,1366,223,27,61.91044998168945,555,96,492,182,10.658332824707031,68.3226547241211,174.0879669189453,33.099998474121094,17.5,15.599998474121094,27.483333587646484,25.299999237060547
Icterus auratus,-90.09912,20.742002,4,2024,5497825370,"c(-90.09912, 20.742002)",7,26.424999237060547,28.183334350585938,23.983333587646484,880,155,14,75.8940658569336,437,50,216,77,13.166666984558105,70.78853607177734,174.6490020751953,35.599998474121094,17,18.599998474121094,27.58333396911621,26.116666793823242
Icterus auratus,-88.81352,20.799849,11,2008,5489503652,"c(-88.81352, 20.799849)",27,25.662500381469727,27.633333206176758,23.03333282470703,1120,194,25,66.2821044921875,522,92,394,118,13.574999809265137,69.26020050048828,190.74168395996094,35.5,15.899999618530273,19.600000381469727,27.03333282470703,23.766666412353516
Icterus auratus,-89.97602,21.10288,5,2024,5461654221,"c(-89.97602, 21.10288)",4,26.16666603088379,28.066665649414063,23.5,689,129,14,69.55619049072266,317,49,238,77,11.516666412353516,67.34893035888672,189.98007202148438,34.599998474121094,17.5,17.099998474121094,27.616666793823242,25.566665649414063
Icterus auratus,-87.88788,18.771114,1,2015,5459587072,"c(-87.88788, 18.771114)",1,26.487499237060547,27.983333587646484,24.383333206176758,1386,216,32,52.114322662353516,555,119,436,233,9.074999809265137,69.80769348144531,151.61441040039063,32.70000076293945,19.700000762939453,13,26.816665649414063,25.66666603088379
Icterus auratus,-87.61745,20.076187,9,2024,5455794896,"c(-87.61745, 20.076187)",14,25.883333206176758,27.566667556762695,23.633333206176758,1208,187,37,52.3648567199707,501,129,390,180,11,71.42857360839844,164.51490783691406,33,17.600000381469727,15.399999618530273,27.03333282470703,24.983333587646484
Icterus auratus,-87.73706,18.707281,2,2024,5440127405,"c(-87.73706, 18.707281)",13,26.516666412353516,28.016666412353516,24.399999618530273,1396,219,29,53.79372787475586,581,117,422,234,8.533333778381348,68.81719970703125,152.81204223632813,32.400001525878906,20,12.400001525878906,26.733333587646484,25.799999237060547
Icterus auratus,-88.17311,20.56638,5,2021,5439258735,"c(-88.17311, 20.56638)",25,25.77083396911621,27.71666717529297,23.299999237060547,1152,191,35,61.63346481323242,509,114,400,118,13.975000381469727,71.30101776123047,182.53839111328125,35.20000076293945,15.600000381469727,19.600000381469727,27.28333282470703,23.850000381469727
Icterus auratus,-89.71183,20.594984,5,2024,5430152920,"c(-89.71183, 20.594984)",14,25.83333396911621,28,23.016666412353516,1101,193,24,73.45234680175781,547,83,270,92,14.15000057220459,67.38094329833984,205.88319396972656,36.400001525878906,15.399999618530273,21.000001907348633,27.133333206176758,25.483333587646484
Icterus auratus,-92.24068,18.629314,3,2024,5427093277,"c(-92.24068, 18.629314)",2,26.737499237060547,28.78333282470703,23.899999618530273,1481,256,27,65.219146728515625,673,103,397,211,10.041666030883789,62.370601654052734,203.88414001464844,35.099998474121094,19,16.099998474121094,27.71666717529297,26.183334350585938
Icterus auratus,-90.22571,19.96524,2,2024,5426600991,"c(-90.22571, 19.96524)",22,26.47083282470703,28.649999618530273,23.733333587646484,1196,238,19,79.7747802734375,612,67,277,90,12.875,65.68876647949219,201.7137908935547,36.400001525878906,16.799999237060547,19.60000228881836,27.683334350585938,26.133333206176758
Icterus auratus,-90.747185,19.320875,4,2024,5417089933,"c(-90.747185, 19.320875)",1,26.25,28.383333206176758,23.433334350585938,1282,249,16,88.59741973876953,703,54,269,81,11.666666984558105,64.45671844482422,203.73777770996094,35.5,17.399999618530273,18.100000381469727,27.549999237060547,25.733333587646484
Icterus auratus,-87.41551,21.346544,7,2017,5413742465,"c(-87.41551, 21.346544)",17,25.054166793823242,27.03333282470703,22.383333206176758,1199,197,35,53.55194854736328,494,125,451,162,12.475000381469727,69.69274139404297,197.17849731445313,33.5,15.600000381469727,17.899999618530273,26.96666717529297,23.799999237060547
Icterus auratus,-88.234215,21.413143,1,2016,5411232215,"c(-88.234215, 21.413143)",7,25.799999237060547,27.616666793823242,23.28333282470703,1044,175,27,59.146507263183594,446,96,343,146,13.016666412353516,71.12932586669922,180.94447326660156,34.599998474121094,16.299999237060547,18.299999237060547,27.316665649414063,25.16666603088379
Icterus auratus,-89.60674,20.581915,12,2021,5406467779,"c(-89.60674, 20.581915)",15,25.795833587646484,27.983333587646484,22.983333587646484,1100,193,25,71.95699310302734,541,86,270,95,14.291666030883789,67.09703063964844,205.61944580078125,36.599998474121094,15.300000190734863,21.299999237060547,27.049999237060547,23.883333206176758
Icterus auratus,-88.45848,20.671953,6,2024,5405238338,"c(-88.45848, 20.671953)",33,25.79166603088379,27.766666412353516,23.233333587646484,1219,208,31,64.95326232910156,559,106,436,118,14.050000190734863,70.25000762939453,188.08644104003906,35.599998474121094,15.600000381469727,19.999998092651367,27.25,23.866666793823242
Icterus auratus,-87.22299,20.50596,5,2024,5402696176,"c(-87.22299, 20.50596)",3,26,27.900001525878906,23.600000381469727,1293,215,36,55.95697784423828,558,133,414,178,9.983333587646484,66.55554962158203,178.18531799316406,32.900001525878906,17.899999618530273,15.000001907348633,27.16666603088379,25.03333282470703
Icterus auratus,-89.03126,21.28115,5,2024,5398226746,"c(-89.03126, 21.28115)",4,25.737499237060547,27.616666793823242,23.100000381469727,844,149,19,64.2621078491211,375,75,295,113,13.158332824707031,69.25438690185547,188.56063842773438,35,16,19,27.100000381469727,25.233333587646484
Icterus auratus,-90.41323,20.088066,6,1999,5396959089,"c(-90.41323, 20.088066)",6,26.579166412353516,28.600000381469727,23.850000381469727,1079,214,16,83.34856414794922,565,53,398,71,12.308333396911621,66.53153228759766,196.47413635253906,35.79999923706055,17.299999237060547,18.5,27.933334350585938,26.016666412353516
Icterus auratus,-87.64328,21.456984,2,2016,5395797675,"c(-87.64328, 21.456984)",8,25.35416603088379,27.25,22.78333282470703,891,144,29,52.07947540283203,360,101,318,130,12.158332824707031,70.279388427734375,188.79351806640625,33.599998474121094,16.299999237060547,17.299999237060547,26.766666412353516,24.21666717529297
Icterus auratus,-88.001305,21.138948,5,2014,5373447650,"c(-88.001305, 21.138948)",24,25.587499618530273,27.483333587646484,23.03333282470703,1123,168,37,57.62305450439453,482,120,404,130,13.758333206176758,71.28669738769531,186.85342407226563,34.900001525878906,15.600000381469727,19.30000114440918,27.21666717529297,23.58333396911621
Icterus auratus,-88.29868,20.996502,2,2014,5370039656,"c(-88.29868, 20.996502)",27,25.633333206176758,27.549999237060547,23.100000381469727,1348,214,36,61.05049133300781,598,131,484,154,13.799999237060547,70.76923370361328,184.89964294433594,35.099998474121094,15.600000381469727,19.499998092651367,27.133333206176758,23.700000762939453
Icterus auratus,-89.300285,20.947367,12,2024,5367324039,"c(-89.300285, 20.947367)",16,25.712499618530273,27.799999237060547,22.91666603088379,942,166,20,70.27772521972656,453,73,234,94,13.241665840148926,66.877105712890625,203.39308166503906,35.599998474121094,15.800000190734863,19.799999237060547,27.049999237060547,25.299999237060547
Icterus auratus,-89.81081,21.026741,10,2024,5363561774,"c(-89.81081, 21.026741)",7,25.962499618530273,27.950000762939453,23.266666412353516,866,155,20,69.04376983642578,408,64,307,93,12.191666603088379,66.98717498779297,194.66900634765625,35,16.799999237060547,18.200000762939453,27.316667556762695,25.516666412353516
Icterus auratus,-88.16082,21.097563,2,2024,5363273725,"c(-88.16082, 21.097563)",23,25.637500762939453,27.53333282470703,23.100000381469727,1303,205,39,59.67182922363281,574,130,471,150,13.841666221618652,71.34880065917969,185.35133361816406,35,15.600000381469727,19.399999618530273,27.21666717529297,23.683332443237305
